id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K0644	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	203	203	rule			fixed-supplied-semantics	"  rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0645	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	204	204	rule			fixed-supplied-semantics	"  rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0646	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	205	205	rule			fixed-supplied-semantics	"  rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0647	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	206	208	rule			fixed-supplied-semantics	"  rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))

  // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----"
K0648	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	209	209	syntax	function, total, symbol(truncF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0649	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	210	210	rule	concrete	concrete	fixed-supplied-semantics	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0650	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	211	211	rule			fixed-supplied-semantics	"  rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
K0651	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	213	213	rule			fixed-supplied-semantics	"  rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
K0652	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	214	216	rule			fixed-supplied-semantics	"  rule applyBuiltin(""float"", F:Float, .Vals) => F

  // round: Python half-even (banker's); round(F, N) scales by 10^N"
K0653	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	217	217	syntax	function, total, symbol(roundF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0654	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	218	222	rule	concrete	concrete	fixed-supplied-semantics	"  rule roundF(F:Float)
    => #if (F -Float floorFloat(F)) ==Float 0.5
       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0
              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)
       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]"
K0655	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	223	223	syntax	function, total, symbol(roundFN), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0656	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	224	226	rule	concrete	concrete	fixed-supplied-semantics	"  rule roundFN(F:Float, N:Int)
    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)
       /Float Int2Float(10 ^Int N, 53, 11) [concrete]"
K0657	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	227	227	rule			fixed-supplied-semantics	"  rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
K0658	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	228	228	rule			fixed-supplied-semantics	"  rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
K0659	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	230	230	syntax	function, total, symbol(sqrtF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0660	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	231	231	rule	concrete	concrete	fixed-supplied-semantics	  rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0661	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	232	232	syntax			fixed-supplied-semantics	"  syntax KItem ::= ""#mathSqrt"""
K0662	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	233	233	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
K0663	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	234	234	rule			fixed-supplied-semantics	  rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0664	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	235	242	rule			fixed-supplied-semantics	"  rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>

  // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which
  // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires
  // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof
  // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at
  // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive:
  // the isFloat guard is disjoint from the existing isInt one."
K0665	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	243	243	syntax			fixed-supplied-semantics	  syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0666	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	244	244	rule			fixed-supplied-semantics	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0667	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	245	245	rule			fixed-supplied-semantics	  rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0668	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	246	246	rule			fixed-supplied-semantics	  rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0669	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	247	247	rule			fixed-supplied-semantics	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
K0670	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	248	248	requires			fixed-supplied-semantics	       requires isFloat(V)
K0671	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	250	250	syntax			fixed-supplied-semantics	  syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0672	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	251	251	rule			fixed-supplied-semantics	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0673	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	252	252	rule			fixed-supplied-semantics	  rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0674	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	253	253	rule			fixed-supplied-semantics	  rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0675	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	254	254	rule			fixed-supplied-semantics	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
K0676	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	255	260	requires			fixed-supplied-semantics	"       requires isFloat(V)

  // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared
  // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin).
  // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof
  // with isInt(V) in its path condition refutes this branch without sort reasoning."
K0677	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	261	261	syntax			fixed-supplied-semantics	  syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0678	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	262	263	rule			fixed-supplied-semantics	"  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)
        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>"
K0679	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	264	264	requires			fixed-supplied-semantics	       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0680	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	265	265	rule			fixed-supplied-semantics	  rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0681	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	266	266	rule			fixed-supplied-semantics	  rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0682	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	267	268	rule			fixed-supplied-semantics	"  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>"
K0683	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	269	269	requires			fixed-supplied-semantics	       requires isFloat(V)
K0684	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	270	271	rule			fixed-supplied-semantics	"  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>"
K0685	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	272	272	requires			fixed-supplied-semantics	       requires isInt(V) orBool isBool(V)
K0686	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	273	273	endmodule			fixed-supplied-semantics	endmodule
K0687	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	3	3	module			fixed-supplied-semantics	module MPY-FUNCTIONS
K0688	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	4	7	imports			fixed-supplied-semantics	"  imports MPY-CORE

  // call routing + callee/arg evaluation (#callee/#args/#argCont) live in call.k;
  // this module owns the frame lifecycle (bind params, return, pop)."
K0689	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	8	13	syntax			fixed-supplied-semantics	"  syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)
                 | #bindP(ParamNames, Vals)
                 | ""#pop""
                 | ""#endcall""

  // ==== def / anonymous closure ============================================="
K0690	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	14	16	rule	 F <- closureVal(PNS, BODY, L) 		fixed-supplied-semantics	"  rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>"
K0691	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	18	18	syntax			fixed-supplied-semantics	  syntax Expr ::= closureExpr(ParamNames, Stmts)
K0692	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	19	26	rule			fixed-supplied-semantics	"  rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>
       <env> L:Int </env>

  // ==== annotated def/lambda (closure cells; spec 2.3) ======================
  // closureValC(params, cellvars, body, captured-cells). No frame anchor: all
  // enclosing-local reads are freevars (symtable-complete) and go through the
  // captured cells; everything else is global/builtin, so the callee frame's
  // parent is the module scope (0) — sound after the defining frame dies."
K0693	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	27	30	syntax			fixed-supplied-semantics	"  syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)

  // capture: resolve each freevar to the enclosing frame's cellRef, then bind
  // (FuncDef) or yield (Lambda) the closure value."
K0694	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	31	32	syntax			fixed-supplied-semantics	"  syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)
                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)"
K0695	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	33	35	rule			fixed-supplied-semantics	"  rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),
                   FreeVars(FVS:ParamNames), BODY:Stmts)
        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>"
K0696	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	36	40	rule	 FV <- {M[FV		fixed-supplied-semantics	"  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)
        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map, _) ... </scopes>"
K0697	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	41	41	requires			fixed-supplied-semantics	       requires FV in_keys(M)
K0698	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	42	45	rule	 F <- closureValC(PNS, CVS, BODY, CM) 		fixed-supplied-semantics	"  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>"
K0699	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	47	49	rule			fixed-supplied-semantics	"  rule <k> Lambda(Params(PNS:ParamNames), E:Expr)
        => closureVal(PNS, Return(E) .Stmts, L) ... </k>
       <env> L:Int </env>"
K0700	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	50	52	rule			fixed-supplied-semantics	"  rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),
                  FreeVars(FVS:ParamNames), E:Expr)
        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>"
K0701	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	53	57	rule	 FV <- {M[FV		fixed-supplied-semantics	"  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,
                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)
        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map, _) ... </scopes>"
K0702	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	58	58	requires			fixed-supplied-semantics	       requires FV in_keys(M)
K0703	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	59	62	rule			fixed-supplied-semantics	"  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)
        => closureValC(PNS, CVS, BODY, CM) ... </k>

  // ==== bind params ========================================================"
K0704	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	63	63	rule			fixed-supplied-semantics	  rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0705	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	64	67	rule	 P <- V 		fixed-supplied-semantics	"  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
  // a param that is a cellvar was pre-bound to its cell at frame entry"
K0706	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	68	71	rule	P		fixed-supplied-semantics	"  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))
        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map, _) ... </scopes>"
K0707	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	72	77	requires	"""$cells""; P; priority(40)"	priority	fixed-supplied-semantics	"       requires ""$cells"" in_keys(M)
        andBool pnMember(P, cellsOf({M[""$cells""]}:>Val))
        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)
       [priority(40)]

  // ==== return / pop the frame (the returned expr evaluates by strictness) =="
K0708	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	78	79	rule			fixed-supplied-semantics	"  rule <k> Return(V:Val) ~> _ => #pop </k>
       <ret> noRet => retV(V) </ret>"
K0709	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	80	84	rule			fixed-supplied-semantics	"  rule <k> #endcall => #pop ... </k>
       <ret> noRet => retV(noneV) </ret>
  // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation
  // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its
  // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0)."
K0710	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	85	90	rule	 L <- undef 		fixed-supplied-semantics	"  rule <k> #pop => V ~> CONT </k>
       <ret>   retV(V) => noRet </ret>
       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>
       <env>   L:Int => CALLERL </env>
       <scopes> SC:Map => SC [ L <- undef ] </scopes>
       <scopeLoc> _ => SAVEDL </scopeLoc>"
K0711	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	91	91	endmodule			fixed-supplied-semantics	endmodule
K0712	/candidate/reference-semantics/semantics/int.k	MPY-INT	4	4	module			fixed-supplied-semantics	module MPY-INT
K0713	/candidate/reference-semantics/semantics/int.k	MPY-INT	5	5	imports			fixed-supplied-semantics	  imports MPY-CORE
K0714	/candidate/reference-semantics/semantics/int.k	MPY-INT	7	7	rule			fixed-supplied-semantics	"  rule applyUn(""-"", I:Int) => 0 -Int I"
K0715	/candidate/reference-semantics/semantics/int.k	MPY-INT	9	10	rule			fixed-supplied-semantics	"  rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2
  // Bool participates in int arithmetic (x += (a == b))"
K0716	/candidate/reference-semantics/semantics/int.k	MPY-INT	11	11	rule			fixed-supplied-semantics	"  rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
K0717	/candidate/reference-semantics/semantics/int.k	MPY-INT	12	12	rule			fixed-supplied-semantics	"  rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
K0718	/candidate/reference-semantics/semantics/int.k	MPY-INT	13	13	rule			fixed-supplied-semantics	"  rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
K0719	/candidate/reference-semantics/semantics/int.k	MPY-INT	14	14	rule			fixed-supplied-semantics	"  rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
K0720	/candidate/reference-semantics/semantics/int.k	MPY-INT	15	15	rule			fixed-supplied-semantics	"  rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
K0721	/candidate/reference-semantics/semantics/int.k	MPY-INT	16	16	rule			fixed-supplied-semantics	"  rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
K0722	/candidate/reference-semantics/semantics/int.k	MPY-INT	17	17	rule			fixed-supplied-semantics	"  rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
K0723	/candidate/reference-semantics/semantics/int.k	MPY-INT	19	19	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= pyMod(Int, Int) [function]
K0724	/candidate/reference-semantics/semantics/int.k	MPY-INT	20	20	rule			fixed-supplied-semantics	  rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0725	/candidate/reference-semantics/semantics/int.k	MPY-INT	22	22	rule			fixed-supplied-semantics	"  rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
K0726	/candidate/reference-semantics/semantics/int.k	MPY-INT	23	23	rule			fixed-supplied-semantics	"  rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"
K0727	/candidate/reference-semantics/semantics/int.k	MPY-INT	24	24	rule			fixed-supplied-semantics	"  rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"
K0728	/candidate/reference-semantics/semantics/int.k	MPY-INT	25	25	rule			fixed-supplied-semantics	"  rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"
K0729	/candidate/reference-semantics/semantics/int.k	MPY-INT	26	26	rule			fixed-supplied-semantics	"  rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"
K0730	/candidate/reference-semantics/semantics/int.k	MPY-INT	27	27	rule			fixed-supplied-semantics	"  rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"
K0731	/candidate/reference-semantics/semantics/int.k	MPY-INT	28	28	endmodule			fixed-supplied-semantics	endmodule
K0732	/candidate/reference-semantics/semantics/iter.k	MPY-ITER	6	6	module			fixed-supplied-semantics	module MPY-ITER
K0733	/candidate/reference-semantics/semantics/iter.k	MPY-ITER	7	7	imports			fixed-supplied-semantics	  imports MPY-CORE
K0734	/candidate/reference-semantics/semantics/iter.k	MPY-ITER	8	8	syntax			fixed-supplied-semantics	"  syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
K0735	/candidate/reference-semantics/semantics/iter.k	MPY-ITER	9	9	endmodule			fixed-supplied-semantics	endmodule
K0736	/candidate/reference-semantics/semantics/list.k	MPY-LIST	3	3	module			fixed-supplied-semantics	module MPY-LIST
K0737	/candidate/reference-semantics/semantics/list.k	MPY-LIST	4	4	imports			fixed-supplied-semantics	  imports MPY-CORE
K0738	/candidate/reference-semantics/semantics/list.k	MPY-LIST	5	5	imports			fixed-supplied-semantics	  imports MPY-ITER
K0739	/candidate/reference-semantics/semantics/list.k	MPY-LIST	6	8	imports			fixed-supplied-semantics	"  imports MPY-OPERATORS

  // ==== iteration (the iterator protocol's list case) ======================="
K0740	/candidate/reference-semantics/semantics/list.k	MPY-LIST	9	9	rule			fixed-supplied-semantics	  rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
K0741	/candidate/reference-semantics/semantics/list.k	MPY-LIST	10	12	rule			fixed-supplied-semantics	"  rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>

  // ==== ListExpr: [...] literal -> a fresh heap object ======================="
K0742	/candidate/reference-semantics/semantics/list.k	MPY-LIST	13	13	syntax			fixed-supplied-semantics	"  syntax ApplyK ::= ""toList"""
K0743	/candidate/reference-semantics/semantics/list.k	MPY-LIST	14	14	rule			fixed-supplied-semantics	  rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0744	/candidate/reference-semantics/semantics/list.k	MPY-LIST	15	17	rule			fixed-supplied-semantics	"  rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>

  // ==== list ops: + / == / != ==============================================="
K0745	/candidate/reference-semantics/semantics/list.k	MPY-LIST	18	18	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0746	/candidate/reference-semantics/semantics/list.k	MPY-LIST	19	19	rule			fixed-supplied-semantics	  rule valSeqConcat(.ValSeq, T:ValSeq)                => T
K0747	/candidate/reference-semantics/semantics/list.k	MPY-LIST	20	23	rule			fixed-supplied-semantics	"  rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))

  // list + list constructs a NEW object (k-cell — it allocates; operands land here
  // already deref'd). priority(45) beats the generic BinOp dispatch."
K0748	/candidate/reference-semantics/semantics/list.k	MPY-LIST	24	25	rule	priority(45)	priority	fixed-supplied-semantics	"  rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>
       [priority(45)]"
K0749	/candidate/reference-semantics/semantics/list.k	MPY-LIST	27	27	rule			fixed-supplied-semantics	"  rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
K0750	/candidate/reference-semantics/semantics/list.k	MPY-LIST	28	32	rule			fixed-supplied-semantics	"  rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)

  // ==== deep equality when elements are heap objects (list-of-lists) ========
  // Python == is structural at every depth. Fires ONLY when a ref is present
  // (the guard decides on concrete seqs); the plain ==K path above is unchanged."
K0751	/candidate/reference-semantics/semantics/list.k	MPY-LIST	33	33	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0752	/candidate/reference-semantics/semantics/list.k	MPY-LIST	34	34	rule			fixed-supplied-semantics	  rule hasRefVS(.ValSeq)                => false
K0753	/candidate/reference-semantics/semantics/list.k	MPY-LIST	35	35	rule			fixed-supplied-semantics	  rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K0754	/candidate/reference-semantics/semantics/list.k	MPY-LIST	37	38	syntax	function; function	function	fixed-supplied-semantics	"  syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]
                | deepEqV(Val, Val, Map)        [function]"
K0755	/candidate/reference-semantics/semantics/list.k	MPY-LIST	39	39	rule			fixed-supplied-semantics	  rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
K0756	/candidate/reference-semantics/semantics/list.k	MPY-LIST	40	40	rule			fixed-supplied-semantics	  rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
K0757	/candidate/reference-semantics/semantics/list.k	MPY-LIST	41	41	rule			fixed-supplied-semantics	  rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
K0758	/candidate/reference-semantics/semantics/list.k	MPY-LIST	42	43	rule			fixed-supplied-semantics	"  rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)
    => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)"
K0759	/candidate/reference-semantics/semantics/list.k	MPY-LIST	45	45	rule	H		fixed-supplied-semantics	  rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
K0760	/candidate/reference-semantics/semantics/list.k	MPY-LIST	46	46	requires			fixed-supplied-semantics	       requires H in_keys(HP)
K0761	/candidate/reference-semantics/semantics/list.k	MPY-LIST	47	47	rule	H		fixed-supplied-semantics	  rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
K0762	/candidate/reference-semantics/semantics/list.k	MPY-LIST	48	48	requires			fixed-supplied-semantics	       requires notBool isRefV(A) andBool H in_keys(HP)
K0763	/candidate/reference-semantics/semantics/list.k	MPY-LIST	49	49	rule			fixed-supplied-semantics	  rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K0764	/candidate/reference-semantics/semantics/list.k	MPY-LIST	50	52	rule	owise	owise	fixed-supplied-semantics	"  rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]

  // ==== mutator: xs.append(v) — an in-place heap write ======================"
K0765	/candidate/reference-semantics/semantics/list.k	MPY-LIST	53	57	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k>
       <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap>
       [priority(40)]

  // ==== `x in list` — a <k>-cell fold over #iterNext ========================"
