id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
S0250	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	116	116	syntax	function	function	fixed-supplied-semantics	  syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
S0251	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	9	30	syntax	strict(2); seqstrict(2, 3); macro; macro; strict(1); strict(1)	macro	fixed-supplied-semantics	"  syntax Expr ::= ""Int""      ""("" Int "")""
                | ""Float""    ""("" Float "")""
                | ""Bool""     ""("" Bool "")""
                | ""Name""     ""("" String "")""
                | ""Str""      ""("" String "")""
                | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)]
                | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)]
                | ""BoolOp""    ""("" String "","" Exprs "")""
                | ""ListExpr""  ""("" Exprs "")""
                | ""DictExpr""  ""("" Entries "")""
                | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro]
                | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro]
                | ""TupleExpr"" ""("" Exprs "")""
                | ""Subscript"" ""("" Expr "","" Index "")""
                | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)]
                | ""Lambda""    ""("" Params "","" Expr "")""
                | ""KwArg""     ""("" String "","" Expr "")""
                | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")""
                | ""NoneVal""
                | ""Call""      ""("" Expr "","" Exprs "")""
                | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)]
                | ""Compare""   ""("" Expr "","" CmpOp "")"""
S0252	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	24	24	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
S0253	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	38	41	requires	"""$cells""; X; priority(40)"	priority	fixed-supplied-semantics	"       requires ""$cells"" in_keys(M)
        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))
        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)
       [priority(40)]"
S0254	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	44	48	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]

  // ==== unpacking: a, b = <tuple|list> (RHS evaluated by strictness) ========"
S0255	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	52	54	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
S0256	/candidate/verification.k	SORT-ARRAY-VERIFICATION	8	8	syntax	function, total	function,total	candidate-proof-extension	"  syntax Expr ::= ""sortArrayLambda"" [function, total]"
S0257	/candidate/verification.k	SORT-ARRAY-VERIFICATION	21	21	syntax	function, total	function,total	candidate-proof-extension	"  syntax Stmts ::= ""sortArrayBody"" [function, total]"
S0258	/candidate/verification.k	SORT-ARRAY-VERIFICATION	29	29	syntax	function, total	function,total	candidate-proof-extension	"  syntax Val ::= ""sortArrayClosure"" [function, total]"
S0259	/candidate/verification.k	SORT-ARRAY-VERIFICATION	33	33	syntax	function, total	function,total	candidate-proof-extension	"  syntax Module ::= ""sortArrayModule"" [function, total]"
S0260	/candidate/verification.k	SORT-ARRAY-VERIFICATION	40	40	syntax	function, total	function,total	candidate-proof-extension	"  syntax Val ::= ""popcountKeyClosure"" [function, total]"
S0261	/candidate/verification.k	SORT-ARRAY-VERIFICATION	54	54	syntax	function, total	function,total	candidate-proof-extension	  syntax ValSeq ::= sortArraySpec(ValSeq) [function, total]
S0262	/candidate/verification.k	SORT-ARRAY-VERIFICATION	58	58	syntax	function, total	function,total	candidate-proof-extension	  syntax Bool ::= allNonNegativeInts(ValSeq) [function, total]
S0263	/candidate/verification.k	SORT-ARRAY-VERIFICATION	62	62	rule	owise	owise	candidate-proof-extension	  rule allNonNegativeInts(vCons(_:Val, _:ValSeq)) => false [owise]
