file	line	category	decision	declaration	rationale
reference-semantics/semantics/float.k	51	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	52	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	54	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	55	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule absF(F:Float) => absFloat(F) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	56	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	61	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> Import(_:String) => .K ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	65	syntax	OUTSIDE_REACHABLE_PATH	"syntax KItem ::= ""#mathCeil"""	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	66	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	67	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	70	syntax	OUTSIDE_REACHABLE_PATH	"syntax KItem ::= ""#mathFloor"""	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	71	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	72	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	73	syntax[function,total,symbol]	OUTSIDE_REACHABLE_PATH	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	74	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule floorFI(I:Int)   => I                        [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	75	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	78	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	79	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	82	syntax	OUTSIDE_REACHABLE_PATH	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	83	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	84	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	85	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	86	syntax[function,total,symbol]	OUTSIDE_REACHABLE_PATH	syntax Float ::= toF(Val) [function, total, symbol(toF)]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	87	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule toF(F:Float) => F        [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	88	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule toF(I:Int)   => intToF(I) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	93	syntax[function,total,symbol]	OUTSIDE_REACHABLE_PATH	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	94	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule ceilF(I:Int)   => I                       [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	95	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	99	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyUn(""-"", F:Float) => 0.0 -Float F"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	103	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	104	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	105	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	107	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	108	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	109	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	111	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	112	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	113	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	115	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	116	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	117	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	119	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	120	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	121	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	125	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	126	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	127	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	128	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	129	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	132	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	133	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	134	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	135	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	136	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	137	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	138	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	139	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	142	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	143	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	144	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	145	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	146	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	147	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	148	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	149	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	150	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	151	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	154	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	155	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	160	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	161	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	162	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	165	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax Int ::= headIS(IntSeq) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	166	equational-rule	OUTSIDE_REACHABLE_PATH	rule headIS(iCons(C:Int, _:IntSeq)) => C	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	167	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	168	equational-rule	OUTSIDE_REACHABLE_PATH	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	169	equational-rule	OUTSIDE_REACHABLE_PATH	rule intPartAcc(.IntSeq, A:Int) => A	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	170	equational-rule	OUTSIDE_REACHABLE_PATH	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	171	equational-rule	OUTSIDE_REACHABLE_PATH	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	173	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	174	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracPart(.IntSeq) => 0	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	175	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	176	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	177	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracAcc(.IntSeq, A:Int) => A	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	178	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	179	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	180	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracScale(.IntSeq) => 1	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	181	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	182	equational-rule	OUTSIDE_REACHABLE_PATH	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	183	equational-rule	OUTSIDE_REACHABLE_PATH	rule fscAcc(.IntSeq, A:Int) => A	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	184	equational-rule	OUTSIDE_REACHABLE_PATH	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	185	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	186	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	187	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	190	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	191	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	192	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	195	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	196	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	197	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	198	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	199	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
