file	start_line	end_line	kind	class	attributes	relevance	decision	rationale	source
reference-semantics/semantics/float.k	187	187	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("float", F:Float, .Vals)        => F
reference-semantics/semantics/float.k	190	190	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191	191	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192	192	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	195	195	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196	196	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197	197	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	198	198	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	199	199	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	200	200	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	201	201	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	202	202	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	203	203	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	204	204	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	205	205	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	206	206	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	209	209	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	210	210	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	211	211	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
reference-semantics/semantics/float.k	213	213	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
reference-semantics/semantics/float.k	214	214	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	217	217	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	218	222	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	223	223	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	224	226	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	227	227	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
reference-semantics/semantics/float.k	228	228	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
reference-semantics/semantics/float.k	230	230	syntax	function-declaration	function,total,symbol,no-evaluators	NOT_REACHED_BY_SOLUTION	ACCEPT_UNUSED_FIXED_OPAQUE	Opaque primitive belongs to byte-identical supplied semantics; its symbol and dispatch constructors are absent from solution.mpy and from both target claims.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	231	231	rule	equational-rule	concrete	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	232	232	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	233	233	rule	operational-rule	priority	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	234	234	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	235	235	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	243	243	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	244	244	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	245	245	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	246	246	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	247	248	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
reference-semantics/semantics/float.k	250	250	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	251	251	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	252	252	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	253	253	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	254	255	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
reference-semantics/semantics/float.k	261	261	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	262	264	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>\n       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	265	265	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	266	266	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	267	269	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>\n       requires isFloat(V)
reference-semantics/semantics/float.k	270	272	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>\n       requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k	8	11	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)\n                 | #bindP(ParamNames, Vals)\n                 | "#pop"\n                 | "#endcall"
reference-semantics/semantics/functions.k	14	16	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	18	18	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19	20	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>\n       <env> L:Int </env>
reference-semantics/semantics/functions.k	27	27	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	31	32	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)\n                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33	35	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                   FreeVars(FVS:ParamNames), BODY:Stmts)\n        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36	41	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
reference-semantics/semantics/functions.k	42	45	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	47	49	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)\n        => closureVal(PNS, Return(E) .Stmts, L) ... </k>\n       <env> L:Int </env>
reference-semantics/semantics/functions.k	50	52	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                  FreeVars(FVS:ParamNames), E:Expr)\n        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	53	58	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,\n                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
reference-semantics/semantics/functions.k	59	60	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)\n        => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k	63	63	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	64	67	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>\n  // a param that is a cellvar was pre-bound to its cell at frame entry
reference-semantics/semantics/functions.k	68	75	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))\n        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(P, cellsOf({M["$cells"]}:>Val))\n        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)\n       [priority(40)]
reference-semantics/semantics/functions.k	78	79	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Return(V:Val) ~> _ => #pop </k>\n       <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	80	84	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #endcall => #pop ... </k>\n       <ret> noRet => retV(noneV) </ret>\n  // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation\n  // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its\n  // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
reference-semantics/semantics/functions.k	85	90	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #pop => V ~> CONT </k>\n       <ret>   retV(V) => noRet </ret>\n       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>\n       <env>   L:Int => CALLERL </env>\n       <scopes> SC:Map => SC [ L <- undef ] </scopes>\n       <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/int.k	7	7	rule	equational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule applyUn("-", I:Int) => 0 -Int I
reference-semantics/semantics/int.k	9	10	rule	equational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2\n  // Bool participates in int arithmetic (x += (a == b))
reference-semantics/semantics/int.k	11	11	rule	equational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
