id	path	start	end	kind	attributes	decision	source
554	semantics/float.k	99	102	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
555	semantics/float.k	103	103	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
556	semantics/float.k	104	104	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
557	semantics/float.k	105	105	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
558	semantics/float.k	107	107	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
559	semantics/float.k	108	108	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
560	semantics/float.k	109	109	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
561	semantics/float.k	111	111	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
562	semantics/float.k	112	112	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
563	semantics/float.k	113	113	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
564	semantics/float.k	115	115	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
565	semantics/float.k	116	116	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
566	semantics/float.k	117	117	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
567	semantics/float.k	119	119	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
568	semantics/float.k	120	120	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
569	semantics/float.k	121	124	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
570	semantics/float.k	125	125	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
571	semantics/float.k	126	126	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
572	semantics/float.k	127	127	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
573	semantics/float.k	128	128	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
574	semantics/float.k	129	131	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
575	semantics/float.k	132	132	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
576	semantics/float.k	133	133	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
577	semantics/float.k	134	134	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
578	semantics/float.k	135	135	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
579	semantics/float.k	136	136	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
580	semantics/float.k	137	137	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
581	semantics/float.k	138	138	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
582	semantics/float.k	139	141	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
583	semantics/float.k	142	142	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
584	semantics/float.k	143	143	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
585	semantics/float.k	144	144	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
586	semantics/float.k	145	145	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
587	semantics/float.k	146	146	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
588	semantics/float.k	147	147	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
589	semantics/float.k	148	148	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
590	semantics/float.k	149	149	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
591	semantics/float.k	150	150	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
592	semantics/float.k	151	153	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
593	semantics/float.k	154	154	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
594	semantics/float.k	155	159	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
595	semantics/float.k	160	160	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
596	semantics/float.k	161	161	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
597	semantics/float.k	162	164	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
598	semantics/float.k	165	165	syntax	function	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= headIS(IntSeq) [function]
599	semantics/float.k	166	166	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule headIS(iCons(C:Int, _:IntSeq)) => C
600	semantics/float.k	167	167	syntax	function,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
601	semantics/float.k	168	168	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
602	semantics/float.k	169	169	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule intPartAcc(.IntSeq, A:Int) => A
603	semantics/float.k	170	170	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
604	semantics/float.k	171	172	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
605	semantics/float.k	173	173	syntax	function,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
606	semantics/float.k	174	174	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracPart(.IntSeq) => 0
607	semantics/float.k	175	175	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
608	semantics/float.k	176	176	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
609	semantics/float.k	177	177	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracAcc(.IntSeq, A:Int) => A
610	semantics/float.k	178	178	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
611	semantics/float.k	179	179	syntax	function,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
612	semantics/float.k	180	180	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracScale(.IntSeq) => 1
613	semantics/float.k	181	181	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
614	semantics/float.k	182	182	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
615	semantics/float.k	183	183	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fscAcc(.IntSeq, A:Int) => A
616	semantics/float.k	184	184	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
617	semantics/float.k	185	185	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
618	semantics/float.k	186	186	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
619	semantics/float.k	187	189	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
620	semantics/float.k	190	190	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
621	semantics/float.k	191	191	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
622	semantics/float.k	192	194	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
623	semantics/float.k	195	195	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
624	semantics/float.k	196	196	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
625	semantics/float.k	197	197	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
626	semantics/float.k	198	198	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
627	semantics/float.k	199	199	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
628	semantics/float.k	200	200	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
629	semantics/float.k	201	201	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
630	semantics/float.k	202	202	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
631	semantics/float.k	203	203	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
632	semantics/float.k	204	204	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
633	semantics/float.k	205	205	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
634	semantics/float.k	206	208	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
635	semantics/float.k	209	209	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
636	semantics/float.k	210	210	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
637	semantics/float.k	211	211	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
638	semantics/float.k	213	213	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
639	semantics/float.k	214	216	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
640	semantics/float.k	217	217	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
641	semantics/float.k	218	222	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
642	semantics/float.k	223	223	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
643	semantics/float.k	224	226	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
644	semantics/float.k	227	227	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
645	semantics/float.k	228	228	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
646	semantics/float.k	230	230	syntax	function,symbol,total	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
647	semantics/float.k	231	231	rule	concrete	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
648	semantics/float.k	232	232	syntax	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"syntax KItem ::= ""#mathSqrt"""
649	semantics/float.k	233	233	rule	priority	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
650	semantics/float.k	234	234	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
651	semantics/float.k	235	242	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
652	semantics/float.k	243	243	syntax	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
653	semantics/float.k	244	244	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
654	semantics/float.k	245	245	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
655	semantics/float.k	246	246	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
656	semantics/float.k	247	248	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
657	semantics/float.k	250	250	syntax	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
658	semantics/float.k	251	251	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
659	semantics/float.k	252	252	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
660	semantics/float.k	253	253	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
661	semantics/float.k	254	260	rule	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
662	semantics/float.k	261	261	syntax	-	FIXED_SUPPLIED_BASELINE:candidate entry is regular and byte-identical to trusted reference:NOT_REACHED_BY_SUBMITTED_PROGRAM	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
