source	module	line	kind	attributes	decision	sentence
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	94	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule ceilF(I:Int)   => I                       [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	95	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	99	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	103	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	104	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	105	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	107	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	108	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	109	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	111	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	112	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	113	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	115	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	116	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	117	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	119	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	120	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	121	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	125	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	126	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	127	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	128	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	129	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	132	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	133	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	134	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	135	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	136	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	137	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	138	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	139	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	142	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	143	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	144	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	145	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	146	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	147	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	148	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	149	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	150	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	151	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	154	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	155	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	160	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	161	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	162	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	165	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= headIS(IntSeq) [function]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	166	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule headIS(iCons(C:Int, _:IntSeq)) => C
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	167	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	168	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	169	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intPartAcc(.IntSeq, A:Int) => A
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	170	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	171	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	173	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	174	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracPart(.IntSeq) => 0
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	175	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	176	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	177	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracAcc(.IntSeq, A:Int) => A
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	178	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	179	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	180	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracScale(.IntSeq) => 1
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	181	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	182	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	183	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fscAcc(.IntSeq, A:Int) => A
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	184	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	185	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	186	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	187	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	190	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	191	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	192	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	195	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	196	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	197	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	198	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	199	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	200	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	201	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	202	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	203	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	204	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	205	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	206	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	209	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	210	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	211	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	213	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	214	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	217	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	218	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	223	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	224	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	227	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	228	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	230	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	231	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	232	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax KItem ::= ""#mathSqrt"""
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	233	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	234	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	235	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	243	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	244	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	245	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	246	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	247	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	250	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	251	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	252	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	253	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	254	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	261	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	262	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	265	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	266	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
/reference/reference-semantics/semantics/float.k	MPY-FLOAT	267	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
