id	kind	classification	source	line	module	attrs	static_decision	text
K-0526	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	202	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K-0527	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	203	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K-0528	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	204	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K-0529	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	205	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K-0530	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	206	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K-0531	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	209	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K-0532	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	210	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K-0533	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	211	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
K-0534	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	213	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
K-0535	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	214	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K-0536	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	217	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K-0537	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	218	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K-0538	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	223	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K-0539	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	224	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K-0540	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	227	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
K-0541	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	228	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
K-0542	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	230	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K-0543	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	231	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K-0544	syntax	syntax_declaration	/reference/reference-semantics/semantics/float.k	232	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#mathSqrt"""
K-0545	rule	priority_rule	/reference/reference-semantics/semantics/float.k	233	MPY-FLOAT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
K-0546	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	234	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K-0547	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	235	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K-0548	syntax	syntax_declaration	/reference/reference-semantics/semantics/float.k	243	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K-0549	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	244	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0550	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	245	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K-0551	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	246	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K-0552	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	247	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K-0553	syntax	syntax_declaration	/reference/reference-semantics/semantics/float.k	250	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K-0554	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	251	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0555	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	252	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K-0556	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	253	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K-0557	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	254	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K-0558	syntax	syntax_declaration	/reference/reference-semantics/semantics/float.k	261	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K-0559	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	262	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K-0560	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	265	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K-0561	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	266	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K-0562	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	267	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K-0563	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	270	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K-0564	syntax	syntax_declaration	/reference/reference-semantics/semantics/functions.k	8	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
K-0565	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	14	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K-0566	syntax	syntax_declaration	/reference/reference-semantics/semantics/functions.k	18	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Expr ::= closureExpr(ParamNames, Stmts)
K-0567	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	19	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K-0568	syntax	syntax_declaration	/reference/reference-semantics/semantics/functions.k	27	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K-0569	syntax	syntax_declaration	/reference/reference-semantics/semantics/functions.k	31	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K-0570	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	33	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K-0571	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	36	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K-0572	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	42	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K-0573	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	47	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K-0574	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	50	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K-0575	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	53	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K-0576	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	59	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K-0577	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	63	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K-0578	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	64	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K-0579	rule	priority_rule	/reference/reference-semantics/semantics/functions.k	68	MPY-FUNCTIONS	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
K-0580	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	78	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K-0581	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	80	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K-0582	rule	ordinary_rule	/reference/reference-semantics/semantics/functions.k	85	MPY-FUNCTIONS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K-0583	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	7	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyUn(""-"", I:Int) => 0 -Int I"
K-0584	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	9	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2"
K-0585	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	11	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
K-0586	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	12	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
K-0587	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	13	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"
K-0588	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	14	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"
K-0589	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	15	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"
K-0590	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	16	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
K-0591	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	17	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
K-0592	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/int.k	19	MPY-INT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= pyMod(Int, Int) [function]
K-0593	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	20	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K-0594	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	22	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"
K-0595	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	23	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"
K-0596	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	24	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"
K-0597	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	25	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"
K-0598	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	26	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"
K-0599	rule	ordinary_rule	/reference/reference-semantics/semantics/int.k	27	MPY-INT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
K-0600	syntax	syntax_declaration	/reference/reference-semantics/semantics/iter.k	8	MPY-ITER		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
K-0601	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	9	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K-0602	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	10	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K-0603	syntax	syntax_declaration	/reference/reference-semantics/semantics/list.k	13	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax ApplyK ::= ""toList"""
K-0604	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	14	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K-0605	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	15	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K-0606	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/list.k	18	MPY-LIST	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K-0607	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	19	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule valSeqConcat(.ValSeq, T:ValSeq) => T
K-0608	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	20	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K-0609	rule	priority_rule	/reference/reference-semantics/semantics/list.k	24	MPY-LIST	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
K-0610	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	27	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
K-0611	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	28	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
K-0612	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/list.k	33	MPY-LIST	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K-0613	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	34	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasRefVS(.ValSeq) => false
K-0614	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	35	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K-0615	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/list.k	37	MPY-LIST	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
K-0616	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	39	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
K-0617	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	40	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
K-0618	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	41	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
K-0619	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	42	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K-0620	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	45	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
K-0621	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	47	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
K-0622	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	49	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K-0623	rule	owise_rule	/reference/reference-semantics/semantics/list.k	50	MPY-LIST	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
K-0624	rule	priority_rule	/reference/reference-semantics/semantics/list.k	53	MPY-LIST	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
K-0625	syntax	syntax_declaration	/reference/reference-semantics/semantics/list.k	58	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
K-0626	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	59	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
K-0627	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	60	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
K-0628	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	61	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K-0629	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	62	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
