id	file	module	lines	kind	classification	attributes	program_relevance	assessment	source
407	reference-semantics/semantics/dict.k	MPY-DICT	102-102	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
408	reference-semantics/semantics/dict.k	MPY-DICT	103-103	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
409	reference-semantics/semantics/float.k	MPY-FLOAT	20-20	syntax	syntax	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Val ::= Float
410	reference-semantics/semantics/float.k	MPY-FLOAT	21-21	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> Float(F:Float) => F ... </k>
411	reference-semantics/semantics/float.k	MPY-FLOAT	24-24	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(intFloatDiv);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
412	reference-semantics/semantics/float.k	MPY-FLOAT	25-25	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
413	reference-semantics/semantics/float.k	MPY-FLOAT	27-27	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
414	reference-semantics/semantics/float.k	MPY-FLOAT	30-30	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(divII);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
415	reference-semantics/semantics/float.k	MPY-FLOAT	31-31	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
416	reference-semantics/semantics/float.k	MPY-FLOAT	32-32	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
417	reference-semantics/semantics/float.k	MPY-FLOAT	37-37	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(floatMod);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
418	reference-semantics/semantics/float.k	MPY-FLOAT	38-38	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
419	reference-semantics/semantics/float.k	MPY-FLOAT	39-39	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
420	reference-semantics/semantics/float.k	MPY-FLOAT	43-43	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
421	reference-semantics/semantics/float.k	MPY-FLOAT	44-44	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
422	reference-semantics/semantics/float.k	MPY-FLOAT	50-50	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(floatLt);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
423	reference-semantics/semantics/float.k	MPY-FLOAT	51-51	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
424	reference-semantics/semantics/float.k	MPY-FLOAT	52-52	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
425	reference-semantics/semantics/float.k	MPY-FLOAT	54-54	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(absF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
426	reference-semantics/semantics/float.k	MPY-FLOAT	55-55	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule absF(F:Float) => absFloat(F) [concrete]
427	reference-semantics/semantics/float.k	MPY-FLOAT	56-56	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
428	reference-semantics/semantics/float.k	MPY-FLOAT	61-61	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> Import(_:String) => .K ... </k>
429	reference-semantics/semantics/float.k	MPY-FLOAT	65-65	syntax	syntax	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"syntax KItem ::= ""#mathCeil"""
430	reference-semantics/semantics/float.k	MPY-FLOAT	66-66	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
431	reference-semantics/semantics/float.k	MPY-FLOAT	67-67	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
432	reference-semantics/semantics/float.k	MPY-FLOAT	70-70	syntax	syntax	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"syntax KItem ::= ""#mathFloor"""
433	reference-semantics/semantics/float.k	MPY-FLOAT	71-71	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
434	reference-semantics/semantics/float.k	MPY-FLOAT	72-72	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
435	reference-semantics/semantics/float.k	MPY-FLOAT	73-73	syntax	syntax:function,total,opaque-or-symbolic	function;symbol(floorFI);total	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
436	reference-semantics/semantics/float.k	MPY-FLOAT	74-74	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule floorFI(I:Int) => I [concrete]
437	reference-semantics/semantics/float.k	MPY-FLOAT	75-75	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
438	reference-semantics/semantics/float.k	MPY-FLOAT	78-78	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
439	reference-semantics/semantics/float.k	MPY-FLOAT	79-79	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBuiltin(""ceil"", V:Val, .Vals) => ceilF(V)"
440	reference-semantics/semantics/float.k	MPY-FLOAT	82-82	syntax	syntax	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
441	reference-semantics/semantics/float.k	MPY-FLOAT	83-83	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
442	reference-semantics/semantics/float.k	MPY-FLOAT	84-84	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
443	reference-semantics/semantics/float.k	MPY-FLOAT	85-85	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
444	reference-semantics/semantics/float.k	MPY-FLOAT	86-86	syntax	syntax:function,total,opaque-or-symbolic	function;symbol(toF);total	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Float ::= toF(Val) [function, total, symbol(toF)]
445	reference-semantics/semantics/float.k	MPY-FLOAT	87-87	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule toF(F:Float) => F [concrete]
446	reference-semantics/semantics/float.k	MPY-FLOAT	88-88	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule toF(I:Int) => intToF(I) [concrete]
447	reference-semantics/semantics/float.k	MPY-FLOAT	93-93	syntax	syntax:function,total,opaque-or-symbolic	function;symbol(ceilF);total	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
448	reference-semantics/semantics/float.k	MPY-FLOAT	94-94	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule ceilF(I:Int) => I [concrete]
449	reference-semantics/semantics/float.k	MPY-FLOAT	95-95	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
450	reference-semantics/semantics/float.k	MPY-FLOAT	99-99	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
451	reference-semantics/semantics/float.k	MPY-FLOAT	103-103	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(subF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
452	reference-semantics/semantics/float.k	MPY-FLOAT	104-104	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
453	reference-semantics/semantics/float.k	MPY-FLOAT	105-105	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
454	reference-semantics/semantics/float.k	MPY-FLOAT	107-107	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(divF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
455	reference-semantics/semantics/float.k	MPY-FLOAT	108-108	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
456	reference-semantics/semantics/float.k	MPY-FLOAT	109-109	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
457	reference-semantics/semantics/float.k	MPY-FLOAT	111-111	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(addF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
458	reference-semantics/semantics/float.k	MPY-FLOAT	112-112	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
459	reference-semantics/semantics/float.k	MPY-FLOAT	113-113	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
460	reference-semantics/semantics/float.k	MPY-FLOAT	115-115	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(mulF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	reference-semantics/semantics/float.k	MPY-FLOAT	116-116	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	reference-semantics/semantics/float.k	MPY-FLOAT	117-117	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
463	reference-semantics/semantics/float.k	MPY-FLOAT	119-119	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(powF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	reference-semantics/semantics/float.k	MPY-FLOAT	120-120	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	reference-semantics/semantics/float.k	MPY-FLOAT	121-121	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
466	reference-semantics/semantics/float.k	MPY-FLOAT	125-125	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(gtF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	reference-semantics/semantics/float.k	MPY-FLOAT	126-126	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	reference-semantics/semantics/float.k	MPY-FLOAT	127-127	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"
469	reference-semantics/semantics/float.k	MPY-FLOAT	128-128	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
470	reference-semantics/semantics/float.k	MPY-FLOAT	129-129	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
471	reference-semantics/semantics/float.k	MPY-FLOAT	132-132	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
472	reference-semantics/semantics/float.k	MPY-FLOAT	133-133	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
473	reference-semantics/semantics/float.k	MPY-FLOAT	134-134	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
474	reference-semantics/semantics/float.k	MPY-FLOAT	135-135	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
475	reference-semantics/semantics/float.k	MPY-FLOAT	136-136	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
476	reference-semantics/semantics/float.k	MPY-FLOAT	137-137	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
477	reference-semantics/semantics/float.k	MPY-FLOAT	138-138	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
478	reference-semantics/semantics/float.k	MPY-FLOAT	139-139	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
479	reference-semantics/semantics/float.k	MPY-FLOAT	142-142	syntax	syntax:function,total,opaque-or-symbolic	function;no-evaluators;symbol(eqF);total	unused-by-program	UNUSED_SUPPLIED_TRUSTED_PRIMITIVE: outside the program path; cannot contribute through a simplification rule and is retained as part of the fixed supplied semantics.	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	reference-semantics/semantics/float.k	MPY-FLOAT	143-143	rule	concrete-rule	concrete	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	reference-semantics/semantics/float.k	MPY-FLOAT	144-144	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
482	reference-semantics/semantics/float.k	MPY-FLOAT	145-145	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
