id	file	line	kind	flags	target_dependency	review	declaration
517	reference-semantics/semantics/float.k	136	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
518	reference-semantics/semantics/float.k	137	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
519	reference-semantics/semantics/float.k	138	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
520	reference-semantics/semantics/float.k	139	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
521	reference-semantics/semantics/float.k	152	syntax	function,total,opaque/no-evaluators,symbol	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
522	reference-semantics/semantics/float.k	153	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
523	reference-semantics/semantics/float.k	155	syntax	function,total,opaque/no-evaluators,symbol	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Bool ::= floatFinite(Float) [function, total, symbol(floatFinite), no-evaluators]
524	reference-semantics/semantics/float.k	156	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule floatFinite(F:Float) => notBool isNaN(F) andBool notBool isInfinite(F) [concrete]
525	reference-semantics/semantics/float.k	158	syntax	function,total,opaque/no-evaluators,symbol	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	syntax Bool ::= ltFI(Float, Int) [function, total, symbol(ltFI), no-evaluators]   // F <  I | ltIF(Int, Float) [function, total, symbol(ltIF), no-evaluators]   // I <  F | eqIF(Int, Float) [function, total, symbol(eqIF), no-evaluators]   // I == F
526	reference-semantics/semantics/float.k	161	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule ltFI(F:Float, I:Int) => Float2Int(floorFloat(F)) <Int I  requires floatFinite(F)          [concrete]
527	reference-semantics/semantics/float.k	162	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule ltFI(F:Float, I:Int) => floatLt(F, intToF(I))            requires notBool floatFinite(F)   [concrete]
528	reference-semantics/semantics/float.k	163	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule ltIF(I:Int, F:Float) => Float2Int(ceilFloat(F))  >Int I  requires floatFinite(F)          [concrete]
529	reference-semantics/semantics/float.k	164	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule ltIF(I:Int, F:Float) => floatLt(intToF(I), F)            requires notBool floatFinite(F)   [concrete]
530	reference-semantics/semantics/float.k	165	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule eqIF(I:Int, F:Float) => (floorFloat(F) ==Float ceilFloat(F)) andBool (Float2Int(floorFloat(F)) ==Int I) requires floatFinite(F) [concrete]
531	reference-semantics/semantics/float.k	168	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule eqIF(I:Int, F:Float) => eqF(intToF(I), F) requires notBool floatFinite(F) [concrete]
532	reference-semantics/semantics/float.k	170	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""=="", I:Int, F:Float) => eqIF(I, F)"
533	reference-semantics/semantics/float.k	171	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""=="", F:Float, I:Int) => eqIF(I, F)"
534	reference-semantics/semantics/float.k	172	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqIF(I, F)"
535	reference-semantics/semantics/float.k	173	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqIF(I, F)"
536	reference-semantics/semantics/float.k	174	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""<"",  I:Int, F:Float) => ltIF(I, F)"
537	reference-semantics/semantics/float.k	175	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""<"",  F:Float, I:Int) => ltFI(F, I)"
538	reference-semantics/semantics/float.k	176	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp("">"",  I:Int, F:Float) => ltFI(F, I)          // I >  F  <=>  F <  I"
539	reference-semantics/semantics/float.k	177	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp("">"",  F:Float, I:Int) => ltIF(I, F)          // F >  I  <=>  I <  F"
540	reference-semantics/semantics/float.k	178	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""<="", I:Int, F:Float) => notBool ltFI(F, I)  // I <= F  <=>  not (F < I)"
541	reference-semantics/semantics/float.k	179	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp(""<="", F:Float, I:Int) => notBool ltIF(I, F)  // F <= I  <=>  not (I < F)"
542	reference-semantics/semantics/float.k	180	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp("">="", I:Int, F:Float) => notBool ltIF(I, F)  // I >= F  <=>  not (I < F)"
543	reference-semantics/semantics/float.k	181	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyCmp("">="", F:Float, I:Int) => notBool ltFI(F, I)  // F >= I  <=>  not (F < I)"
544	reference-semantics/semantics/float.k	184	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)
545	reference-semantics/semantics/float.k	185	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)
546	reference-semantics/semantics/float.k	186	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)
547	reference-semantics/semantics/float.k	187	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)
548	reference-semantics/semantics/float.k	190	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
549	reference-semantics/semantics/float.k	191	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
550	reference-semantics/semantics/float.k	196	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
551	reference-semantics/semantics/float.k	197	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
552	reference-semantics/semantics/float.k	198	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
553	reference-semantics/semantics/float.k	201	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= headIS(IntSeq) [function]
554	reference-semantics/semantics/float.k	202	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule headIS(iCons(C:Int, _:IntSeq)) => C
555	reference-semantics/semantics/float.k	203	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
556	reference-semantics/semantics/float.k	204	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
557	reference-semantics/semantics/float.k	205	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule intPartAcc(.IntSeq, A:Int) => A
558	reference-semantics/semantics/float.k	206	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
559	reference-semantics/semantics/float.k	207	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
560	reference-semantics/semantics/float.k	209	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
561	reference-semantics/semantics/float.k	210	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracPart(.IntSeq) => 0
562	reference-semantics/semantics/float.k	211	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
563	reference-semantics/semantics/float.k	212	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
564	reference-semantics/semantics/float.k	213	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracAcc(.IntSeq, A:Int) => A
565	reference-semantics/semantics/float.k	214	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
566	reference-semantics/semantics/float.k	215	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
567	reference-semantics/semantics/float.k	216	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracScale(.IntSeq) => 1
568	reference-semantics/semantics/float.k	217	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
569	reference-semantics/semantics/float.k	218	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
570	reference-semantics/semantics/float.k	219	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fscAcc(.IntSeq, A:Int) => A
571	reference-semantics/semantics/float.k	220	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
572	reference-semantics/semantics/float.k	221	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
573	reference-semantics/semantics/float.k	222	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
574	reference-semantics/semantics/float.k	223	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
575	reference-semantics/semantics/float.k	226	syntax	function,total,opaque/no-evaluators,symbol	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
576	reference-semantics/semantics/float.k	227	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
577	reference-semantics/semantics/float.k	228	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
578	reference-semantics/semantics/float.k	231	syntax	function,total,opaque/no-evaluators,symbol	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
579	reference-semantics/semantics/float.k	232	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
580	reference-semantics/semantics/float.k	233	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
581	reference-semantics/semantics/float.k	234	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
582	reference-semantics/semantics/float.k	235	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
583	reference-semantics/semantics/float.k	236	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
584	reference-semantics/semantics/float.k	237	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
585	reference-semantics/semantics/float.k	238	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
586	reference-semantics/semantics/float.k	243	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
587	reference-semantics/semantics/float.k	244	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
588	reference-semantics/semantics/float.k	245	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
589	reference-semantics/semantics/float.k	247	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
590	reference-semantics/semantics/float.k	248	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
591	reference-semantics/semantics/float.k	251	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
592	reference-semantics/semantics/float.k	252	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
593	reference-semantics/semantics/float.k	271	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
594	reference-semantics/semantics/float.k	272	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule roundFN(F:Float, N:Int) => roundExactFN(F, N) requires notBool isNaN(F) andBool notBool isInfinite(F) andBool N >=Int 0 andBool absFloat(F) <Float 1000000000000.0 andBool (absFloat(F) *Float Int2Float(10 ^Int N, 53, 11)) <Float 4500000000000000.0 andBool exponentFloat(F) >Int -900 [concrete]
595	reference-semantics/semantics/float.k	277	equational-rule	concrete,owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete]
596	reference-semantics/semantics/float.k	281	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Float ::= roundExactFN(Float, Int) [function]
597	reference-semantics/semantics/float.k	282	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete]
598	reference-semantics/semantics/float.k	287	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rExK(Float) [function]
599	reference-semantics/semantics/float.k	288	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
600	reference-semantics/semantics/float.k	289	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rExNumer(Float) [function]
601	reference-semantics/semantics/float.k	290	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
602	reference-semantics/semantics/float.k	291	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rExDenom(Float) [function]
603	reference-semantics/semantics/float.k	292	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete]
604	reference-semantics/semantics/float.k	296	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rndHalfEven(Int, Int) [function]
605	reference-semantics/semantics/float.k	297	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
606	reference-semantics/semantics/float.k	298	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rndHE(Int, Int, Int) [function]
607	reference-semantics/semantics/float.k	299	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q        requires 2 *Int R <Int B [concrete]
608	reference-semantics/semantics/float.k	300	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
609	reference-semantics/semantics/float.k	301	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q        requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
610	reference-semantics/semantics/float.k	302	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete]
611	reference-semantics/semantics/float.k	305	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Float ::= rheToFloat(Int, Int, Float) [function]
612	reference-semantics/semantics/float.k	306	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
613	reference-semantics/semantics/float.k	307	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete]
614	reference-semantics/semantics/float.k	310	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
615	reference-semantics/semantics/float.k	311	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
616	reference-semantics/semantics/float.k	313	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
617	reference-semantics/semantics/float.k	314	equational-rule	concrete	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
618	reference-semantics/semantics/float.k	315	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"syntax KItem ::= ""#mathSqrt"""
619	reference-semantics/semantics/float.k	316	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
620	reference-semantics/semantics/float.k	317	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
621	reference-semantics/semantics/float.k	318	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
622	reference-semantics/semantics/float.k	326	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
623	reference-semantics/semantics/float.k	327	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
624	reference-semantics/semantics/float.k	328	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
625	reference-semantics/semantics/float.k	329	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
626	reference-semantics/semantics/float.k	330	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
627	reference-semantics/semantics/float.k	333	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
628	reference-semantics/semantics/float.k	334	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
629	reference-semantics/semantics/float.k	335	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
630	reference-semantics/semantics/float.k	336	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
631	reference-semantics/semantics/float.k	337	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
632	reference-semantics/semantics/float.k	344	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #iterYield(V, R) ~> #maxContV(M) ... </k> requires isInt(V) orBool isBool(V)
633	reference-semantics/semantics/float.k	347	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #iterYield(V, R) ~> #minContV(M) ... </k> requires isInt(V) orBool isBool(V)
634	reference-semantics/semantics/float.k	355	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
635	reference-semantics/semantics/float.k	356	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
636	reference-semantics/semantics/float.k	359	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
637	reference-semantics/semantics/float.k	360	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
638	reference-semantics/semantics/float.k	361	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
639	reference-semantics/semantics/float.k	364	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
640	reference-semantics/semantics/functions.k	8	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
641	reference-semantics/semantics/functions.k	14	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
642	reference-semantics/semantics/functions.k	18	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Expr ::= closureExpr(ParamNames, Stmts)
643	reference-semantics/semantics/functions.k	19	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
644	reference-semantics/semantics/functions.k	27	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
