# Exhaustive local K declaration and rule inventory
# disposition meanings:
#   USED_PATH_REVIEWED: reached by the submitted Module or by the candidate Call claim
#   FIXED_UNUSED_NO_FALSE_WITNESS: supplied baseline declaration/rule not reached here;
#     no concrete or symbolic false-conclusion witness was found in this audit
#   LOCAL_CLAIM_REVIEWED: candidate reachability claim, reviewed separately for adequacy

## FILE semantics.k declarations=0
(no local syntax, rules, claims, contexts, or configuration)

## FILE semantics/assert.k declarations=3
semantics/assert.k:6 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Assert(V:Val) => .K ... </k>
semantics/float.k:125 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
semantics/float.k:126 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
semantics/float.k:127 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
semantics/float.k:128 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
semantics/float.k:129 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
semantics/float.k:132 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
semantics/float.k:133 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
semantics/float.k:134 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k:135 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k:136 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k:137 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k:138 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k:139 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
semantics/float.k:142 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
semantics/float.k:143 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
semantics/float.k:144 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
semantics/float.k:145 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
semantics/float.k:146 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
semantics/float.k:147 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
semantics/float.k:148 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k:149 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k:150 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k:151 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
semantics/float.k:154 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", V:Val, noneV) => V ==K noneV
semantics/float.k:155 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
semantics/float.k:160 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
semantics/float.k:161 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
semantics/float.k:162 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
semantics/float.k:165 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= headIS(IntSeq) [function]
semantics/float.k:166 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule headIS(iCons(C:Int, _:IntSeq)) => C
semantics/float.k:167 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
semantics/float.k:168 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
semantics/float.k:169 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intPartAcc(.IntSeq, A:Int) => A
semantics/float.k:170 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
semantics/float.k:171 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k:173 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
semantics/float.k:174 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracPart(.IntSeq) => 0
semantics/float.k:175 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
semantics/float.k:176 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
semantics/float.k:177 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracAcc(.IntSeq, A:Int) => A
semantics/float.k:178 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k:179 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
semantics/float.k:180 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracScale(.IntSeq) => 1
semantics/float.k:181 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
semantics/float.k:182 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
semantics/float.k:183 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fscAcc(.IntSeq, A:Int) => A
semantics/float.k:184 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
semantics/float.k:185 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
semantics/float.k:186 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
semantics/float.k:187 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("float", F:Float, .Vals)        => F
semantics/float.k:190 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
semantics/float.k:191 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
semantics/float.k:192 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
semantics/float.k:195 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
semantics/float.k:196 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
semantics/float.k:197 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k:198 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k:199 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k:200 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k:201 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k:202 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
semantics/float.k:203 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k:204 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k:205 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k:206 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
semantics/float.k:209 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
semantics/float.k:210 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
semantics/float.k:211 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
semantics/float.k:213 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
semantics/float.k:214 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("float", F:Float, .Vals) => F
semantics/float.k:217 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
semantics/float.k:218 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
semantics/float.k:223 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
semantics/float.k:224 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
semantics/float.k:227 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
semantics/float.k:228 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
semantics/float.k:230 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
semantics/float.k:231 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
semantics/float.k:232 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= "#mathSqrt"
semantics/float.k:233 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
semantics/float.k:234 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
semantics/float.k:235 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
semantics/float.k:243 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
semantics/float.k:244 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k:245 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
semantics/float.k:246 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
semantics/float.k:247 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
semantics/float.k:250 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
semantics/float.k:251 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k:252 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
semantics/float.k:253 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
semantics/float.k:254 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
semantics/float.k:261 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
semantics/float.k:262 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
semantics/float.k:265 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
semantics/float.k:266 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
semantics/float.k:267 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
semantics/float.k:270 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>

## FILE semantics/functions.k declarations=19
semantics/functions.k:8 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
semantics/functions.k:14 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (actual FuncDef installs the closure) | rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
semantics/functions.k:18 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Expr ::= closureExpr(ParamNames, Stmts)
semantics/functions.k:19 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
semantics/functions.k:27 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
semantics/functions.k:31 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
semantics/functions.k:33 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
semantics/functions.k:36 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:42 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
semantics/functions.k:47 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
semantics/functions.k:50 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
semantics/functions.k:53 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:59 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
semantics/functions.k:63 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (parameter binding termination) | rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
semantics/functions.k:64 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (bind number to the evaluated argument) | rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
semantics/functions.k:68 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:78 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (Return captures the body result and discards body suffix) | rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
semantics/functions.k:80 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
semantics/functions.k:85 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (pop restores caller state and yields return value) | rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>

## FILE semantics/int.k declarations=17
semantics/int.k:7 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyUn("-", I:Int) => 0 -Int I
semantics/int.k:9 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
semantics/int.k:11 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
semantics/int.k:12 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
semantics/int.k:13 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
semantics/int.k:14 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
