file	line	module	kind	classification	audit_disposition	block_sha256_16	normalized_declaration
reference-semantics/semantics/float.k	173	MPY-FLOAT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	7814651334dc4e26	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	174	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b697d9139b4876ae	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	175	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9bf43917999816ef	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	176	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c104ed80cf1f662f	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	177	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b1ab9ecfa9458f09	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	178	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c42091e40bea29f3	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	179	MPY-FLOAT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	fde2ff884763e855	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	180	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5cd743d93f6bb068	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	181	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ce8bac84226adc5f	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	182	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4ab9d26df7443bef	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	183	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ac1379b0c0a57340	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	184	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2b509f6dc0e8bf64	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	185	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ef4545ceb81b27b2	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	186	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	54b22386c3ff1786	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	187	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	fe8bc31d407acb0c	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	190	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	fcb8b88286b06b18	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	e4cc8c60ce0257e7	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	3e18d2c0e70e009d	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	195	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	26408a27bd747d30	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	673ab61be1df4555	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2d5f79d3438eb4ad	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	198	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	038b0c941f405e62	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	199	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	1251c25aebf7a37a	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	200	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f4cc3f89b1245849	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	201	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	29ad04c6765ce1d9	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	202	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ef66ed6e5c9f520f	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	203	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c71c45e3867f618d	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	204	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5af71595e01833b8	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	205	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	dbb338deab59e122	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	206	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2843d7784fc87155	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	209	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	f1ac2a9409f9b6bf	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	210	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	a4af8f65dcec4d54	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	211	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	fbeb9d1511524c65	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
reference-semantics/semantics/float.k	213	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	1f97c6d17bd5dfc3	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	214	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ae32bc353c38b77b	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	217	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	8db4b040250d7260	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	218	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	1965986ed5217ab7	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	223	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	00b134fdb4ba5833	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	224	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	a878a813520c6b85	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	227	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4d2c9b76dce76490	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
reference-semantics/semantics/float.k	228	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5478f9582ed61445	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
reference-semantics/semantics/float.k	230	MPY-FLOAT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	174abef163ce69c6	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	231	MPY-FLOAT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b4927af40e0ecc61	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	232	MPY-FLOAT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	0bb06d147d2f001c	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	233	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	5f02b9a2c43a24b1	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	234	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	7e85b61d16d890ce	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	235	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c81aa7311ffd2cee	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	243	MPY-FLOAT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	02a65b6140795964	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	244	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c36354cc1ede2379	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	245	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	6da7ac119cbd9aa4	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	246	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	87dd5a59593bd48e	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	247	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f9bb39332fc90a4f	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	250	MPY-FLOAT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	c171dc4002c16a28	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	251	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	aaabc5f96b8f8f6d	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	252	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	68890afd2331ad6f	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	253	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	ede3a60021ccf019	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	254	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	eff39a4ae9e538f7	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	261	MPY-FLOAT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	ccf77eccfe1f6dd8	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	262	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	14dc2c28589ef57e	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	265	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	73d80b9479e05f0c	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	266	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	53d04655cee224c3	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	267	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	fd48c7171e13488d	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	270	MPY-FLOAT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	5e9f400c40c2d27e	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k	8	MPY-FUNCTIONS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	651d08237d93feef	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
reference-semantics/semantics/functions.k	14	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	072cc5457ebcb5fb	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	18	MPY-FUNCTIONS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	67496d445509f26a	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	2f751f2af1d065d8	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	27	MPY-FUNCTIONS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	99a675115ea5e387	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	31	MPY-FUNCTIONS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	eb83fe24e2b1eb6d	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	79b4e04d29b4fff3	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	6bfa0d50fad16e7f	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	42	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	4c8db650c9a7eea6	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	47	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c41fd0d94bfcb35f	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	50	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	fc1bffa16778a3f8	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	53	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	9f9ceed2c512b7e4	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	59	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	2d28bd1c535a8fca	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k	63	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c0a18889f83de018	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	64	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f93e2c811cf07b39	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
reference-semantics/semantics/functions.k	68	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	e1816088087031ad	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
reference-semantics/semantics/functions.k	78	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	26117654ef2af5c7	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	80	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	24cfdbbad41aab77	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
reference-semantics/semantics/functions.k	85	MPY-FUNCTIONS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	268bc3251841ffd2	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/int.k	7	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	77c651bb76007523	rule applyUn("-", I:Int) => 0 -Int I
reference-semantics/semantics/int.k	9	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	de53b5415321ff89	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
reference-semantics/semantics/int.k	11	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c8ec139cdd44494c	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
reference-semantics/semantics/int.k	12	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	a749185b369520d6	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
reference-semantics/semantics/int.k	13	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	76130c0c53024ae6	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
reference-semantics/semantics/int.k	14	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2388b515efa533ff	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
reference-semantics/semantics/int.k	15	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	a061d9e310bbed1e	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
reference-semantics/semantics/int.k	16	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6f47ec7ef5c9aa56	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
reference-semantics/semantics/int.k	17	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	20619cb4d151436b	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
reference-semantics/semantics/int.k	19	MPY-INT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	a1709b4b2212ac47	syntax Int ::= pyMod(Int, Int) [function]
reference-semantics/semantics/int.k	20	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	8f2910bcdbed92e5	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
reference-semantics/semantics/int.k	22	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c1bc64f6f481792c	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
reference-semantics/semantics/int.k	23	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	631a0d46e3326141	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
reference-semantics/semantics/int.k	24	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9b53c7354fdee8eb	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
reference-semantics/semantics/int.k	25	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0c9e42d0d6edd4e2	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
reference-semantics/semantics/int.k	26	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b19ecfc693580080	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
reference-semantics/semantics/int.k	27	MPY-INT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b30eb9a86ade4584	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
reference-semantics/semantics/iter.k	8	MPY-ITER	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	1b6d2e662b448fea	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
reference-semantics/semantics/list.k	9	MPY-LIST	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	eab59b642cac0972	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/list.k	10	MPY-LIST	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	0786bf2118dacc76	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
reference-semantics/semantics/list.k	13	MPY-LIST	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	cee22855264acfaf	syntax ApplyK ::= "toList"
reference-semantics/semantics/list.k	14	MPY-LIST	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	09bc3f9667f8f100	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
reference-semantics/semantics/list.k	15	MPY-LIST	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	334dda46696c5230	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
reference-semantics/semantics/list.k	18	MPY-LIST	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	63ef3f93e33c0c27	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/list.k	19	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9ecb79f27db7fbe0	rule valSeqConcat(.ValSeq, T:ValSeq) => T
reference-semantics/semantics/list.k	20	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	94ed2480d7c48628	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
reference-semantics/semantics/list.k	24	MPY-LIST	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	cd1d1ad625550ed2	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
reference-semantics/semantics/list.k	27	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	8ddc89b170eb614b	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
reference-semantics/semantics/list.k	28	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f56edbc780500f10	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
reference-semantics/semantics/list.k	33	MPY-LIST	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	44029e319c4c608e	syntax Bool ::= hasRefVS(ValSeq) [function, total]
reference-semantics/semantics/list.k	34	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	8a65b89a80090f3a	rule hasRefVS(.ValSeq) => false
reference-semantics/semantics/list.k	35	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	759df5f0d213991b	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
reference-semantics/semantics/list.k	37	MPY-LIST	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	22f437f7e9c2b901	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
reference-semantics/semantics/list.k	39	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c759bda34829a705	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
reference-semantics/semantics/list.k	40	MPY-LIST	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c9e583f195f4932b	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
