id	origin	file	line	source_kind	category	attributes	target_path	decision	reason	statement
502	supplied	semantics/float.k	161	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule ltFI(F:Float, I:Int) => Float2Int(floorFloat(F)) <Int I requires floatFinite(F) [concrete]
503	supplied	semantics/float.k	162	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule ltFI(F:Float, I:Int) => floatLt(F, intToF(I)) requires notBool floatFinite(F) [concrete]
504	supplied	semantics/float.k	163	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule ltIF(I:Int, F:Float) => Float2Int(ceilFloat(F)) >Int I requires floatFinite(F) [concrete]
505	supplied	semantics/float.k	164	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule ltIF(I:Int, F:Float) => floatLt(intToF(I), F) requires notBool floatFinite(F) [concrete]
506	supplied	semantics/float.k	165	rule	equational_rule	concrete	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule eqIF(I:Int, F:Float) => (floorFloat(F) ==Float ceilFloat(F)) andBool (Float2Int(floorFloat(F)) ==Int I) requires floatFinite(F) [concrete]
507	supplied	semantics/float.k	168	rule	equational_rule	concrete	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule eqIF(I:Int, F:Float) => eqF(intToF(I), F) requires notBool floatFinite(F) [concrete]
508	supplied	semantics/float.k	170	rule	equational_rule	-	material	ACCEPT_NAMED_SUPPLIED_NUMERIC_PRIMITIVE_BOUNDARY	construct or transition reachable from the target call	rule applyCmp("==", I:Int, F:Float) => eqIF(I, F)
509	supplied	semantics/float.k	171	rule	equational_rule	-	material	ACCEPT_NAMED_SUPPLIED_NUMERIC_PRIMITIVE_BOUNDARY	construct or transition reachable from the target call	rule applyCmp("==", F:Float, I:Int) => eqIF(I, F)
510	supplied	semantics/float.k	172	rule	equational_rule	-	material	ACCEPT_NAMED_SUPPLIED_NUMERIC_PRIMITIVE_BOUNDARY	construct or transition reachable from the target call	rule applyCmp("!=", I:Int, F:Float) => notBool eqIF(I, F)
511	supplied	semantics/float.k	173	rule	equational_rule	-	material	ACCEPT_NAMED_SUPPLIED_NUMERIC_PRIMITIVE_BOUNDARY	construct or transition reachable from the target call	rule applyCmp("!=", F:Float, I:Int) => notBool eqIF(I, F)
512	supplied	semantics/float.k	174	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("<", I:Int, F:Float) => ltIF(I, F)
513	supplied	semantics/float.k	175	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("<", F:Float, I:Int) => ltFI(F, I)
514	supplied	semantics/float.k	176	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(">", I:Int, F:Float) => ltFI(F, I)
515	supplied	semantics/float.k	177	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(">", F:Float, I:Int) => ltIF(I, F)
516	supplied	semantics/float.k	178	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("<=", I:Int, F:Float) => notBool ltFI(F, I)
517	supplied	semantics/float.k	179	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("<=", F:Float, I:Int) => notBool ltIF(I, F)
518	supplied	semantics/float.k	180	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(">=", I:Int, F:Float) => notBool ltIF(I, F)
519	supplied	semantics/float.k	181	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(">=", F:Float, I:Int) => notBool ltFI(F, I)
520	supplied	semantics/float.k	184	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)
521	supplied	semantics/float.k	185	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)
522	supplied	semantics/float.k	186	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)
523	supplied	semantics/float.k	187	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)
524	supplied	semantics/float.k	190	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("==", V:Val, noneV) => V ==K noneV
525	supplied	semantics/float.k	191	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
526	supplied	semantics/float.k	196	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
527	supplied	semantics/float.k	197	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
528	supplied	semantics/float.k	198	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
529	supplied	semantics/float.k	201	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= headIS(IntSeq) [function]
530	supplied	semantics/float.k	202	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule headIS(iCons(C:Int, _:IntSeq)) => C
531	supplied	semantics/float.k	203	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
532	supplied	semantics/float.k	204	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
533	supplied	semantics/float.k	205	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intPartAcc(.IntSeq, A:Int) => A
534	supplied	semantics/float.k	206	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
535	supplied	semantics/float.k	207	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
536	supplied	semantics/float.k	209	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
537	supplied	semantics/float.k	210	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracPart(.IntSeq) => 0
538	supplied	semantics/float.k	211	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
539	supplied	semantics/float.k	212	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
540	supplied	semantics/float.k	213	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracAcc(.IntSeq, A:Int) => A
541	supplied	semantics/float.k	214	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
542	supplied	semantics/float.k	215	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
543	supplied	semantics/float.k	216	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracScale(.IntSeq) => 1
544	supplied	semantics/float.k	217	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
545	supplied	semantics/float.k	218	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
546	supplied	semantics/float.k	219	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fscAcc(.IntSeq, A:Int) => A
547	supplied	semantics/float.k	220	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
548	supplied	semantics/float.k	221	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
549	supplied	semantics/float.k	222	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
550	supplied	semantics/float.k	223	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("float", F:Float, .Vals) => F
551	supplied	semantics/float.k	226	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
552	supplied	semantics/float.k	227	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
553	supplied	semantics/float.k	228	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
554	supplied	semantics/float.k	231	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
555	supplied	semantics/float.k	232	rule	equational_rule	concrete	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
556	supplied	semantics/float.k	233	rule	equational_rule	-	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
557	supplied	semantics/float.k	234	rule	equational_rule	-	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
558	supplied	semantics/float.k	235	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
559	supplied	semantics/float.k	236	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
560	supplied	semantics/float.k	237	rule	equational_rule	-	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
561	supplied	semantics/float.k	238	rule	equational_rule	-	material	DOCUMENTED_SUPPLIED_MODEL_OVERFLOW_OR_NONFINITE_GAP	construct or transition reachable from the target call	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
562	supplied	semantics/float.k	243	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
563	supplied	semantics/float.k	244	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
564	supplied	semantics/float.k	245	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
565	supplied	semantics/float.k	247	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
566	supplied	semantics/float.k	248	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("float", F:Float, .Vals) => F
567	supplied	semantics/float.k	251	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
568	supplied	semantics/float.k	252	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
569	supplied	semantics/float.k	271	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
570	supplied	semantics/float.k	272	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule roundFN(F:Float, N:Int) => roundExactFN(F, N) requires notBool isNaN(F) andBool notBool isInfinite(F) andBool N >=Int 0 andBool absFloat(F) <Float 1000000000000.0 andBool (absFloat(F) *Float Int2Float(10 ^Int N, 53, 11)) <Float 4500000000000000.0 andBool exponentFloat(F) >Int -900 [concrete]
571	supplied	semantics/float.k	277	rule	equational_rule	concrete,owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete]
572	supplied	semantics/float.k	281	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= roundExactFN(Float, Int) [function]
573	supplied	semantics/float.k	282	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete]
574	supplied	semantics/float.k	287	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= rExK(Float) [function]
575	supplied	semantics/float.k	288	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
576	supplied	semantics/float.k	289	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= rExNumer(Float) [function]
577	supplied	semantics/float.k	290	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
578	supplied	semantics/float.k	291	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= rExDenom(Float) [function]
579	supplied	semantics/float.k	292	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete]
580	supplied	semantics/float.k	296	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= rndHalfEven(Int, Int) [function]
581	supplied	semantics/float.k	297	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
582	supplied	semantics/float.k	298	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= rndHE(Int, Int, Int) [function]
583	supplied	semantics/float.k	299	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R <Int B [concrete]
584	supplied	semantics/float.k	300	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
585	supplied	semantics/float.k	301	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
586	supplied	semantics/float.k	302	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete]
587	supplied	semantics/float.k	305	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= rheToFloat(Int, Int, Float) [function]
588	supplied	semantics/float.k	306	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
589	supplied	semantics/float.k	307	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete]
590	supplied	semantics/float.k	310	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
591	supplied	semantics/float.k	311	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
592	supplied	semantics/float.k	313	syntax	opaque_function_declaration	function,total,no-evaluators,symbol	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
593	supplied	semantics/float.k	314	rule	equational_rule	concrete	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
594	supplied	semantics/float.k	315	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= "#mathSqrt"
595	supplied	semantics/float.k	316	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
596	supplied	semantics/float.k	317	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
597	supplied	semantics/float.k	318	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
598	supplied	semantics/float.k	326	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
599	supplied	semantics/float.k	327	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
600	supplied	semantics/float.k	328	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
601	supplied	semantics/float.k	329	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
602	supplied	semantics/float.k	330	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
603	supplied	semantics/float.k	333	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
