id	source	line	kind	tags	assessment	rationale	text
427	semantics/float.k	56	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)\n\n  // ==== math.ceil ===========================================================\n  // `import X` is a no-op (we intercept the specific math functions syntactically; `math` itself is\n  // never bound as a value)."
428	semantics/float.k	61	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> Import(_:String) => .K ... </k>\n\n  // math.ceil(x): ceiling to an int. Intercepted at the Call BEFORE `math` is looked up (higher\n  // priority than the generic Attribute/method dispatch in call.k).
429	semantics/float.k	65	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  syntax KItem ::= ""#mathCeil"""
430	semantics/float.k	66	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
431	semantics/float.k	67	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>\n\n  // math.floor(x) — same interception shape as math.ceil
432	semantics/float.k	70	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  syntax KItem ::= ""#mathFloor"""
433	semantics/float.k	71	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
434	semantics/float.k	72	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
435	semantics/float.k	73	syntax	function,total,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
436	semantics/float.k	74	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule floorFI(I:Int)   => I                        [concrete]
437	semantics/float.k	75	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]\n\n  // bare floor/ceil (bound by `from math import floor, ceil`)
438	semantics/float.k	78	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
439	semantics/float.k	79	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)\n\n  // math.pow(x, y) — a two-arg interception onto powF (ints promote)"
440	semantics/float.k	82	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
441	semantics/float.k	83	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
442	semantics/float.k	84	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
443	semantics/float.k	85	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
444	semantics/float.k	86	syntax	function,total,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= toF(Val) [function, total, symbol(toF)]
445	semantics/float.k	87	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule toF(F:Float) => F        [concrete]
446	semantics/float.k	88	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule toF(I:Int)   => intToF(I) [concrete]\n\n  // ceilF: math.ceil as an Int. TOTAL (K trusts it; a symbolic list element stays opaque for\n  // kprove — structural). [concrete] so the Int2Float/ceilFloat hooks only run for krun (llvm).\n  // Matches Python incl. negatives: ceil(-2.4) = -2 = Float2Int(ceilFloat(-2.4)).
447	semantics/float.k	93	syntax	function,total,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
448	semantics/float.k	94	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule ceilF(I:Int)   => I                       [concrete]
449	semantics/float.k	95	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]\n\n  // unary minus on a float (e.g. the literal -2.4 = UnaryOp(""-"", Float(2.4))). Concrete for krun;\n  // proofs use symbolic elements, never a float literal."
450	semantics/float.k	99	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyUn(""-"", F:Float) => 0.0 -Float F\n\n  // ---- float - / / / + (OPAQUE for kprove [no-evaluators], concrete for krun) — for float-list\n  // element maps (x - lo) / (hi - lo). Mirror intFloatDiv: additive, sort-disjoint from the Int rules."
451	semantics/float.k	103	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
452	semantics/float.k	104	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
453	semantics/float.k	105	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
454	semantics/float.k	107	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
455	semantics/float.k	108	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
456	semantics/float.k	109	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
457	semantics/float.k	111	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
458	semantics/float.k	112	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
459	semantics/float.k	113	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
460	semantics/float.k	115	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	semantics/float.k	116	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	semantics/float.k	117	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
463	semantics/float.k	119	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	semantics/float.k	120	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	semantics/float.k	121	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)\n\n  // ---- the remaining comparisons (gtF promoted from find_zero — its summaries\n  //      case-split on the atom; >= / <= derive from the two opaque compares) ----"
466	semantics/float.k	125	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	semantics/float.k	126	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	semantics/float.k	127	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
469	semantics/float.k	128	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
470	semantics/float.k	129	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)\n\n  // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----"
471	semantics/float.k	132	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
472	semantics/float.k	133	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
473	semantics/float.k	134	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
474	semantics/float.k	135	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
475	semantics/float.k	136	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
476	semantics/float.k	137	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
477	semantics/float.k	138	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
478	semantics/float.k	139	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))\n\n  // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----"
479	semantics/float.k	142	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	semantics/float.k	143	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	semantics/float.k	144	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
482	semantics/float.k	145	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
483	semantics/float.k	146	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
484	semantics/float.k	147	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
485	semantics/float.k	148	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
486	semantics/float.k	149	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
487	semantics/float.k	150	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
488	semantics/float.k	151	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))\n\n  // ---- x == None (promoted from 137; `is` cases live in operators.k) ----"
489	semantics/float.k	154	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
490	semantics/float.k	155	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)\n\n  // ---- float(str): decimal parse (promoted from 137's defined chain) ----\n  // digits '.' digits, optional leading '-'; concrete evaluation only (the\n  // symbolic side stays an opaque decStrToF term a proof case-splits on)."
491	semantics/float.k	160	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	semantics/float.k	161	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	semantics/float.k	162	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule decStrToF(CS:IntSeq)\n    => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))\n       requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
494	semantics/float.k	165	syntax	function	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Int ::= headIS(IntSeq) [function]
495	semantics/float.k	166	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule headIS(iCons(C:Int, _:IntSeq)) => C
496	semantics/float.k	167	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	semantics/float.k	168	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	semantics/float.k	169	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule intPartAcc(.IntSeq, A:Int) => A
499	semantics/float.k	170	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	semantics/float.k	171	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))\n       requires C =/=Int 46
501	semantics/float.k	173	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	semantics/float.k	174	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracPart(.IntSeq) => 0
503	semantics/float.k	175	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	semantics/float.k	176	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	semantics/float.k	177	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracAcc(.IntSeq, A:Int) => A
506	semantics/float.k	178	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	semantics/float.k	179	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	semantics/float.k	180	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracScale(.IntSeq) => 1
509	semantics/float.k	181	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	semantics/float.k	182	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	semantics/float.k	183	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fscAcc(.IntSeq, A:Int) => A
512	semantics/float.k	184	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	semantics/float.k	185	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
514	semantics/float.k	186	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
515	semantics/float.k	187	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""float"", F:Float, .Vals)        => F\n\n  // ---- float / int division (promoted from mean_absolute_deviation) ----"
516	semantics/float.k	190	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	semantics/float.k	191	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	semantics/float.k	192	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)\n\n  // ---- int -> float promotion for the remaining mixed arithmetic/compares ----"
519	semantics/float.k	195	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	semantics/float.k	196	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	semantics/float.k	197	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
522	semantics/float.k	198	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
523	semantics/float.k	199	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
524	semantics/float.k	200	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
525	semantics/float.k	201	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
526	semantics/float.k	202	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
527	semantics/float.k	203	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
528	semantics/float.k	204	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
529	semantics/float.k	205	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
530	semantics/float.k	206	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))\n\n  // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----"
531	semantics/float.k	209	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	semantics/float.k	210	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	semantics/float.k	211	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
534	semantics/float.k	213	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
535	semantics/float.k	214	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule applyBuiltin(""float"", F:Float, .Vals) => F\n\n  // round: Python half-even (banker's); round(F, N) scales by 10^N"
536	semantics/float.k	217	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	semantics/float.k	218	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	semantics/float.k	223	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_OPAQUE_UNUSED	named supplied abstraction is unreachable from this program and cannot influence these claims	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	semantics/float.k	224	rule	concrete	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]
