COMMAND: /audit-output/evidence/static/inventory_k.py
file	line	kind	attributes	decision	statement
reference-semantics/semantics/float.k	187	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
reference-semantics/semantics/float.k	190	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("==", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/float.k	191	rule	opaque,concrete,symbolic	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
reference-semantics/semantics/float.k	196	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	197	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	198	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
reference-semantics/semantics/float.k	201	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	202	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	203	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	204	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	205	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	206	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	207	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	209	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	210	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	211	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	212	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	213	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	214	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	215	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	216	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	217	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	218	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	219	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	220	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	221	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	222	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	223	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----
reference-semantics/semantics/float.k	226	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	227	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	228	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
reference-semantics/semantics/float.k	231	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	232	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	233	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	234	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	235	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	236	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	237	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	238	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // (mixed Int/Float comparison is defined exactly above via ltIF/ltFI/eqIF; // the former floatLt(intToF(...)) duplicates were removed for exactness.) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
reference-semantics/semantics/float.k	243	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	244	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	245	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("int", F:Float, .Vals) => truncF(F) 
reference-semantics/semantics/float.k	247	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	248	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
reference-semantics/semantics/float.k	251	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	252	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete] // round(F, N): CPython rounds the EXACT binary value of F at the Nth decimal // place, half-to-even, then converts to the nearest double. The old code did // Int2Float(roundF(F *Float 10^N)) / 10^N — the float multiply F *Float 10^N // misrounds the half-way decision (witness: a Heron triangle area that must // round to 2.69 came out 2.68). Exact version, via arbitrary-precision integers: // F = numer / 2^k numer = Float2Int(F * 2^(52-e)), k = 52 - exponentFloat(F) // q = round-half-even( numer * 10^N , 2^k ) (exact big-integer round) // result = nearest double to q / 10^N // IEEE division is correctly rounded, so (double)q /Float (double)10^N equals // the nearest double to q/10^N whenever q and 10^N are exactly representable. // Guarded to finite F with |F| < 1e12 and |F|*10^N < 2^52 (keeps numer and q // exactly representable) and a non-subnormal exponent (avoids 2^k overflowing a // double); the exotic tail keeps the old path, so nothing regresses. // Opaque for kprove, [concrete] for krun.
reference-semantics/semantics/float.k	271	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	272	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule roundFN(F:Float, N:Int) => roundExactFN(F, N)
reference-semantics/semantics/float.k	277	rule	concrete,owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete] 
reference-semantics/semantics/float.k	281	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= roundExactFN(Float, Int) [function]
reference-semantics/semantics/float.k	282	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete] // exact fraction of a finite in-range float: F = rExNumer(F) / rExDenom(F), // rExDenom(F) = 2^k, k = 52 - exponentFloat(F) >= 0 within the guard above.
reference-semantics/semantics/float.k	287	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rExK(Float) [function]
reference-semantics/semantics/float.k	288	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
reference-semantics/semantics/float.k	289	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rExNumer(Float) [function]
reference-semantics/semantics/float.k	290	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
reference-semantics/semantics/float.k	291	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rExDenom(Float) [function]
reference-semantics/semantics/float.k	292	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete] // round-half-even of A/B (B > 0), to the nearest integer, ties to even. // divInt/modInt are Euclidean (B>0 => remainder in [0,B)) — i.e. floored here.
reference-semantics/semantics/float.k	296	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rndHalfEven(Int, Int) [function]
reference-semantics/semantics/float.k	297	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
reference-semantics/semantics/float.k	298	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rndHE(Int, Int, Int) [function]
reference-semantics/semantics/float.k	299	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R <Int B [concrete]
reference-semantics/semantics/float.k	300	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
reference-semantics/semantics/float.k	301	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
reference-semantics/semantics/float.k	302	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete] // q / 10^N as the nearest double; preserve Python's signed zero when q == 0.
reference-semantics/semantics/float.k	305	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= rheToFloat(Int, Int, Float) [function]
reference-semantics/semantics/float.k	306	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
reference-semantics/semantics/float.k	307	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete] 
reference-semantics/semantics/float.k	310	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
reference-semantics/semantics/float.k	311	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N) 
reference-semantics/semantics/float.k	313	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	314	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	315	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	316	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	317	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	318	rule	opaque,priority,concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
reference-semantics/semantics/float.k	326	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	327	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	328	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	329	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	330	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	333	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	334	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	335	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	336	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	337	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	344	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #iterYield(V, R) ~> #maxContV(M) ... </k>
reference-semantics/semantics/float.k	347	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #iterYield(V, R) ~> #minContV(M) ... </k>
reference-semantics/semantics/float.k	355	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	356	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	359	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	360	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	361	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	364	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
reference-semantics/semantics/functions.k	8	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
reference-semantics/semantics/functions.k	14	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes> 
reference-semantics/semantics/functions.k	18	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
reference-semantics/semantics/functions.k	27	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
reference-semantics/semantics/functions.k	31	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/functions.k	42	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes> 
reference-semantics/semantics/functions.k	47	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	50	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	53	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/functions.k	59	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
reference-semantics/semantics/functions.k	63	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	64	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
reference-semantics/semantics/functions.k	68	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/functions.k	78	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	80	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
reference-semantics/semantics/functions.k	85	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/int.k	7	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyUn("-", I:Int) => 0 -Int I 
reference-semantics/semantics/int.k	9	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
reference-semantics/semantics/int.k	11	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
reference-semantics/semantics/int.k	12	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I // bool is a subtype of int: any Bool operand promotes to 0/1 and re-dispatches // to the Int cases (the "+" mixed cases above are kept, so "+" is excluded here // to avoid a duplicate rule — Bool + Bool still promotes via the Bool x Bool rule).
