Script started on 2026-07-26 14:55:10-05:00 [<not executed on terminal>]
id	file	lines	kind	attributes	impact	decision	declaration_or_rule
K269	semantics/controls.k	73-76	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
K270	semantics/controls.k	77-77	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K271	semantics/controls.k	78-78	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K272	semantics/controls.k	79-79	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
K273	semantics/controls.k	81-81	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
K274	semantics/controls.k	85-85	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K275	semantics/controls.k	86-86	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Continue => #cont ... </k>
K276	semantics/controls.k	87-87	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Break => #brk ... </k>
K277	semantics/controls.k	88-88	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K278	semantics/controls.k	89-89	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K279	semantics/controls.k	90-90	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K280	semantics/controls.k	91-94	rule	priority,owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
K281	semantics/controls.k	95-97	rule	priority	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K282	semantics/controls.k	98-100	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K283	semantics/controls.k	101-105	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
K284	semantics/controls.k	106-108	rule	priority	FIXED_USED	DOCUMENTED_SUBSET_APPROXIMATION	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K285	semantics/core.k	13-13	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K286	semantics/core.k	14-14	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K287	semantics/core.k	15-17	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
K288	semantics/core.k	18-24	syntax	-	FIXED_USED	DOCUMENTED_SUBSET_APPROXIMATION	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K289	semantics/core.k	25-35	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
K290	semantics/core.k	36-36	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Parent ::= "root" | parent(Int)
K291	semantics/core.k	37-37	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Scope ::= scope(Map, Parent)
K292	semantics/core.k	38-38	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KResult ::= Val
K293	semantics/core.k	39-39	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Expr ::= Val // cooling puts results back into expression holes
K294	semantics/core.k	40-40	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Vals ::= List{Val, ","}
K295	semantics/core.k	41-41	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Exc ::= "NoExc" | "AssertionError"
K296	semantics/core.k	42-48	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
K297	semantics/core.k	49-67	configuration	symbol	FIXED_USED	SOUND_ON_TARGET_PATH	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
K298	semantics/core.k	68-68	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= isRefV(Val) [function, total]
K299	semantics/core.k	69-69	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule isRefV(ref(_:Int)) => true
K300	semantics/core.k	70-74	rule	owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
K301	semantics/core.k	75-75	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax HeapVal ::= cellV(Val)
K302	semantics/core.k	76-76	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= isCellRef(Val) [function, total]
K303	semantics/core.k	77-77	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule isCellRef(cellRef(_:Int)) => true
K304	semantics/core.k	78-84	rule	function,owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
K305	semantics/core.k	85-88	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K306	semantics/core.k	95-95	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Val ::= kwV(String, Val)
K307	semantics/core.k	96-96	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #kwTag(String)
K308	semantics/core.k	97-97	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K309	semantics/core.k	98-98	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
K310	semantics/core.k	100-100	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= isKwV(Val) [function, total]
K311	semantics/core.k	101-101	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule isKwV(kwV(_:String, _:Val)) => true
K312	semantics/core.k	102-105	rule	owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
K313	semantics/core.k	106-106	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Val ::= cellsMark(ParamNames)
K314	semantics/core.k	107-107	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax ParamNames ::= cellsOf(Val) [function]
K315	semantics/core.k	108-108	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K316	semantics/core.k	109-109	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K317	semantics/core.k	110-110	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule pnMember(_:String, .ParamNames) => false
K318	semantics/core.k	111-112	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K319	semantics/core.k	113-113	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KItem ::= #cellW(Val, Val)
K320	semantics/core.k	114-116	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K321	semantics/core.k	117-117	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KItem ::= #alloc(Val)
K322	semantics/core.k	118-120	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K323	semantics/core.k	124-124	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #loadAll(Module)
K324	semantics/core.k	125-125	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K325	semantics/core.k	126-126	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K326	semantics/core.k	127-129	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
K327	semantics/core.k	130-130	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #look(String, Int)
K328	semantics/core.k	131-131	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K329	semantics/core.k	132-133	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
K330	semantics/core.k	145-147	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K331	semantics/core.k	152-153	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
K332	semantics/core.k	157-157	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Scope ::= "builtinsScope" [function, total]
K333	semantics/core.k	158-184	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
K334	semantics/core.k	185-185	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax ApplyK ::= toCall(Val)
K335	semantics/core.k	186-188	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K336	semantics/core.k	189-189	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K337	semantics/core.k	190-190	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K338	semantics/core.k	191-193	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
K339	semantics/core.k	194-194	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Int(I:Int) => I ... </k>
K340	semantics/core.k	195-195	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Bool(B:Bool) => B ... </k>
K341	semantics/core.k	196-198	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
K342	semantics/core.k	199-199	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= truthy(Val) [function]
K343	semantics/core.k	200-200	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(B:Bool) => B
K344	semantics/core.k	201-201	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(noneV) => false
K345	semantics/core.k	202-202	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(I:Int) => I =/=Int 0
K346	semantics/core.k	203-203	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
K347	semantics/core.k	204-204	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
K348	semantics/core.k	205-207	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==
K349	semantics/core.k	208-208	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Val ::= applyUn(String, Val) [function]
K350	semantics/core.k	209-209	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Val ::= applyBin(String, Val, Val) [function]
K351	semantics/core.k	210-212	syntax	function	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== shared list helpers =================================================
K352	semantics/core.k	213-213	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Vals ::= appendVal(Vals, Val) [function, total]
K353	semantics/core.k	214-214	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule appendVal(.Vals, V:Val) => V , .Vals
K354	semantics/core.k	215-216	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
K355	semantics/core.k	217-217	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K356	semantics/core.k	218-218	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule vals2valSeq(.Vals) => .ValSeq
K357	semantics/core.k	219-222	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS)) // ==== shared sequence length (len / summaries across many modules) ======== // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)
K358	semantics/core.k	223-223	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Int ::= vsLen(ValSeq) [function, total]
K359	semantics/core.k	224-224	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule vsLen(.ValSeq) => 0
K360	semantics/core.k	225-226	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K361	semantics/core.k	227-227	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Int ::= isLen(IntSeq) [function, total]
K362	semantics/core.k	228-228	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule isLen(.IntSeq) => 0
K363	semantics/core.k	229-232	rule	total	FIXED_USED	SOUND_ON_TARGET_PATH	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S) // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)
K364	semantics/core.k	233-233	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K365	semantics/core.k	234-234	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
K366	semantics/core.k	235-235	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
K367	semantics/core.k	236-236	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
K368	semantics/core.k	238-238	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
K369	semantics/dict.k	20-22	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= dictV(ValSeq, ValSeq) // ==== DictExpr: {k: v, ...} literal. Eval each key then value, left to right, insert-with-dedup.
K370	semantics/dict.k	23-25	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K371	semantics/dict.k	26-26	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K372	semantics/dict.k	27-27	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K373	semantics/dict.k	28-29	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K374	semantics/dict.k	30-31	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K375	semantics/dict.k	32-36	rule	total,concrete,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k> // insert-with-dedup helpers (concrete Val key equality via ==K). [total] so buildFold over a dict is // total (its #Ceil is #Top) — needed when a symbolic proof carries a built dict as a config value.
K376	semantics/dict.k	37-37	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K377	semantics/dict.k	38-38	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dHasKey(.ValSeq, _:Val) => false
K378	semantics/dict.k	39-39	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
K379	semantics/dict.k	40-42	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K) // dPutK: KS unchanged if K already present, else append K (keep-first-position).
K380	semantics/dict.k	43-43	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K381	semantics/dict.k	44-44	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
K382	semantics/dict.k	45-48	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K) // dPutV: parallel to KS — set the value at K's position if present, else append V at the end. The // [owise] catch-all covers the degenerate mismatched-length case (never reached for a well-formed dict).
K383	semantics/dict.k	49-49	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K384	semantics/dict.k	50-50	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
K385	semantics/dict.k	52-52	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
K386	semantics/dict.k	54-57	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise] // ==== dict methods ======================================================== // d.keys() -> a FRESH list object of the ordered keys (k-cell: it allocates).
K387	semantics/dict.k	58-62	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)] // ==== dict subscript READ: d[k] (assoc lookup; KeyError is out of subset) ==
K388	semantics/dict.k	63-63	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K389	semantics/dict.k	64-64	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= applyIndexD(Val, Val) [function]
K390	semantics/dict.k	65-69	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)] // ==== dict subscript-assign: d[k] = v (insert/update in place) ============= // Only for a LOCAL dict variable X (the current scope holds it). Reuses dPutK/dPutV.
K391	semantics/dict.k	70-70	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= dictSet(Val, Val, Val) [function]
K392	semantics/dict.k	71-75	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V)) // RHS evaluates first (Assign strictness), then the key. Dispatch on the scope // value: a bare dict updates in the scope (dicts stay values); a ref (a heap // list — or a heap dict later) writes the heap in place.
K393	semantics/dict.k	76-76	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #dsetK(String, Val)
K394	semantics/dict.k	77-77	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K395	semantics/dict.k	78-80	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
K396	semantics/dict.k	82-84	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K397	semantics/dict.k	86-86	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #dsetV(Val, Val, Val)
K398	semantics/dict.k	87-89	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap> // negative-index normalization local to the write (subscript.k's is not imported here)
K399	semantics/dict.k	90-90	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= normIdxD(Int, Int) [function, total]
K400	semantics/dict.k	91-91	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
