id	file	line	kind	target_relevance	review_decision	declaration
519	reference-semantics/semantics/float.k	31	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
520	reference-semantics/semantics/float.k	32	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
521	reference-semantics/semantics/float.k	37	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
522	reference-semantics/semantics/float.k	38	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
523	reference-semantics/semantics/float.k	39	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
524	reference-semantics/semantics/float.k	43	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
525	reference-semantics/semantics/float.k	44	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
526	reference-semantics/semantics/float.k	50	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
527	reference-semantics/semantics/float.k	51	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
528	reference-semantics/semantics/float.k	52	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
529	reference-semantics/semantics/float.k	54	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
530	reference-semantics/semantics/float.k	55	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule absF(F:Float) => absFloat(F) [concrete]
531	reference-semantics/semantics/float.k	56	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
532	reference-semantics/semantics/float.k	61	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> Import(_:String) => .K ... </k>
533	reference-semantics/semantics/float.k	65	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"syntax KItem ::= ""#mathCeil"""
534	reference-semantics/semantics/float.k	66	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=priority	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
535	reference-semantics/semantics/float.k	67	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
536	reference-semantics/semantics/float.k	70	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"syntax KItem ::= ""#mathFloor"""
537	reference-semantics/semantics/float.k	71	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=priority	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
538	reference-semantics/semantics/float.k	72	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
539	reference-semantics/semantics/float.k	73	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,symbol,total	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
540	reference-semantics/semantics/float.k	74	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule floorFI(I:Int)   => I                        [concrete]
541	reference-semantics/semantics/float.k	75	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
542	reference-semantics/semantics/float.k	78	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
543	reference-semantics/semantics/float.k	79	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)"
544	reference-semantics/semantics/float.k	82	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
545	reference-semantics/semantics/float.k	83	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=priority	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
546	reference-semantics/semantics/float.k	84	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
547	reference-semantics/semantics/float.k	85	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
548	reference-semantics/semantics/float.k	86	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,symbol,total	syntax Float ::= toF(Val) [function, total, symbol(toF)]
549	reference-semantics/semantics/float.k	87	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule toF(F:Float) => F        [concrete]
550	reference-semantics/semantics/float.k	88	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule toF(I:Int)   => intToF(I) [concrete]
551	reference-semantics/semantics/float.k	93	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,symbol,total	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
552	reference-semantics/semantics/float.k	94	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule ceilF(I:Int)   => I                       [concrete]
553	reference-semantics/semantics/float.k	95	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
554	reference-semantics/semantics/float.k	99	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
555	reference-semantics/semantics/float.k	103	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
556	reference-semantics/semantics/float.k	104	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
557	reference-semantics/semantics/float.k	105	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
558	reference-semantics/semantics/float.k	107	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
559	reference-semantics/semantics/float.k	108	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
560	reference-semantics/semantics/float.k	109	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
561	reference-semantics/semantics/float.k	111	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
562	reference-semantics/semantics/float.k	112	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
563	reference-semantics/semantics/float.k	113	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
564	reference-semantics/semantics/float.k	115	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
565	reference-semantics/semantics/float.k	116	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
566	reference-semantics/semantics/float.k	117	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
567	reference-semantics/semantics/float.k	119	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
568	reference-semantics/semantics/float.k	120	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
569	reference-semantics/semantics/float.k	121	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
570	reference-semantics/semantics/float.k	125	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
571	reference-semantics/semantics/float.k	126	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
572	reference-semantics/semantics/float.k	127	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
573	reference-semantics/semantics/float.k	128	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
574	reference-semantics/semantics/float.k	129	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
575	reference-semantics/semantics/float.k	132	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
576	reference-semantics/semantics/float.k	133	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
577	reference-semantics/semantics/float.k	134	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
578	reference-semantics/semantics/float.k	135	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
579	reference-semantics/semantics/float.k	136	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
580	reference-semantics/semantics/float.k	137	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
581	reference-semantics/semantics/float.k	138	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
582	reference-semantics/semantics/float.k	139	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
583	reference-semantics/semantics/float.k	142	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
584	reference-semantics/semantics/float.k	143	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
585	reference-semantics/semantics/float.k	144	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
586	reference-semantics/semantics/float.k	145	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
587	reference-semantics/semantics/float.k	146	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
588	reference-semantics/semantics/float.k	147	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
589	reference-semantics/semantics/float.k	148	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
590	reference-semantics/semantics/float.k	149	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
591	reference-semantics/semantics/float.k	150	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
592	reference-semantics/semantics/float.k	151	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
593	reference-semantics/semantics/float.k	154	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
594	reference-semantics/semantics/float.k	155	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
595	reference-semantics/semantics/float.k	160	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
596	reference-semantics/semantics/float.k	161	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
597	reference-semantics/semantics/float.k	162	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
598	reference-semantics/semantics/float.k	165	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function	syntax Int ::= headIS(IntSeq) [function]
599	reference-semantics/semantics/float.k	166	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule headIS(iCons(C:Int, _:IntSeq)) => C
600	reference-semantics/semantics/float.k	167	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
601	reference-semantics/semantics/float.k	168	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
602	reference-semantics/semantics/float.k	169	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule intPartAcc(.IntSeq, A:Int) => A
603	reference-semantics/semantics/float.k	170	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
604	reference-semantics/semantics/float.k	171	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
605	reference-semantics/semantics/float.k	173	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
606	reference-semantics/semantics/float.k	174	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracPart(.IntSeq) => 0
607	reference-semantics/semantics/float.k	175	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
608	reference-semantics/semantics/float.k	176	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
609	reference-semantics/semantics/float.k	177	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracAcc(.IntSeq, A:Int) => A
610	reference-semantics/semantics/float.k	178	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
611	reference-semantics/semantics/float.k	179	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
612	reference-semantics/semantics/float.k	180	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracScale(.IntSeq) => 1
613	reference-semantics/semantics/float.k	181	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
614	reference-semantics/semantics/float.k	182	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
615	reference-semantics/semantics/float.k	183	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fscAcc(.IntSeq, A:Int) => A
616	reference-semantics/semantics/float.k	184	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
617	reference-semantics/semantics/float.k	185	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
618	reference-semantics/semantics/float.k	186	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
619	reference-semantics/semantics/float.k	187	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
620	reference-semantics/semantics/float.k	190	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
621	reference-semantics/semantics/float.k	191	rule	IMPORTED_UNUSED	CONCRETE_ONLY_OR_UNUSED: absent from Haskell proof dependency; attrs=concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
622	reference-semantics/semantics/float.k	192	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
623	reference-semantics/semantics/float.k	195	syntax	IMPORTED_UNUSED	OPAQUE_TRUST_BOUNDARY_INERT_FOR_TARGET: unreachable from solution.mpy and absent from every result dependency; attrs=function,no-evaluators,symbol,total	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
