id,source,module,keyword,classification,disposition,judgment,sentence_sha256
reference-semantics/semantics/float.k:70-70,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,305bdd900c1c6beadfefab042b92b0b53f29a1220f7b1e6509046bdff0572158
reference-semantics/semantics/float.k:71-71,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ae6d4c7bc75843dc9ef5bcf257a03c7cff11524a4a717ff1da272ce80e5e3276
reference-semantics/semantics/float.k:72-72,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,14c247876b4ffd782900db5f86e57f651cf931cfab10f86bd0401e06167fe196
reference-semantics/semantics/float.k:73-73,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,aba47a4533d241d6cf7cf8dc7270058e19fc0b8ccbdbc2b076c76972b2deab7a
reference-semantics/semantics/float.k:74-74,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,95777596b4338af60da4f463e6d69fa781dd6f1b53cfcbcd45d93755b614b3f3
reference-semantics/semantics/float.k:75-77,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,900e59cc2b5240865b85f986efc5053befe48479adc7c3889f1e1cfa325c25e4
reference-semantics/semantics/float.k:78-78,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,48225dfd145376a3c9da62c84eb922b068e485dde1521d057ad11b1883934510
reference-semantics/semantics/float.k:79-81,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,a00c41bd8dddaef107c6b6caf7c775fbf537647a37bfac7a30108bec937921f3
reference-semantics/semantics/float.k:82-82,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,fab8854327d1838d08e370ee6dd5ab75429c8dba684ea2844602664c0a99ad82
reference-semantics/semantics/float.k:83-83,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,3a098dca10da481abebf4e8e1cbb88f21945dfa8d44a2fa7d441a0c7c959a931
reference-semantics/semantics/float.k:84-84,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,739503d53466db00abcb75669f3349c9ac938e160b66e9f8f7226979772246ec
reference-semantics/semantics/float.k:85-85,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,deeddbefa9ec48b910442bd44ed5faeac307f0341374e812abafd9984608c5ce
reference-semantics/semantics/float.k:86-86,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,3c81edb43afda0e37081baed235051c11e02878bcc3b291d62786d84bc65a597
reference-semantics/semantics/float.k:87-87,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,e01ea435e618bd1a77bcdac9ae8f2e574aec37b4bc37c286d6a0939095dea7a3
reference-semantics/semantics/float.k:88-92,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,960601ca45fceaa7a463f97d6ed3f4bb9e867bd03620b39e5f8dd729974e397c
reference-semantics/semantics/float.k:93-93,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,6b30a5032926b4800f1921d7b7bf9fcf5bc746f7a7d6d92278f9446c3fa4d0f5
reference-semantics/semantics/float.k:94-94,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,a9ef0e9002ba5376d509680cab61b83e4006532004db5f8a8be59ba53be2a674
reference-semantics/semantics/float.k:95-98,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,7a883ab06a25d70905a0b28ce2f1872161e2650b32e97d73b4f35a8bbfaa0522
reference-semantics/semantics/float.k:99-102,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,a65a361a8256c61c3305e93280c7d828f10c79a478fa7064ff892e2af6b5f123
reference-semantics/semantics/float.k:103-103,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,dc88746a9f1809d8b93dcd4aa5c657dcbbc9abd46c20b6a89b96c232832a1b45
reference-semantics/semantics/float.k:104-104,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,42f6754894c0411727c42a807a2ab46cb6418b91c7651f01c4504836e4afa8ad
reference-semantics/semantics/float.k:105-106,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,cfb62d53591f296eef200a3293604f619e904970489ffe3a9a10b2269232c6e8
reference-semantics/semantics/float.k:107-107,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,6fe9418b38a15e239d3980d6874b30485a0b6d2f8fdf620fe1a8bdbfc4e78a5b
reference-semantics/semantics/float.k:108-108,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,272db811480a1576ed2298bf66f32cd82f2438792ba4025d6665c93fe8242ab7
reference-semantics/semantics/float.k:109-110,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,646b16a623a8fd7f6f9f0001ca1a78f30ebecc52416b592177da8f7e574a7de9
reference-semantics/semantics/float.k:111-111,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,d0fca756d19d877b5b2d0da8f09bc607da5e1ba11b9cc419e6ea477b4fda3212
reference-semantics/semantics/float.k:112-112,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,e1fe330d15a203602ef3b2657e7a2c26d17f85b0225b0acb5635683125e5e0c2
reference-semantics/semantics/float.k:113-114,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,351995152dff64926b1fe8c09a7c5121b6185b446fe869088aa93371ec92efce
reference-semantics/semantics/float.k:115-115,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,9de2d7372c8c062145c1eeae9a28455c7b3554ed8898c80edb4f82dee1fdc377
reference-semantics/semantics/float.k:116-116,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,8add9349214af7529dbcad235763a393e8fcc38bb32f28ce88636b4d206cff92
reference-semantics/semantics/float.k:117-118,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,072755d52c96da904308141df45163b5df76f3ef8e47e006f0ddcaf6d02f13db
reference-semantics/semantics/float.k:119-119,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,8d1e2f7403ca7c797cb14e8a17c2f354e52e5b2aef41a27feada02377f0ccd0d
reference-semantics/semantics/float.k:120-120,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,c762e54dde4ce365b835684c91c58b73f9ac91143fd07fc2460441836a6f4779
reference-semantics/semantics/float.k:121-124,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,272442209d7566911732c72ddfb924f18f8e03c149bb8f86bf04865f695b8fec
reference-semantics/semantics/float.k:125-125,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,ae4fe76a64e4611a535240297605f21ee6c25bd9536c744019ca14250fd6b454
reference-semantics/semantics/float.k:126-126,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,745ceaf40bf3635d64037d8a777c9f8d4764c07159a88da79444a608b18a63d9
reference-semantics/semantics/float.k:127-127,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,836d4936a597a79c08b4c689bf1f6b6c22b90000d76188fb6dda3f2ceda61748
reference-semantics/semantics/float.k:128-128,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,3f2a03170516e797692512498b8099058daa75eff83f2218eac6cb310ceaafa0
reference-semantics/semantics/float.k:129-131,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,9c74fbb7ebae375998f8decab5480a1aacffc820340be32b0991ef51303cca74
reference-semantics/semantics/float.k:132-132,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,7a1597c4b43c1240da8079b2f4ce8850de66d208c1b8d9723290e3d1ae4ab761
reference-semantics/semantics/float.k:133-133,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,54fd69a68565da3ff6a8d2a26bfc2e499789d37fecf2f99b27883946de74d5a1
reference-semantics/semantics/float.k:134-134,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,9c037fd681ccd14fb3b80df3251f06d9c930dfc8f596c97a10b0c4e679df7e13
reference-semantics/semantics/float.k:135-135,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,19245c188272a4427e3e68d17174b119fd4cd84aa9de7b91159c0db6fb8a1ee3
reference-semantics/semantics/float.k:136-136,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,6c3e3d0224da6e57b1b958a320e40fea66009cc655571a7acfc717e54b823cdb
reference-semantics/semantics/float.k:137-137,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,52f81ee5ba6cfe7d4a525ec8416f4c5c7b50ff436d81cc4abed36c7ae8fbd780
reference-semantics/semantics/float.k:138-138,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,8e534e45436f57d59b06cd804a46f1ab9dab05f8902dc67334936bf0678b38a4
reference-semantics/semantics/float.k:139-141,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,0d69ca07a1d97bb9b69f6a29d320c8ad169e74f75295760b5cb4c38313d7e3ef
reference-semantics/semantics/float.k:142-142,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,390bf4da3376e4c2d9aaaee64bca0bd5fd166770459784dc5c28d9ec8769d1db
reference-semantics/semantics/float.k:143-143,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,0a0f9d3d6f863adb77f8754e0f37dd802c01a8966980a7441782b5a43bbef10c
reference-semantics/semantics/float.k:144-144,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,63d69e7f455e0fcab5f1b7a92ae855746c805af8bd0a4e225b539c8e64818e68
reference-semantics/semantics/float.k:145-145,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,728e4f922c621e2917692dc4cf0d2f7a94fe9b2b471c8ab9a937f2aee54c0db8
reference-semantics/semantics/float.k:146-146,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,4641e8aa684c0b76716e966a62c8ec1a0b903dea0e755ee3b02c5316df2e5289
reference-semantics/semantics/float.k:147-147,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,694144acc35a41072e4cd35c865ecbc6370331c63dad5c7450229ce871bd5761
reference-semantics/semantics/float.k:148-148,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,cb7094cd27d4d98f61aa1406cfbb38ae6828768b69075ebc8555660b2403aa20
reference-semantics/semantics/float.k:149-149,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,2df2b1f2020470ebede7a1532693267e0433dc318c088ba3f365f82cc9c14abf
reference-semantics/semantics/float.k:150-150,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,daef15b67baf7fd322ad55db6216a1df05f63fea44fe9cbf612a57c6da4cdd51
reference-semantics/semantics/float.k:151-153,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,1bfd8fc945412bd7548569f4892df34adb4f13bebb477726964eed40fbf948a6
reference-semantics/semantics/float.k:154-154,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,62047b0740412d52c3e02a1c62a94b86d9489b26b1acc4ab885409da4d321d81
reference-semantics/semantics/float.k:155-159,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,13c0f3aa17ff76aa9b864eb2c2f15346830e855d9b9ab4ec056514fc0491276f
reference-semantics/semantics/float.k:160-160,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,c9dff8ced56d3a8c53c78b30207e1ea88fdaa1631a0d905c907d654b8bfca8a2
reference-semantics/semantics/float.k:161-161,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,ad147e3a2e7f7add6bc45d98a7059707118fff551b65a2ac095e2ab890a05265
reference-semantics/semantics/float.k:162-164,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,7eac8d3a6db95b131e972082bfd4fb1c79aa1403f52ec18084fb829529c077e6
reference-semantics/semantics/float.k:165-165,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,a5af214e144d726ae857bb4e9b79fd26be844003c17f39fc323146dad0f6332e
reference-semantics/semantics/float.k:166-166,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,386437724c54392a11b7e79ff42c526692b96de990ec68c93e65871089657c52
reference-semantics/semantics/float.k:167-167,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,234c334ed81758a0470c790a2d12f79ee31ebda973cd1a95ac9671912ece2968
reference-semantics/semantics/float.k:168-168,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,7a6e93768912b866a7c7eed0734e133b8a1c169c66ac0d60015903123386ffe9
reference-semantics/semantics/float.k:169-169,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,929b61c5d2f2b61b821c24da762d53420ffb609ed79a29da604b8410358f5427
reference-semantics/semantics/float.k:170-170,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,59cc19c120fcc08786d2e0ba19749817c1f14279c7206f7f8bbc3a33af392aec
reference-semantics/semantics/float.k:171-172,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ac3c8cd4eb0b93ce79cb402aa504ef3aa340e5219f3b266b0a5b8ae2d96d46e6
reference-semantics/semantics/float.k:173-173,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,7814651334dc4e26207e7f102104a5d9df2079d39e129134d3d49185c5dabe32
reference-semantics/semantics/float.k:174-174,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,b697d9139b4876aea8e7aaca9803136c62fc0264589a385a08d14bd14718480f
reference-semantics/semantics/float.k:175-175,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,9bf43917999816ef012382e04e129ee239b7cf51f54f6361547d85b9ac8e66bf
reference-semantics/semantics/float.k:176-176,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,c104ed80cf1f662fdbd32c213800f4b054ee1e9f97b4ba7062c8677ef882d0ed
reference-semantics/semantics/float.k:177-177,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,b1ab9ecfa9458f0975c1aefd0ef18c33b510de1b88abd3bc7b80e43fb16711b0
reference-semantics/semantics/float.k:178-178,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,c42091e40bea29f314cdd799b23480d09d6ba9700744b13d870c73cde6c28795
reference-semantics/semantics/float.k:179-179,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,fde2ff884763e855f1d33ce0ff5e6f0b70cd63fbebbcb3717a5ee46dd0033b33
reference-semantics/semantics/float.k:180-180,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,5cd743d93f6bb06840e97e33a8d441e7b621278e81f3ca55b027943ed20225c1
reference-semantics/semantics/float.k:181-181,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ce8bac84226adc5fbc174dc78f665da53a9e238afcbf78ae97ecffa2d8aa3e8e
reference-semantics/semantics/float.k:182-182,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,4ab9d26df7443befaa6a24d9caaa04285e22b8ae5ff6c4e39c9db5e0c5ccc5bd
reference-semantics/semantics/float.k:183-183,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ac1379b0c0a5734074050f5c9eb81ffbfbfd6574dfe52a1a9a32d72214021ad4
reference-semantics/semantics/float.k:184-184,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,2b509f6dc0e8bf6449de92dc8ca7bdddf4242a0d041eb003bc9ba23dce649049
reference-semantics/semantics/float.k:185-185,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ef4545ceb81b27b2ce97bcc0d3959a6cb4bd42bf7006c48f06ce40f04c6e1c77
reference-semantics/semantics/float.k:186-186,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,54b22386c3ff1786eb7f0a89bde6b6c413ac201df204b7f598d7bc0a24eee887
reference-semantics/semantics/float.k:187-189,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,85f018eef33605b1c911a8ff00735d19141d96b685ac0d0e4146148a60f06b91
reference-semantics/semantics/float.k:190-190,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,fcb8b88286b06b188b6c2b458d88762b8a4cbeaef48492b5993fdca0f627dcd2
reference-semantics/semantics/float.k:191-191,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,e4cc8c60ce0257e7487f341d8141b42dd59d7f59126c06fa27b41d39c7280455
reference-semantics/semantics/float.k:192-194,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,8e77493f4f7bfd2d099b01db14d58e243a50319d3579fba8406fd50b427f3404
reference-semantics/semantics/float.k:195-195,reference-semantics/semantics/float.k,MPY-FLOAT,syntax,syntax|function|total|no-evaluators,OPAQUE_TRUST_DECLARATION,Conditional supplied-semantics boundary; symbol is absent from task execution.,26408a27bd747d300bf2f8a8ddc2618f51f6508121bf915cb97f9a7edf049058
reference-semantics/semantics/float.k:196-196,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|concrete,CONCRETE_ATTRIBUTE_RULE,Concrete twin; not used by the symbolic integer proof.,673ab61be1df4555e9536177b075765f698caa1bb0c221018ccf560fef1eb1b5
reference-semantics/semantics/float.k:197-197,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,2d5f79d3438eb4adbe2b34a671e97c39c28759fd0efb479b515c054788724272
reference-semantics/semantics/float.k:198-198,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,038b0c941f405e62128ae73c8dc0fe9b159602d4eed0ab166e8d17cd6edb9749
reference-semantics/semantics/float.k:199-199,reference-semantics/semantics/float.k,MPY-FLOAT,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,1251c25aebf7a37a2197009161939ab27ee96344f8e5b3cf52aae1abee13c4e0
