# Exhaustive K source inventory
# COMMAND: python3 /audit-output/evidence/k_inventory.py
id	file	module	line	kind	class	relevance	attributes	audit_decision	sentence
K0456	semantics/float.k	MPY-FLOAT	109	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0457	semantics/float.k	MPY-FLOAT	111	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0458	semantics/float.k	MPY-FLOAT	112	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0459	semantics/float.k	MPY-FLOAT	113	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0460	semantics/float.k	MPY-FLOAT	115	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0461	semantics/float.k	MPY-FLOAT	116	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0462	semantics/float.k	MPY-FLOAT	117	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0463	semantics/float.k	MPY-FLOAT	119	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0464	semantics/float.k	MPY-FLOAT	120	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0465	semantics/float.k	MPY-FLOAT	121	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0466	semantics/float.k	MPY-FLOAT	125	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0467	semantics/float.k	MPY-FLOAT	126	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0468	semantics/float.k	MPY-FLOAT	127	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
K0469	semantics/float.k	MPY-FLOAT	128	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K0470	semantics/float.k	MPY-FLOAT	129	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
K0471	semantics/float.k	MPY-FLOAT	132	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K0472	semantics/float.k	MPY-FLOAT	133	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K0473	semantics/float.k	MPY-FLOAT	134	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0474	semantics/float.k	MPY-FLOAT	135	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0475	semantics/float.k	MPY-FLOAT	136	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0476	semantics/float.k	MPY-FLOAT	137	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0477	semantics/float.k	MPY-FLOAT	138	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0478	semantics/float.k	MPY-FLOAT	139	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0479	semantics/float.k	MPY-FLOAT	142	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0480	semantics/float.k	MPY-FLOAT	143	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0481	semantics/float.k	MPY-FLOAT	144	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K0482	semantics/float.k	MPY-FLOAT	145	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K0483	semantics/float.k	MPY-FLOAT	146	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K0484	semantics/float.k	MPY-FLOAT	147	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K0485	semantics/float.k	MPY-FLOAT	148	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0486	semantics/float.k	MPY-FLOAT	149	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0487	semantics/float.k	MPY-FLOAT	150	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0488	semantics/float.k	MPY-FLOAT	151	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0489	semantics/float.k	MPY-FLOAT	154	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0490	semantics/float.k	MPY-FLOAT	155	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0491	semantics/float.k	MPY-FLOAT	160	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	semantics/float.k	MPY-FLOAT	161	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	semantics/float.k	MPY-FLOAT	162	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
K0494	semantics/float.k	MPY-FLOAT	165	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= headIS(IntSeq) [function]
K0495	semantics/float.k	MPY-FLOAT	166	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	semantics/float.k	MPY-FLOAT	167	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	semantics/float.k	MPY-FLOAT	168	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	semantics/float.k	MPY-FLOAT	169	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intPartAcc(.IntSeq, A:Int) => A
K0499	semantics/float.k	MPY-FLOAT	170	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	semantics/float.k	MPY-FLOAT	171	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
K0501	semantics/float.k	MPY-FLOAT	173	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	semantics/float.k	MPY-FLOAT	174	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracPart(.IntSeq) => 0
K0503	semantics/float.k	MPY-FLOAT	175	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	semantics/float.k	MPY-FLOAT	176	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	semantics/float.k	MPY-FLOAT	177	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracAcc(.IntSeq, A:Int) => A
K0506	semantics/float.k	MPY-FLOAT	178	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	semantics/float.k	MPY-FLOAT	179	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	semantics/float.k	MPY-FLOAT	180	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracScale(.IntSeq) => 1
K0509	semantics/float.k	MPY-FLOAT	181	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	semantics/float.k	MPY-FLOAT	182	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	semantics/float.k	MPY-FLOAT	183	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fscAcc(.IntSeq, A:Int) => A
K0512	semantics/float.k	MPY-FLOAT	184	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	semantics/float.k	MPY-FLOAT	185	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0514	semantics/float.k	MPY-FLOAT	186	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0515	semantics/float.k	MPY-FLOAT	187	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("float", F:Float, .Vals) => F
K0516	semantics/float.k	MPY-FLOAT	190	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	semantics/float.k	MPY-FLOAT	191	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	semantics/float.k	MPY-FLOAT	192	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0519	semantics/float.k	MPY-FLOAT	195	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	semantics/float.k	MPY-FLOAT	196	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	semantics/float.k	MPY-FLOAT	197	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	semantics/float.k	MPY-FLOAT	198	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	semantics/float.k	MPY-FLOAT	199	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	semantics/float.k	MPY-FLOAT	200	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	semantics/float.k	MPY-FLOAT	201	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	semantics/float.k	MPY-FLOAT	202	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	semantics/float.k	MPY-FLOAT	203	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	semantics/float.k	MPY-FLOAT	204	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	semantics/float.k	MPY-FLOAT	205	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	semantics/float.k	MPY-FLOAT	206	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	semantics/float.k	MPY-FLOAT	209	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	semantics/float.k	MPY-FLOAT	210	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	semantics/float.k	MPY-FLOAT	211	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	semantics/float.k	MPY-FLOAT	213	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0535	semantics/float.k	MPY-FLOAT	214	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	semantics/float.k	MPY-FLOAT	217	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	semantics/float.k	MPY-FLOAT	218	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	semantics/float.k	MPY-FLOAT	223	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	semantics/float.k	MPY-FLOAT	224	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	semantics/float.k	MPY-FLOAT	227	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0541	semantics/float.k	MPY-FLOAT	228	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	semantics/float.k	MPY-FLOAT	230	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	semantics/float.k	MPY-FLOAT	231	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	semantics/float.k	MPY-FLOAT	232	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax KItem ::= "#mathSqrt"
K0545	semantics/float.k	MPY-FLOAT	233	rule	PRIORITY_OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF	priority(40)	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	semantics/float.k	MPY-FLOAT	234	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	semantics/float.k	MPY-FLOAT	235	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	semantics/float.k	MPY-FLOAT	243	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	semantics/float.k	MPY-FLOAT	244	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	semantics/float.k	MPY-FLOAT	245	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	semantics/float.k	MPY-FLOAT	246	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	semantics/float.k	MPY-FLOAT	247	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
K0553	semantics/float.k	MPY-FLOAT	250	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	semantics/float.k	MPY-FLOAT	251	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	semantics/float.k	MPY-FLOAT	252	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	semantics/float.k	MPY-FLOAT	253	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	semantics/float.k	MPY-FLOAT	254	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
