id,file,start_line,end_line,kind,attributes,decision,rationale
475,reference-semantics/semantics/float.k,136,136,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
476,reference-semantics/semantics/float.k,137,137,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
477,reference-semantics/semantics/float.k,138,138,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
478,reference-semantics/semantics/float.k,139,139,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
479,reference-semantics/semantics/float.k,142,142,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
480,reference-semantics/semantics/float.k,143,143,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
481,reference-semantics/semantics/float.k,144,144,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
482,reference-semantics/semantics/float.k,145,145,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
483,reference-semantics/semantics/float.k,146,146,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
484,reference-semantics/semantics/float.k,147,147,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
485,reference-semantics/semantics/float.k,148,148,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
486,reference-semantics/semantics/float.k,149,149,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
487,reference-semantics/semantics/float.k,150,150,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
488,reference-semantics/semantics/float.k,151,151,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
489,reference-semantics/semantics/float.k,154,154,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
490,reference-semantics/semantics/float.k,155,155,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
491,reference-semantics/semantics/float.k,160,160,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
492,reference-semantics/semantics/float.k,161,161,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
493,reference-semantics/semantics/float.k,162,164,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
494,reference-semantics/semantics/float.k,165,165,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
495,reference-semantics/semantics/float.k,166,166,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
496,reference-semantics/semantics/float.k,167,167,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
497,reference-semantics/semantics/float.k,168,168,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
498,reference-semantics/semantics/float.k,169,169,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
499,reference-semantics/semantics/float.k,170,170,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
500,reference-semantics/semantics/float.k,171,172,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
501,reference-semantics/semantics/float.k,173,173,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
502,reference-semantics/semantics/float.k,174,174,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
503,reference-semantics/semantics/float.k,175,175,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
504,reference-semantics/semantics/float.k,176,176,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
505,reference-semantics/semantics/float.k,177,177,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
506,reference-semantics/semantics/float.k,178,178,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
507,reference-semantics/semantics/float.k,179,179,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
508,reference-semantics/semantics/float.k,180,180,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
509,reference-semantics/semantics/float.k,181,181,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
510,reference-semantics/semantics/float.k,182,182,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
511,reference-semantics/semantics/float.k,183,183,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
512,reference-semantics/semantics/float.k,184,184,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
513,reference-semantics/semantics/float.k,185,185,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
514,reference-semantics/semantics/float.k,186,186,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
515,reference-semantics/semantics/float.k,187,187,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
516,reference-semantics/semantics/float.k,190,190,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
517,reference-semantics/semantics/float.k,191,191,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
518,reference-semantics/semantics/float.k,192,192,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
519,reference-semantics/semantics/float.k,195,195,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
520,reference-semantics/semantics/float.k,196,196,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
521,reference-semantics/semantics/float.k,197,197,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
522,reference-semantics/semantics/float.k,198,198,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
523,reference-semantics/semantics/float.k,199,199,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
524,reference-semantics/semantics/float.k,200,200,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
525,reference-semantics/semantics/float.k,201,201,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
526,reference-semantics/semantics/float.k,202,202,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
527,reference-semantics/semantics/float.k,203,203,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
528,reference-semantics/semantics/float.k,204,204,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
529,reference-semantics/semantics/float.k,205,205,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
530,reference-semantics/semantics/float.k,206,206,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
531,reference-semantics/semantics/float.k,209,209,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
532,reference-semantics/semantics/float.k,210,210,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around ceilF; the submitted program cannot reach this operation
533,reference-semantics/semantics/float.k,211,211,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
534,reference-semantics/semantics/float.k,213,213,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
535,reference-semantics/semantics/float.k,214,214,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
536,reference-semantics/semantics/float.k,217,217,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
537,reference-semantics/semantics/float.k,218,222,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around ceilF; the submitted program cannot reach this operation
538,reference-semantics/semantics/float.k,223,223,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
539,reference-semantics/semantics/float.k,224,226,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
540,reference-semantics/semantics/float.k,227,227,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
541,reference-semantics/semantics/float.k,228,228,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
542,reference-semantics/semantics/float.k,230,230,syntax,"function,total,symbol,no-evaluators",ACCEPT_FIXED_OPAQUE_UNUSED,trusted supplied opaque primitive; unreachable from the submitted program/proof
543,reference-semantics/semantics/float.k,231,231,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
544,reference-semantics/semantics/float.k,232,232,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
545,reference-semantics/semantics/float.k,233,233,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
546,reference-semantics/semantics/float.k,234,234,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
547,reference-semantics/semantics/float.k,235,235,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
548,reference-semantics/semantics/float.k,243,243,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
549,reference-semantics/semantics/float.k,244,244,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
550,reference-semantics/semantics/float.k,245,245,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
551,reference-semantics/semantics/float.k,246,246,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
552,reference-semantics/semantics/float.k,247,248,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
553,reference-semantics/semantics/float.k,250,250,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
554,reference-semantics/semantics/float.k,251,251,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
555,reference-semantics/semantics/float.k,252,252,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
556,reference-semantics/semantics/float.k,253,253,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
557,reference-semantics/semantics/float.k,254,255,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
558,reference-semantics/semantics/float.k,261,261,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
559,reference-semantics/semantics/float.k,262,264,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
560,reference-semantics/semantics/float.k,265,265,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
561,reference-semantics/semantics/float.k,266,266,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
562,reference-semantics/semantics/float.k,267,269,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
563,reference-semantics/semantics/float.k,270,272,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
564,reference-semantics/semantics/functions.k,8,11,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for plain function definition/closure creation; inspected for this path
565,reference-semantics/semantics/functions.k,14,16,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for plain function definition/closure creation; inspected for this path
566,reference-semantics/semantics/functions.k,18,18,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for plain function definition/closure creation; inspected for this path
567,reference-semantics/semantics/functions.k,19,20,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for plain function definition/closure creation; inspected for this path
568,reference-semantics/semantics/functions.k,27,27,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
569,reference-semantics/semantics/functions.k,31,32,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
570,reference-semantics/semantics/functions.k,33,35,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
571,reference-semantics/semantics/functions.k,36,41,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
572,reference-semantics/semantics/functions.k,42,45,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
573,reference-semantics/semantics/functions.k,47,49,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
574,reference-semantics/semantics/functions.k,50,52,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
575,reference-semantics/semantics/functions.k,53,58,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
576,reference-semantics/semantics/functions.k,59,60,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
577,reference-semantics/semantics/functions.k,63,63,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
578,reference-semantics/semantics/functions.k,64,66,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
579,reference-semantics/semantics/functions.k,68,75,rule,priority,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
580,reference-semantics/semantics/functions.k,78,79,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
581,reference-semantics/semantics/functions.k,80,81,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
582,reference-semantics/semantics/functions.k,85,90,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for parameter binding, return, and frame pop; inspected for this path"
583,reference-semantics/semantics/int.k,7,7,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
584,reference-semantics/semantics/int.k,9,9,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
585,reference-semantics/semantics/int.k,11,11,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
586,reference-semantics/semantics/int.k,12,12,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
587,reference-semantics/semantics/int.k,13,13,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
588,reference-semantics/semantics/int.k,14,14,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
589,reference-semantics/semantics/int.k,15,15,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
590,reference-semantics/semantics/int.k,16,16,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
591,reference-semantics/semantics/int.k,17,17,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
592,reference-semantics/semantics/int.k,19,19,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
593,reference-semantics/semantics/int.k,20,20,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
594,reference-semantics/semantics/int.k,22,22,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
595,reference-semantics/semantics/int.k,23,23,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
596,reference-semantics/semantics/int.k,24,24,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
597,reference-semantics/semantics/int.k,25,25,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
598,reference-semantics/semantics/int.k,26,26,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
599,reference-semantics/semantics/int.k,27,27,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for integer comparison; inspected for this path
600,reference-semantics/semantics/iter.k,8,8,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for iterator protocol constructors; inspected for this path
601,reference-semantics/semantics/list.k,9,9,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for list iteration and concrete test list construction; inspected for this path
602,reference-semantics/semantics/list.k,10,10,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for list iteration and concrete test list construction; inspected for this path
603,reference-semantics/semantics/list.k,13,13,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for list iteration and concrete test list construction; inspected for this path
604,reference-semantics/semantics/list.k,14,14,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for list iteration and concrete test list construction; inspected for this path
605,reference-semantics/semantics/list.k,15,15,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for list iteration and concrete test list construction; inspected for this path
606,reference-semantics/semantics/list.k,18,18,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
607,reference-semantics/semantics/list.k,19,19,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
608,reference-semantics/semantics/list.k,20,20,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
609,reference-semantics/semantics/list.k,24,25,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
610,reference-semantics/semantics/list.k,27,27,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
611,reference-semantics/semantics/list.k,28,28,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
612,reference-semantics/semantics/list.k,33,33,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
613,reference-semantics/semantics/list.k,34,34,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
614,reference-semantics/semantics/list.k,35,35,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
615,reference-semantics/semantics/list.k,37,38,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
616,reference-semantics/semantics/list.k,39,39,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
617,reference-semantics/semantics/list.k,40,40,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
618,reference-semantics/semantics/list.k,41,41,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
619,reference-semantics/semantics/list.k,42,43,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
620,reference-semantics/semantics/list.k,45,46,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
621,reference-semantics/semantics/list.k,47,48,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
622,reference-semantics/semantics/list.k,49,49,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
623,reference-semantics/semantics/list.k,50,50,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
624,reference-semantics/semantics/list.k,53,55,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
625,reference-semantics/semantics/list.k,58,58,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
626,reference-semantics/semantics/list.k,59,59,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
627,reference-semantics/semantics/list.k,60,60,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
628,reference-semantics/semantics/list.k,61,61,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
629,reference-semantics/semantics/list.k,62,62,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
630,reference-semantics/semantics/list.k,63,64,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
631,reference-semantics/semantics/list.k,65,66,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
632,reference-semantics/semantics/list.k,67,67,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
633,reference-semantics/semantics/methods.k,10,10,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
634,reference-semantics/semantics/methods.k,13,13,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
635,reference-semantics/semantics/methods.k,14,14,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
636,reference-semantics/semantics/methods.k,15,15,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
637,reference-semantics/semantics/methods.k,16,16,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
638,reference-semantics/semantics/methods.k,19,19,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
639,reference-semantics/semantics/methods.k,20,20,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
640,reference-semantics/semantics/methods.k,21,21,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
641,reference-semantics/semantics/methods.k,26,26,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around joinCodes; the submitted program cannot reach this operation
642,reference-semantics/semantics/methods.k,27,27,syntax,"function,total",EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around joinCodes; the submitted program cannot reach this operation
643,reference-semantics/semantics/methods.k,28,28,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around joinCodes; the submitted program cannot reach this operation
644,reference-semantics/semantics/methods.k,29,29,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around joinCodes; the submitted program cannot reach this operation
645,reference-semantics/semantics/methods.k,30,31,rule,,EVIDENCE_GAP_UNUSED,compiler reports incomplete total coverage around joinCodes; the submitted program cannot reach this operation
646,reference-semantics/semantics/methods.k,34,34,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
