file	lines	module	kind	attributes	origin	relevance	normalized_sentence
reference-semantics/semantics/float.k	120-120	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	121-124	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
reference-semantics/semantics/float.k	125-125	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
reference-semantics/semantics/float.k	126-126	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
reference-semantics/semantics/float.k	127-127	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
reference-semantics/semantics/float.k	128-128	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
reference-semantics/semantics/float.k	129-131	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
reference-semantics/semantics/float.k	132-132	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
reference-semantics/semantics/float.k	133-133	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
reference-semantics/semantics/float.k	134-134	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	135-135	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	136-136	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	137-137	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	138-138	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	139-141	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	142-142	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	143-143	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	144-144	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
reference-semantics/semantics/float.k	145-145	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
reference-semantics/semantics/float.k	146-146	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
reference-semantics/semantics/float.k	147-147	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
reference-semantics/semantics/float.k	148-148	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	149-149	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	150-150	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	151-153	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	154-154	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("==", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/float.k	155-159	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/float.k	160-160	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	161-161	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	162-164	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k	165-165	MPY-FLOAT	syntax	function	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	166-166	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	167-167	MPY-FLOAT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	168-168	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	169-169	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	170-170	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	171-172	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
reference-semantics/semantics/float.k	173-173	MPY-FLOAT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	174-174	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	175-175	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	176-176	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	177-177	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	178-178	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	179-179	MPY-FLOAT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	180-180	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	181-181	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	182-182	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	183-183	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	184-184	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	185-185	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	186-186	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
reference-semantics/semantics/float.k	187-189	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("float", F:Float, .Vals)        => F
reference-semantics/semantics/float.k	190-190	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191-191	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192-194	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	195-195	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196-196	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197-197	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	198-198	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	199-199	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	200-200	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	201-201	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	202-202	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	203-203	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	204-204	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	205-205	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	206-208	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	209-209	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	210-210	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	211-212	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
reference-semantics/semantics/float.k	213-213	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
reference-semantics/semantics/float.k	214-216	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	217-217	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	218-222	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	223-223	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	224-226	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	227-227	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
reference-semantics/semantics/float.k	228-229	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
reference-semantics/semantics/float.k	230-230	MPY-FLOAT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	231-231	MPY-FLOAT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	232-232	MPY-FLOAT	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	233-233	MPY-FLOAT	rule	priority	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	234-234	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	235-242	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	243-243	MPY-FLOAT	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	244-244	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	245-245	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	246-246	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	247-249	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	250-250	MPY-FLOAT	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	251-251	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	252-252	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	253-253	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	254-260	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	261-261	MPY-FLOAT	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	262-264	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	265-265	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	266-266	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	267-269	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	270-272	MPY-FLOAT	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k	8-13	MPY-FUNCTIONS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
reference-semantics/semantics/functions.k	14-17	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	18-18	MPY-FUNCTIONS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19-26	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	27-30	MPY-FUNCTIONS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	31-32	MPY-FUNCTIONS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33-35	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36-41	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	42-46	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	47-49	MPY-FUNCTIONS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
