id	file	line	kind	flags	classification	disposition	statement
584	reference-semantics/semantics/float.k	143	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
585	reference-semantics/semantics/float.k	144	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
586	reference-semantics/semantics/float.k	145	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
587	reference-semantics/semantics/float.k	146	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
588	reference-semantics/semantics/float.k	147	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
589	reference-semantics/semantics/float.k	148	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
590	reference-semantics/semantics/float.k	149	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
591	reference-semantics/semantics/float.k	150	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
592	reference-semantics/semantics/float.k	151	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
593	reference-semantics/semantics/float.k	154	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("==", V:Val, noneV) => V ==K noneV
594	reference-semantics/semantics/float.k	155	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
595	reference-semantics/semantics/float.k	160	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
596	reference-semantics/semantics/float.k	161	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
597	reference-semantics/semantics/float.k	162	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
598	reference-semantics/semantics/float.k	165	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= headIS(IntSeq) [function]
599	reference-semantics/semantics/float.k	166	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule headIS(iCons(C:Int, _:IntSeq)) => C
600	reference-semantics/semantics/float.k	167	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
601	reference-semantics/semantics/float.k	168	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
602	reference-semantics/semantics/float.k	169	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule intPartAcc(.IntSeq, A:Int) => A
603	reference-semantics/semantics/float.k	170	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
604	reference-semantics/semantics/float.k	171	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
605	reference-semantics/semantics/float.k	173	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
606	reference-semantics/semantics/float.k	174	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracPart(.IntSeq) => 0
607	reference-semantics/semantics/float.k	175	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
608	reference-semantics/semantics/float.k	176	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
609	reference-semantics/semantics/float.k	177	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracAcc(.IntSeq, A:Int) => A
610	reference-semantics/semantics/float.k	178	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
611	reference-semantics/semantics/float.k	179	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
612	reference-semantics/semantics/float.k	180	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracScale(.IntSeq) => 1
613	reference-semantics/semantics/float.k	181	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
614	reference-semantics/semantics/float.k	182	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
615	reference-semantics/semantics/float.k	183	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fscAcc(.IntSeq, A:Int) => A
616	reference-semantics/semantics/float.k	184	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
617	reference-semantics/semantics/float.k	185	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
618	reference-semantics/semantics/float.k	186	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
619	reference-semantics/semantics/float.k	187	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", F:Float, .Vals)        => F
620	reference-semantics/semantics/float.k	190	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
621	reference-semantics/semantics/float.k	191	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
622	reference-semantics/semantics/float.k	192	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
623	reference-semantics/semantics/float.k	195	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
624	reference-semantics/semantics/float.k	196	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
625	reference-semantics/semantics/float.k	197	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
626	reference-semantics/semantics/float.k	198	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
627	reference-semantics/semantics/float.k	199	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
628	reference-semantics/semantics/float.k	200	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
629	reference-semantics/semantics/float.k	201	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
630	reference-semantics/semantics/float.k	202	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
631	reference-semantics/semantics/float.k	203	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
632	reference-semantics/semantics/float.k	204	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
633	reference-semantics/semantics/float.k	205	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
634	reference-semantics/semantics/float.k	206	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
635	reference-semantics/semantics/float.k	209	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
636	reference-semantics/semantics/float.k	210	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
637	reference-semantics/semantics/float.k	211	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
638	reference-semantics/semantics/float.k	213	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
639	reference-semantics/semantics/float.k	214	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", F:Float, .Vals) => F
640	reference-semantics/semantics/float.k	217	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
641	reference-semantics/semantics/float.k	218	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
642	reference-semantics/semantics/float.k	223	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
643	reference-semantics/semantics/float.k	224	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
644	reference-semantics/semantics/float.k	227	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
645	reference-semantics/semantics/float.k	228	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
646	reference-semantics/semantics/float.k	230	syntax	function,total,symbol,no-evaluators	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
647	reference-semantics/semantics/float.k	231	rule	concrete	supplied concrete primitive rule	SELECTED_SEMANTICS_BOUNDARY	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
648	reference-semantics/semantics/float.k	232	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= "#mathSqrt"
649	reference-semantics/semantics/float.k	233	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
650	reference-semantics/semantics/float.k	234	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
651	reference-semantics/semantics/float.k	235	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
652	reference-semantics/semantics/float.k	243	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
653	reference-semantics/semantics/float.k	244	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
654	reference-semantics/semantics/float.k	245	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
655	reference-semantics/semantics/float.k	246	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
656	reference-semantics/semantics/float.k	247	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
657	reference-semantics/semantics/float.k	250	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
658	reference-semantics/semantics/float.k	251	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
659	reference-semantics/semantics/float.k	252	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
660	reference-semantics/semantics/float.k	253	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
661	reference-semantics/semantics/float.k	254	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
662	reference-semantics/semantics/float.k	261	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
663	reference-semantics/semantics/float.k	262	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
664	reference-semantics/semantics/float.k	265	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
665	reference-semantics/semantics/float.k	266	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
666	reference-semantics/semantics/float.k	267	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
667	reference-semantics/semantics/float.k	270	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
668	reference-semantics/semantics/float.k	273	endmodule		module/import plumbing	STRUCTURAL	endmodule
669	reference-semantics/semantics/functions.k	3	module		module/import plumbing	STRUCTURAL	module MPY-FUNCTIONS
670	reference-semantics/semantics/functions.k	4	imports		module/import plumbing	STRUCTURAL	imports MPY-CORE
671	reference-semantics/semantics/functions.k	8	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
672	reference-semantics/semantics/functions.k	14	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
673	reference-semantics/semantics/functions.k	18	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Expr ::= closureExpr(ParamNames, Stmts)
674	reference-semantics/semantics/functions.k	19	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
675	reference-semantics/semantics/functions.k	27	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
676	reference-semantics/semantics/functions.k	31	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
677	reference-semantics/semantics/functions.k	33	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
678	reference-semantics/semantics/functions.k	36	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
679	reference-semantics/semantics/functions.k	42	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
680	reference-semantics/semantics/functions.k	47	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
681	reference-semantics/semantics/functions.k	50	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
682	reference-semantics/semantics/functions.k	53	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
683	reference-semantics/semantics/functions.k	59	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
684	reference-semantics/semantics/functions.k	63	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
685	reference-semantics/semantics/functions.k	64	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
686	reference-semantics/semantics/functions.k	68	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
687	reference-semantics/semantics/functions.k	78	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
688	reference-semantics/semantics/functions.k	80	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
689	reference-semantics/semantics/functions.k	85	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
690	reference-semantics/semantics/functions.k	91	endmodule		module/import plumbing	STRUCTURAL	endmodule
691	reference-semantics/semantics/int.k	4	module		module/import plumbing	STRUCTURAL	module MPY-INT
692	reference-semantics/semantics/int.k	5	imports		module/import plumbing	STRUCTURAL	imports MPY-CORE
693	reference-semantics/semantics/int.k	7	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyUn("-", I:Int) => 0 -Int I
694	reference-semantics/semantics/int.k	9	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
695	reference-semantics/semantics/int.k	11	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
696	reference-semantics/semantics/int.k	12	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
697	reference-semantics/semantics/int.k	13	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
698	reference-semantics/semantics/int.k	14	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
699	reference-semantics/semantics/int.k	15	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
700	reference-semantics/semantics/int.k	16	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("
701	reference-semantics/semantics/int.k	17	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
702	reference-semantics/semantics/int.k	19	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Int ::= pyMod(Int, Int) [function]
703	reference-semantics/semantics/int.k	20	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
704	reference-semantics/semantics/int.k	22	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
705	reference-semantics/semantics/int.k	23	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
706	reference-semantics/semantics/int.k	24	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
707	reference-semantics/semantics/int.k	25	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
708	reference-semantics/semantics/int.k	26	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
709	reference-semantics/semantics/int.k	27	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
710	reference-semantics/semantics/int.k	28	endmodule		module/import plumbing	STRUCTURAL	endmodule
711	reference-semantics/semantics/iter.k	6	module		module/import plumbing	STRUCTURAL	module MPY-ITER
712	reference-semantics/semantics/iter.k	7	imports		module/import plumbing	STRUCTURAL	imports MPY-CORE
713	reference-semantics/semantics/iter.k	8	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
714	reference-semantics/semantics/iter.k	9	endmodule		module/import plumbing	STRUCTURAL	endmodule
715	reference-semantics/semantics/list.k	3	module		module/import plumbing	STRUCTURAL	module MPY-LIST
716	reference-semantics/semantics/list.k	4	imports		module/import plumbing	STRUCTURAL	imports MPY-CORE
717	reference-semantics/semantics/list.k	5	imports		module/import plumbing	STRUCTURAL	imports MPY-ITER
718	reference-semantics/semantics/list.k	6	imports		module/import plumbing	STRUCTURAL	imports MPY-OPERATORS
719	reference-semantics/semantics/list.k	9	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
720	reference-semantics/semantics/list.k	10	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
721	reference-semantics/semantics/list.k	13	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ApplyK ::= "toList"
722	reference-semantics/semantics/list.k	14	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
