source	start_line	end_line	kind	attributes	audit_class	declaration
reference-semantics/semantics/core.k	49	60	configuration	-	SUPPLIED_FIXED_RULE	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
reference-semantics/semantics/core.k	68	68	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69	69	rule	-	SUPPLIED_FIXED_RULE	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	70	rule	owise	SUPPLIED_FIXED_RULE	rule isRefV(_:Val) => false [owise]
reference-semantics/semantics/core.k	75	75	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76	76	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77	77	rule	-	SUPPLIED_FIXED_RULE	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	78	rule	owise	SUPPLIED_FIXED_RULE	rule isCellRef(_:Val) => false [owise]
reference-semantics/semantics/core.k	85	90	rule	priority	SUPPLIED_FIXED_RULE	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
reference-semantics/semantics/core.k	95	95	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96	96	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97	97	rule	-	SUPPLIED_FIXED_RULE	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	99	rule	-	SUPPLIED_FIXED_RULE	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k	100	100	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101	101	rule	-	SUPPLIED_FIXED_RULE	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	102	rule	owise	SUPPLIED_FIXED_RULE	rule isKwV(_:Val) => false [owise]
reference-semantics/semantics/core.k	106	106	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k	107	107	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108	108	rule	-	SUPPLIED_FIXED_RULE	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109	109	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110	110	rule	-	SUPPLIED_FIXED_RULE	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	111	rule	-	SUPPLIED_FIXED_RULE	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	113	113	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114	115	rule	-	SUPPLIED_FIXED_RULE	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k	117	117	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k	118	121	rule	-	SUPPLIED_FIXED_RULE	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k	124	124	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k	125	125	rule	-	SUPPLIED_FIXED_RULE	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	126	rule	-	SUPPLIED_FIXED_RULE	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	127	rule	-	SUPPLIED_FIXED_RULE	rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k	130	130	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k	131	131	rule	-	SUPPLIED_FIXED_RULE	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	134	rule	-	SUPPLIED_FIXED_RULE	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/core.k	145	151	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
reference-semantics/semantics/core.k	152	154	rule	-	SUPPLIED_FIXED_RULE	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
reference-semantics/semantics/core.k	157	157	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Scope ::= "builtinsScope" [function, total]
reference-semantics/semantics/core.k	158	181	rule	-	SUPPLIED_FIXED_RULE	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
reference-semantics/semantics/core.k	185	185	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k	186	188	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k	189	189	rule	-	SUPPLIED_FIXED_RULE	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	190	rule	-	SUPPLIED_FIXED_RULE	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	191	rule	-	SUPPLIED_FIXED_RULE	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k	194	194	rule	-	SUPPLIED_FIXED_RULE	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k	195	195	rule	-	SUPPLIED_FIXED_RULE	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	196	rule	-	SUPPLIED_FIXED_RULE	rule <k> NoneVal => noneV ... </k>
reference-semantics/semantics/core.k	199	199	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	200	rule	-	SUPPLIED_FIXED_RULE	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k	201	201	rule	-	SUPPLIED_FIXED_RULE	rule truthy(noneV) => false
reference-semantics/semantics/core.k	202	202	rule	-	SUPPLIED_FIXED_RULE	rule truthy(I:Int) => I =/=Int 0
reference-semantics/semantics/core.k	203	203	rule	-	SUPPLIED_FIXED_RULE	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	204	rule	-	SUPPLIED_FIXED_RULE	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	205	rule	-	SUPPLIED_FIXED_RULE	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	208	208	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	209	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	210	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	213	213	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	214	214	rule	-	SUPPLIED_FIXED_RULE	rule appendVal(.Vals, V:Val) => V , .Vals
reference-semantics/semantics/core.k	215	215	rule	-	SUPPLIED_FIXED_RULE	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	217	217	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	218	218	rule	-	SUPPLIED_FIXED_RULE	rule vals2valSeq(.Vals) => .ValSeq
reference-semantics/semantics/core.k	219	219	rule	-	SUPPLIED_FIXED_RULE	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	223	223	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	224	224	rule	-	SUPPLIED_FIXED_RULE	rule vsLen(.ValSeq) => 0
reference-semantics/semantics/core.k	225	225	rule	-	SUPPLIED_FIXED_RULE	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	227	227	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	228	228	rule	-	SUPPLIED_FIXED_RULE	rule isLen(.IntSeq) => 0
reference-semantics/semantics/core.k	229	229	rule	-	SUPPLIED_FIXED_RULE	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	233	233	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	234	234	rule	-	SUPPLIED_FIXED_RULE	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
reference-semantics/semantics/core.k	235	235	rule	-	SUPPLIED_FIXED_RULE	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
reference-semantics/semantics/core.k	236	237	rule	-	SUPPLIED_FIXED_RULE	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
reference-semantics/semantics/core.k	238	239	rule	-	SUPPLIED_FIXED_RULE	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
reference-semantics/semantics/dict.k	20	20	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= dictV(ValSeq, ValSeq)
reference-semantics/semantics/dict.k	23	25	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
reference-semantics/semantics/dict.k	26	26	rule	-	SUPPLIED_FIXED_RULE	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
reference-semantics/semantics/dict.k	27	27	rule	-	SUPPLIED_FIXED_RULE	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
reference-semantics/semantics/dict.k	28	29	rule	-	SUPPLIED_FIXED_RULE	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	30	31	rule	-	SUPPLIED_FIXED_RULE	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	32	33	rule	-	SUPPLIED_FIXED_RULE	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
reference-semantics/semantics/dict.k	37	37	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	38	38	rule	-	SUPPLIED_FIXED_RULE	rule dHasKey(.ValSeq, _:Val) => false
reference-semantics/semantics/dict.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
reference-semantics/semantics/dict.k	40	40	rule	-	SUPPLIED_FIXED_RULE	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	43	43	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	44	44	rule	-	SUPPLIED_FIXED_RULE	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
reference-semantics/semantics/dict.k	45	45	rule	-	SUPPLIED_FIXED_RULE	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
reference-semantics/semantics/dict.k	49	49	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
reference-semantics/semantics/dict.k	50	51	rule	-	SUPPLIED_FIXED_RULE	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
reference-semantics/semantics/dict.k	52	53	rule	-	SUPPLIED_FIXED_RULE	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	54	54	rule	owise	SUPPLIED_FIXED_RULE	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
reference-semantics/semantics/dict.k	58	60	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
reference-semantics/semantics/dict.k	63	63	rule	-	SUPPLIED_FIXED_RULE	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
reference-semantics/semantics/dict.k	64	64	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyIndexD(Val, Val) [function]
reference-semantics/semantics/dict.k	65	66	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
reference-semantics/semantics/dict.k	70	70	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= dictSet(Val, Val, Val) [function]
reference-semantics/semantics/dict.k	71	71	rule	-	SUPPLIED_FIXED_RULE	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
reference-semantics/semantics/dict.k	76	76	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #dsetK(String, Val)
reference-semantics/semantics/dict.k	77	77	rule	-	SUPPLIED_FIXED_RULE	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
reference-semantics/semantics/dict.k	78	81	rule	-	SUPPLIED_FIXED_RULE	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	82	85	rule	-	SUPPLIED_FIXED_RULE	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	86	86	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #dsetV(Val, Val, Val)
reference-semantics/semantics/dict.k	87	88	rule	-	SUPPLIED_FIXED_RULE	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
reference-semantics/semantics/dict.k	90	90	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= normIdxD(Int, Int) [function, total]
reference-semantics/semantics/dict.k	91	91	rule	-	SUPPLIED_FIXED_RULE	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
reference-semantics/semantics/dict.k	92	92	rule	-	SUPPLIED_FIXED_RULE	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
reference-semantics/semantics/dict.k	95	96	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
reference-semantics/semantics/dict.k	97	97	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
reference-semantics/semantics/dict.k	98	98	rule	-	SUPPLIED_FIXED_RULE	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
reference-semantics/semantics/dict.k	99	100	rule	-	SUPPLIED_FIXED_RULE	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
reference-semantics/semantics/dict.k	101	101	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
reference-semantics/semantics/dict.k	102	102	rule	-	SUPPLIED_FIXED_RULE	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
reference-semantics/semantics/dict.k	103	103	rule	-	SUPPLIED_FIXED_RULE	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
reference-semantics/semantics/float.k	20	20	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= Float
reference-semantics/semantics/float.k	21	21	rule	-	SUPPLIED_FIXED_RULE	rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k	24	24	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
reference-semantics/semantics/float.k	25	25	rule	concrete	SUPPLIED_FIXED_RULE	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
reference-semantics/semantics/float.k	27	27	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
reference-semantics/semantics/float.k	30	30	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
reference-semantics/semantics/float.k	31	31	rule	concrete	SUPPLIED_FIXED_RULE	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
reference-semantics/semantics/float.k	32	32	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
reference-semantics/semantics/float.k	37	37	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
reference-semantics/semantics/float.k	38	38	rule	concrete	SUPPLIED_FIXED_RULE	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
reference-semantics/semantics/float.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
reference-semantics/semantics/float.k	43	43	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
reference-semantics/semantics/float.k	44	44	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
reference-semantics/semantics/float.k	50	50	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
reference-semantics/semantics/float.k	51	51	rule	concrete	SUPPLIED_FIXED_RULE	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
reference-semantics/semantics/float.k	52	52	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
reference-semantics/semantics/float.k	54	54	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
reference-semantics/semantics/float.k	55	55	rule	concrete	SUPPLIED_FIXED_RULE	rule absF(F:Float) => absFloat(F) [concrete]
reference-semantics/semantics/float.k	56	56	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
reference-semantics/semantics/float.k	61	61	rule	-	SUPPLIED_FIXED_RULE	rule <k> Import(_:String) => .K ... </k>
reference-semantics/semantics/float.k	65	65	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= "#mathCeil"
reference-semantics/semantics/float.k	66	66	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
reference-semantics/semantics/float.k	67	67	rule	-	SUPPLIED_FIXED_RULE	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
reference-semantics/semantics/float.k	70	70	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= "#mathFloor"
reference-semantics/semantics/float.k	71	71	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
reference-semantics/semantics/float.k	72	72	rule	-	SUPPLIED_FIXED_RULE	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
reference-semantics/semantics/float.k	73	73	syntax	function,total,symbol	SUPPLIED_FIXED_DECLARATION	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
reference-semantics/semantics/float.k	74	74	rule	concrete	SUPPLIED_FIXED_RULE	rule floorFI(I:Int) => I [concrete]
reference-semantics/semantics/float.k	75	75	rule	concrete	SUPPLIED_FIXED_RULE	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
reference-semantics/semantics/float.k	78	78	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
reference-semantics/semantics/float.k	79	79	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
reference-semantics/semantics/float.k	82	82	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
reference-semantics/semantics/float.k	83	83	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
reference-semantics/semantics/float.k	84	84	rule	-	SUPPLIED_FIXED_RULE	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
reference-semantics/semantics/float.k	85	85	rule	-	SUPPLIED_FIXED_RULE	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
reference-semantics/semantics/float.k	86	86	syntax	function,total,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= toF(Val) [function, total, symbol(toF)]
reference-semantics/semantics/float.k	87	87	rule	concrete	SUPPLIED_FIXED_RULE	rule toF(F:Float) => F [concrete]
reference-semantics/semantics/float.k	88	88	rule	concrete	SUPPLIED_FIXED_RULE	rule toF(I:Int) => intToF(I) [concrete]
reference-semantics/semantics/float.k	93	93	syntax	function,total,symbol	SUPPLIED_FIXED_DECLARATION	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
reference-semantics/semantics/float.k	94	94	rule	concrete	SUPPLIED_FIXED_RULE	rule ceilF(I:Int) => I [concrete]
reference-semantics/semantics/float.k	95	95	rule	concrete	SUPPLIED_FIXED_RULE	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
reference-semantics/semantics/float.k	99	99	rule	-	SUPPLIED_FIXED_RULE	rule applyUn("-", F:Float) => 0.0 -Float F
reference-semantics/semantics/float.k	103	103	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
reference-semantics/semantics/float.k	104	104	rule	concrete	SUPPLIED_FIXED_RULE	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
reference-semantics/semantics/float.k	105	105	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
reference-semantics/semantics/float.k	107	107	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
