id	file	line	module	kind	category	attributes	opaque	disposition	text	audit_assessment	audit_rationale
K0462	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	117	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0463	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	119	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0464	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	120	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0465	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	121	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0466	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	125	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0467	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	126	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0468	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	127	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0469	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	128	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0470	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	129	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0471	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	132	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0472	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	133	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0473	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	134	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0474	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	135	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0475	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	136	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0476	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	137	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0477	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	138	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0478	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	139	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0479	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	142	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0480	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	143	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0481	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	144	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0482	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	145	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0483	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	146	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0484	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	147	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0485	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	148	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0486	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	149	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0487	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	150	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0488	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	151	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0489	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	154	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0490	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	155	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0491	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	160	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0492	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	161	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0493	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	162	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0494	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	165	MPY-FLOAT	syntax	syntax-declaration	function	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= headIS(IntSeq) [function]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0495	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	166	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule headIS(iCons(C:Int, _:IntSeq)) => C	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0496	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	167	MPY-FLOAT	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0497	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	168	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0498	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	169	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intPartAcc(.IntSeq, A:Int) => A	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0499	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	170	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0500	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	171	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0501	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	173	MPY-FLOAT	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0502	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	174	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracPart(.IntSeq) => 0	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0503	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	175	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0504	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	176	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0505	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	177	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracAcc(.IntSeq, A:Int) => A	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0506	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	178	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0507	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	179	MPY-FLOAT	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0508	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	180	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracScale(.IntSeq) => 1	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0509	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	181	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0510	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	182	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0511	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	183	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fscAcc(.IntSeq, A:Int) => A	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0512	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	184	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0513	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	185	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0514	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	186	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0515	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	187	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0516	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	190	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0517	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	191	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0518	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	192	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0519	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	195	MPY-FLOAT	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0520	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	196	MPY-FLOAT	rule	equational-rule	concrete	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	CONCRETE_ONLY_NOT_IN_PROOF	Available only to concrete LLVM execution or marked [concrete]; the Haskell proof module imports MPY, not MPY-CONCRETE.
K0521	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	197	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0522	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	198	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0523	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	199	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0524	/tmp/audit-work/reconstruction/reference-semantics/semantics/float.k	200	MPY-FLOAT	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
