id	source_class	file	start_line	end_line	kind	role	attributes	text	target_relevance	decision	audit_rationale
460	supplied_semantics	reference-semantics/semantics/float.k	84	84	rule	ordinary_rule	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
461	supplied_semantics	reference-semantics/semantics/float.k	85	85	rule	ordinary_rule	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
462	supplied_semantics	reference-semantics/semantics/float.k	86	86	syntax	function_declaration	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
463	supplied_semantics	reference-semantics/semantics/float.k	87	87	rule	ordinary_rule	concrete	rule toF(F:Float) => F [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
464	supplied_semantics	reference-semantics/semantics/float.k	88	92	rule	ordinary_rule	concrete	rule toF(I:Int) => intToF(I) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
465	supplied_semantics	reference-semantics/semantics/float.k	93	93	syntax	function_declaration	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
466	supplied_semantics	reference-semantics/semantics/float.k	94	94	rule	ordinary_rule	concrete	rule ceilF(I:Int) => I [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
467	supplied_semantics	reference-semantics/semantics/float.k	95	98	rule	ordinary_rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
468	supplied_semantics	reference-semantics/semantics/float.k	99	102	rule	ordinary_rule	-	"rule applyUn(""-"", F:Float) => 0.0 -Float F"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
469	supplied_semantics	reference-semantics/semantics/float.k	103	103	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
470	supplied_semantics	reference-semantics/semantics/float.k	104	104	rule	ordinary_rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
471	supplied_semantics	reference-semantics/semantics/float.k	105	106	rule	ordinary_rule	-	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
472	supplied_semantics	reference-semantics/semantics/float.k	107	107	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
473	supplied_semantics	reference-semantics/semantics/float.k	108	108	rule	ordinary_rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
474	supplied_semantics	reference-semantics/semantics/float.k	109	110	rule	ordinary_rule	-	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
475	supplied_semantics	reference-semantics/semantics/float.k	111	111	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
476	supplied_semantics	reference-semantics/semantics/float.k	112	112	rule	ordinary_rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
477	supplied_semantics	reference-semantics/semantics/float.k	113	114	rule	ordinary_rule	-	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
478	supplied_semantics	reference-semantics/semantics/float.k	115	115	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
479	supplied_semantics	reference-semantics/semantics/float.k	116	116	rule	ordinary_rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
480	supplied_semantics	reference-semantics/semantics/float.k	117	118	rule	ordinary_rule	-	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
481	supplied_semantics	reference-semantics/semantics/float.k	119	119	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
482	supplied_semantics	reference-semantics/semantics/float.k	120	120	rule	ordinary_rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
483	supplied_semantics	reference-semantics/semantics/float.k	121	124	rule	ordinary_rule	-	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
484	supplied_semantics	reference-semantics/semantics/float.k	125	125	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
485	supplied_semantics	reference-semantics/semantics/float.k	126	126	rule	ordinary_rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
486	supplied_semantics	reference-semantics/semantics/float.k	127	127	rule	ordinary_rule	-	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
487	supplied_semantics	reference-semantics/semantics/float.k	128	128	rule	ordinary_rule	-	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
488	supplied_semantics	reference-semantics/semantics/float.k	129	131	rule	ordinary_rule	-	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
489	supplied_semantics	reference-semantics/semantics/float.k	132	132	rule	ordinary_rule	-	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
490	supplied_semantics	reference-semantics/semantics/float.k	133	133	rule	ordinary_rule	-	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
491	supplied_semantics	reference-semantics/semantics/float.k	134	134	rule	ordinary_rule	-	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
492	supplied_semantics	reference-semantics/semantics/float.k	135	135	rule	ordinary_rule	-	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
493	supplied_semantics	reference-semantics/semantics/float.k	136	136	rule	ordinary_rule	-	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
494	supplied_semantics	reference-semantics/semantics/float.k	137	137	rule	ordinary_rule	-	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
495	supplied_semantics	reference-semantics/semantics/float.k	138	138	rule	ordinary_rule	-	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
496	supplied_semantics	reference-semantics/semantics/float.k	139	151	rule	ordinary_rule	-	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
497	supplied_semantics	reference-semantics/semantics/float.k	152	152	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
498	supplied_semantics	reference-semantics/semantics/float.k	153	154	rule	ordinary_rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
499	supplied_semantics	reference-semantics/semantics/float.k	155	155	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Bool ::= floatFinite(Float) [function, total, symbol(floatFinite), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
500	supplied_semantics	reference-semantics/semantics/float.k	156	157	rule	ordinary_rule	concrete	rule floatFinite(F:Float) => notBool isNaN(F) andBool notBool isInfinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
501	supplied_semantics	reference-semantics/semantics/float.k	158	160	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Bool ::= ltFI(Float, Int) [function, total, symbol(ltFI), no-evaluators] | ltIF(Int, Float) [function, total, symbol(ltIF), no-evaluators] | eqIF(Int, Float) [function, total, symbol(eqIF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
502	supplied_semantics	reference-semantics/semantics/float.k	161	161	rule	ordinary_rule	concrete	rule ltFI(F:Float, I:Int) => Float2Int(floorFloat(F)) <Int I requires floatFinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
503	supplied_semantics	reference-semantics/semantics/float.k	162	162	rule	ordinary_rule	concrete	rule ltFI(F:Float, I:Int) => floatLt(F, intToF(I)) requires notBool floatFinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
504	supplied_semantics	reference-semantics/semantics/float.k	163	163	rule	ordinary_rule	concrete	rule ltIF(I:Int, F:Float) => Float2Int(ceilFloat(F)) >Int I requires floatFinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
505	supplied_semantics	reference-semantics/semantics/float.k	164	164	rule	ordinary_rule	concrete	rule ltIF(I:Int, F:Float) => floatLt(intToF(I), F) requires notBool floatFinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
506	supplied_semantics	reference-semantics/semantics/float.k	165	166	rule	ordinary_rule	-	rule eqIF(I:Int, F:Float) => (floorFloat(F) ==Float ceilFloat(F)) andBool (Float2Int(floorFloat(F)) ==Int I)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
507	supplied_semantics	reference-semantics/semantics/float.k	168	169	rule	ordinary_rule	concrete	rule eqIF(I:Int, F:Float) => eqF(intToF(I), F) requires notBool floatFinite(F) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
508	supplied_semantics	reference-semantics/semantics/float.k	170	170	rule	ordinary_rule	-	"rule applyCmp(""=="", I:Int, F:Float) => eqIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
509	supplied_semantics	reference-semantics/semantics/float.k	171	171	rule	ordinary_rule	-	"rule applyCmp(""=="", F:Float, I:Int) => eqIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
510	supplied_semantics	reference-semantics/semantics/float.k	172	172	rule	ordinary_rule	-	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
511	supplied_semantics	reference-semantics/semantics/float.k	173	173	rule	ordinary_rule	-	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
512	supplied_semantics	reference-semantics/semantics/float.k	174	174	rule	ordinary_rule	-	"rule applyCmp(""<"", I:Int, F:Float) => ltIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
513	supplied_semantics	reference-semantics/semantics/float.k	175	175	rule	ordinary_rule	-	"rule applyCmp(""<"", F:Float, I:Int) => ltFI(F, I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
514	supplied_semantics	reference-semantics/semantics/float.k	176	176	rule	ordinary_rule	-	"rule applyCmp("">"", I:Int, F:Float) => ltFI(F, I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
515	supplied_semantics	reference-semantics/semantics/float.k	177	177	rule	ordinary_rule	-	"rule applyCmp("">"", F:Float, I:Int) => ltIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
516	supplied_semantics	reference-semantics/semantics/float.k	178	178	rule	ordinary_rule	-	"rule applyCmp(""<="", I:Int, F:Float) => notBool ltFI(F, I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
517	supplied_semantics	reference-semantics/semantics/float.k	179	179	rule	ordinary_rule	-	"rule applyCmp(""<="", F:Float, I:Int) => notBool ltIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
518	supplied_semantics	reference-semantics/semantics/float.k	180	180	rule	ordinary_rule	-	"rule applyCmp("">="", I:Int, F:Float) => notBool ltIF(I, F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
519	supplied_semantics	reference-semantics/semantics/float.k	181	183	rule	ordinary_rule	-	"rule applyCmp("">="", F:Float, I:Int) => notBool ltFI(F, I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
520	supplied_semantics	reference-semantics/semantics/float.k	184	184	rule	ordinary_rule	-	rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
521	supplied_semantics	reference-semantics/semantics/float.k	185	185	rule	ordinary_rule	-	rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
522	supplied_semantics	reference-semantics/semantics/float.k	186	186	rule	ordinary_rule	-	rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
523	supplied_semantics	reference-semantics/semantics/float.k	187	189	rule	ordinary_rule	-	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
524	supplied_semantics	reference-semantics/semantics/float.k	190	190	rule	ordinary_rule	-	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
525	supplied_semantics	reference-semantics/semantics/float.k	191	195	rule	ordinary_rule	-	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
526	supplied_semantics	reference-semantics/semantics/float.k	196	196	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
527	supplied_semantics	reference-semantics/semantics/float.k	197	197	rule	ordinary_rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
528	supplied_semantics	reference-semantics/semantics/float.k	198	199	rule	ordinary_rule	-	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
529	supplied_semantics	reference-semantics/semantics/float.k	201	201	syntax	function_declaration	function	syntax Int ::= headIS(IntSeq) [function]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
530	supplied_semantics	reference-semantics/semantics/float.k	202	202	rule	ordinary_rule	-	rule headIS(iCons(C:Int, _:IntSeq)) => C	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
531	supplied_semantics	reference-semantics/semantics/float.k	203	203	syntax	function_declaration	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
532	supplied_semantics	reference-semantics/semantics/float.k	204	204	rule	ordinary_rule	-	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
533	supplied_semantics	reference-semantics/semantics/float.k	205	205	rule	ordinary_rule	-	rule intPartAcc(.IntSeq, A:Int) => A	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
534	supplied_semantics	reference-semantics/semantics/float.k	206	206	rule	ordinary_rule	-	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
535	supplied_semantics	reference-semantics/semantics/float.k	207	207	rule	ordinary_rule	-	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
536	supplied_semantics	reference-semantics/semantics/float.k	209	209	syntax	function_declaration	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
537	supplied_semantics	reference-semantics/semantics/float.k	210	210	rule	ordinary_rule	-	rule fracPart(.IntSeq) => 0	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
538	supplied_semantics	reference-semantics/semantics/float.k	211	211	rule	ordinary_rule	-	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
539	supplied_semantics	reference-semantics/semantics/float.k	212	212	rule	ordinary_rule	-	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
540	supplied_semantics	reference-semantics/semantics/float.k	213	213	rule	ordinary_rule	-	rule fracAcc(.IntSeq, A:Int) => A	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
541	supplied_semantics	reference-semantics/semantics/float.k	214	214	rule	ordinary_rule	-	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
542	supplied_semantics	reference-semantics/semantics/float.k	215	215	syntax	function_declaration	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
543	supplied_semantics	reference-semantics/semantics/float.k	216	216	rule	ordinary_rule	-	rule fracScale(.IntSeq) => 1	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
544	supplied_semantics	reference-semantics/semantics/float.k	217	217	rule	ordinary_rule	-	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
545	supplied_semantics	reference-semantics/semantics/float.k	218	218	rule	ordinary_rule	-	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
546	supplied_semantics	reference-semantics/semantics/float.k	219	219	rule	ordinary_rule	-	rule fscAcc(.IntSeq, A:Int) => A	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
547	supplied_semantics	reference-semantics/semantics/float.k	220	220	rule	ordinary_rule	-	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
548	supplied_semantics	reference-semantics/semantics/float.k	221	221	rule	ordinary_rule	-	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
549	supplied_semantics	reference-semantics/semantics/float.k	222	222	rule	ordinary_rule	-	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
550	supplied_semantics	reference-semantics/semantics/float.k	223	225	rule	ordinary_rule	-	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
551	supplied_semantics	reference-semantics/semantics/float.k	226	226	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
552	supplied_semantics	reference-semantics/semantics/float.k	227	227	rule	ordinary_rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
553	supplied_semantics	reference-semantics/semantics/float.k	228	230	rule	ordinary_rule	-	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
554	supplied_semantics	reference-semantics/semantics/float.k	231	231	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	unreachable	TRUSTED_OPAQUE_UNUSED	Supplied-model opaque primitive; no symbol from this declaration is reachable from the pinned program or its postcondition.
555	supplied_semantics	reference-semantics/semantics/float.k	232	232	rule	ordinary_rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	unreachable	CONCRETE_ONLY_UNUSED	Supplied concrete-only equation outside the proof definition and outside the pinned target path.
556	supplied_semantics	reference-semantics/semantics/float.k	233	233	rule	ordinary_rule	-	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
