id	source_class	file	start_line	end_line	kind	role	attributes	text
304	supplied_semantics	reference-semantics/semantics/core.k	41	41	syntax	syntax_declaration	-	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
305	supplied_semantics	reference-semantics/semantics/core.k	42	48	syntax	syntax_declaration	-	"syntax RetState ::= ""noRet"" | retV(Val)"
306	supplied_semantics	reference-semantics/semantics/core.k	49	67	configuration	configuration	-	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
307	supplied_semantics	reference-semantics/semantics/core.k	68	68	syntax	function_declaration	function,total	syntax Bool ::= isRefV(Val) [function, total]
308	supplied_semantics	reference-semantics/semantics/core.k	69	69	rule	ordinary_rule	-	rule isRefV(ref(_:Int)) => true
309	supplied_semantics	reference-semantics/semantics/core.k	70	74	rule	owise_rule	owise	rule isRefV(_:Val) => false [owise]
310	supplied_semantics	reference-semantics/semantics/core.k	75	75	syntax	syntax_declaration	-	syntax HeapVal ::= cellV(Val)
311	supplied_semantics	reference-semantics/semantics/core.k	76	76	syntax	function_declaration	function,total	syntax Bool ::= isCellRef(Val) [function, total]
312	supplied_semantics	reference-semantics/semantics/core.k	77	77	rule	ordinary_rule	-	rule isCellRef(cellRef(_:Int)) => true
313	supplied_semantics	reference-semantics/semantics/core.k	78	84	rule	owise_rule	owise	rule isCellRef(_:Val) => false [owise]
314	supplied_semantics	reference-semantics/semantics/core.k	85	88	rule	ordinary_rule	-	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
315	supplied_semantics	reference-semantics/semantics/core.k	95	95	syntax	syntax_declaration	-	syntax Val ::= kwV(String, Val)
316	supplied_semantics	reference-semantics/semantics/core.k	96	96	syntax	syntax_declaration	-	syntax KItem ::= #kwTag(String)
317	supplied_semantics	reference-semantics/semantics/core.k	97	97	rule	ordinary_rule	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
318	supplied_semantics	reference-semantics/semantics/core.k	98	98	rule	ordinary_rule	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
319	supplied_semantics	reference-semantics/semantics/core.k	100	100	syntax	function_declaration	function,total	syntax Bool ::= isKwV(Val) [function, total]
320	supplied_semantics	reference-semantics/semantics/core.k	101	101	rule	ordinary_rule	-	rule isKwV(kwV(_:String, _:Val)) => true
321	supplied_semantics	reference-semantics/semantics/core.k	102	105	rule	owise_rule	owise	rule isKwV(_:Val) => false [owise]
322	supplied_semantics	reference-semantics/semantics/core.k	106	106	syntax	syntax_declaration	-	syntax Val ::= cellsMark(ParamNames)
323	supplied_semantics	reference-semantics/semantics/core.k	107	107	syntax	function_declaration	function	syntax ParamNames ::= cellsOf(Val) [function]
324	supplied_semantics	reference-semantics/semantics/core.k	108	108	rule	ordinary_rule	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
325	supplied_semantics	reference-semantics/semantics/core.k	109	109	syntax	function_declaration	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
326	supplied_semantics	reference-semantics/semantics/core.k	110	110	rule	ordinary_rule	-	rule pnMember(_:String, .ParamNames) => false
327	supplied_semantics	reference-semantics/semantics/core.k	111	112	rule	ordinary_rule	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
328	supplied_semantics	reference-semantics/semantics/core.k	113	113	syntax	syntax_declaration	-	syntax KItem ::= #cellW(Val, Val)
329	supplied_semantics	reference-semantics/semantics/core.k	114	116	rule	ordinary_rule	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
330	supplied_semantics	reference-semantics/semantics/core.k	117	117	syntax	syntax_declaration	-	syntax KItem ::= #alloc(Val)
331	supplied_semantics	reference-semantics/semantics/core.k	118	120	rule	ordinary_rule	-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
332	supplied_semantics	reference-semantics/semantics/core.k	124	124	syntax	syntax_declaration	-	syntax KItem ::= #loadAll(Module)
333	supplied_semantics	reference-semantics/semantics/core.k	125	125	rule	ordinary_rule	-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
334	supplied_semantics	reference-semantics/semantics/core.k	126	126	rule	ordinary_rule	-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
335	supplied_semantics	reference-semantics/semantics/core.k	127	129	rule	ordinary_rule	-	rule <k> .Stmts => .K ... </k>
336	supplied_semantics	reference-semantics/semantics/core.k	130	130	syntax	syntax_declaration	-	syntax KItem ::= #look(String, Int)
337	supplied_semantics	reference-semantics/semantics/core.k	131	131	rule	ordinary_rule	-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
338	supplied_semantics	reference-semantics/semantics/core.k	132	133	rule	ordinary_rule	-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
339	supplied_semantics	reference-semantics/semantics/core.k	145	147	rule	ordinary_rule	-	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
340	supplied_semantics	reference-semantics/semantics/core.k	152	153	rule	ordinary_rule	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
341	supplied_semantics	reference-semantics/semantics/core.k	157	157	syntax	function_declaration	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"
342	supplied_semantics	reference-semantics/semantics/core.k	158	184	rule	ordinary_rule	-	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
343	supplied_semantics	reference-semantics/semantics/core.k	185	185	syntax	syntax_declaration	-	syntax ApplyK ::= toCall(Val)
344	supplied_semantics	reference-semantics/semantics/core.k	186	188	syntax	syntax_declaration	-	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
345	supplied_semantics	reference-semantics/semantics/core.k	189	189	rule	ordinary_rule	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
346	supplied_semantics	reference-semantics/semantics/core.k	190	190	rule	ordinary_rule	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
347	supplied_semantics	reference-semantics/semantics/core.k	191	193	rule	ordinary_rule	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
348	supplied_semantics	reference-semantics/semantics/core.k	194	194	rule	ordinary_rule	-	rule <k> Int(I:Int) => I ... </k>
349	supplied_semantics	reference-semantics/semantics/core.k	195	195	rule	ordinary_rule	-	rule <k> Bool(B:Bool) => B ... </k>
350	supplied_semantics	reference-semantics/semantics/core.k	196	198	rule	ordinary_rule	-	rule <k> NoneVal => noneV ... </k>
351	supplied_semantics	reference-semantics/semantics/core.k	199	199	syntax	function_declaration	function	syntax Bool ::= truthy(Val) [function]
352	supplied_semantics	reference-semantics/semantics/core.k	200	200	rule	ordinary_rule	-	rule truthy(B:Bool) => B
353	supplied_semantics	reference-semantics/semantics/core.k	201	201	rule	ordinary_rule	-	rule truthy(noneV) => false
354	supplied_semantics	reference-semantics/semantics/core.k	202	202	rule	ordinary_rule	-	rule truthy(I:Int) => I =/=Int 0
355	supplied_semantics	reference-semantics/semantics/core.k	203	203	rule	ordinary_rule	-	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
356	supplied_semantics	reference-semantics/semantics/core.k	204	204	rule	ordinary_rule	-	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
357	supplied_semantics	reference-semantics/semantics/core.k	205	207	rule	ordinary_rule	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
358	supplied_semantics	reference-semantics/semantics/core.k	208	208	syntax	function_declaration	function	syntax Val ::= applyUn(String, Val) [function]
359	supplied_semantics	reference-semantics/semantics/core.k	209	209	syntax	function_declaration	function	syntax Val ::= applyBin(String, Val, Val) [function]
360	supplied_semantics	reference-semantics/semantics/core.k	210	217	syntax	function_declaration	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
361	supplied_semantics	reference-semantics/semantics/core.k	218	218	syntax	function_declaration	function,total	syntax Int ::= boolAsInt(Bool) [function, total]
362	supplied_semantics	reference-semantics/semantics/core.k	219	219	rule	ordinary_rule	-	rule boolAsInt(true) => 1
363	supplied_semantics	reference-semantics/semantics/core.k	220	221	rule	ordinary_rule	-	rule boolAsInt(false) => 0
364	supplied_semantics	reference-semantics/semantics/core.k	222	222	syntax	function_declaration	function,total	syntax Bool ::= isArithOp(String) [function, total]
365	supplied_semantics	reference-semantics/semantics/core.k	223	227	rule	ordinary_rule	-	"rule isArithOp(OP:String) => OP ==String ""+"" orBool OP ==String ""-"" orBool OP ==String ""*"" orBool OP ==String ""/"" orBool OP ==String "" orBool OP ==String ""**"""
366	supplied_semantics	reference-semantics/semantics/core.k	228	228	syntax	function_declaration	function,total	syntax Bool ::= isEqOrdOp(String) [function, total]
367	supplied_semantics	reference-semantics/semantics/core.k	229	232	rule	ordinary_rule	-	"rule isEqOrdOp(OP:String) => OP ==String ""=="" orBool OP ==String ""!="" orBool OP ==String ""<"" orBool OP ==String ""<="" orBool OP ==String "">"" orBool OP ==String "">="""
368	supplied_semantics	reference-semantics/semantics/core.k	233	233	syntax	function_declaration	function,total	syntax Bool ::= isOrdOp(String) [function, total]
369	supplied_semantics	reference-semantics/semantics/core.k	234	237	rule	ordinary_rule	-	"rule isOrdOp(OP:String) => OP ==String ""<"" orBool OP ==String ""<="" orBool OP ==String "">"" orBool OP ==String "">="""
370	supplied_semantics	reference-semantics/semantics/core.k	238	238	syntax	function_declaration	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
371	supplied_semantics	reference-semantics/semantics/core.k	239	239	rule	ordinary_rule	-	rule appendVal(.Vals, V:Val) => V , .Vals
372	supplied_semantics	reference-semantics/semantics/core.k	240	241	rule	ordinary_rule	-	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
373	supplied_semantics	reference-semantics/semantics/core.k	242	242	syntax	function_declaration	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
374	supplied_semantics	reference-semantics/semantics/core.k	243	243	rule	ordinary_rule	-	rule vals2valSeq(.Vals) => .ValSeq
375	supplied_semantics	reference-semantics/semantics/core.k	244	247	rule	ordinary_rule	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
376	supplied_semantics	reference-semantics/semantics/core.k	248	248	syntax	function_declaration	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
377	supplied_semantics	reference-semantics/semantics/core.k	249	249	rule	ordinary_rule	-	rule vsLen(.ValSeq) => 0
378	supplied_semantics	reference-semantics/semantics/core.k	250	251	rule	ordinary_rule	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
379	supplied_semantics	reference-semantics/semantics/core.k	252	252	syntax	function_declaration	function,total	syntax Int ::= isLen(IntSeq) [function, total]
380	supplied_semantics	reference-semantics/semantics/core.k	253	253	rule	ordinary_rule	-	rule isLen(.IntSeq) => 0
381	supplied_semantics	reference-semantics/semantics/core.k	254	257	rule	ordinary_rule	-	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
382	supplied_semantics	reference-semantics/semantics/core.k	258	258	syntax	function_declaration	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
383	supplied_semantics	reference-semantics/semantics/core.k	259	259	rule	ordinary_rule	-	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
384	supplied_semantics	reference-semantics/semantics/core.k	260	260	rule	ordinary_rule	-	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
385	supplied_semantics	reference-semantics/semantics/core.k	261	261	rule	ordinary_rule	-	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
386	supplied_semantics	reference-semantics/semantics/core.k	263	263	rule	ordinary_rule	-	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
387	supplied_semantics	reference-semantics/semantics/dict.k	20	22	syntax	syntax_declaration	-	syntax Val ::= dictV(ValSeq, ValSeq)
388	supplied_semantics	reference-semantics/semantics/dict.k	23	25	syntax	syntax_declaration	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
389	supplied_semantics	reference-semantics/semantics/dict.k	26	26	rule	ordinary_rule	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
390	supplied_semantics	reference-semantics/semantics/dict.k	27	27	rule	ordinary_rule	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
391	supplied_semantics	reference-semantics/semantics/dict.k	28	29	rule	ordinary_rule	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
392	supplied_semantics	reference-semantics/semantics/dict.k	30	31	rule	ordinary_rule	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
393	supplied_semantics	reference-semantics/semantics/dict.k	32	36	rule	ordinary_rule	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
394	supplied_semantics	reference-semantics/semantics/dict.k	37	37	syntax	function_declaration	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
395	supplied_semantics	reference-semantics/semantics/dict.k	38	38	rule	ordinary_rule	-	rule dHasKey(.ValSeq, _:Val) => false
396	supplied_semantics	reference-semantics/semantics/dict.k	39	39	rule	ordinary_rule	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
397	supplied_semantics	reference-semantics/semantics/dict.k	40	42	rule	ordinary_rule	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
398	supplied_semantics	reference-semantics/semantics/dict.k	43	43	syntax	function_declaration	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
399	supplied_semantics	reference-semantics/semantics/dict.k	44	44	rule	ordinary_rule	-	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
400	supplied_semantics	reference-semantics/semantics/dict.k	45	48	rule	ordinary_rule	-	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
401	supplied_semantics	reference-semantics/semantics/dict.k	49	49	syntax	function_declaration	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
402	supplied_semantics	reference-semantics/semantics/dict.k	50	50	rule	ordinary_rule	-	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
403	supplied_semantics	reference-semantics/semantics/dict.k	52	52	rule	ordinary_rule	-	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
404	supplied_semantics	reference-semantics/semantics/dict.k	54	57	rule	owise_rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
405	supplied_semantics	reference-semantics/semantics/dict.k	58	62	rule	priority_rule	priority	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
406	supplied_semantics	reference-semantics/semantics/dict.k	63	63	rule	ordinary_rule	-	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
407	supplied_semantics	reference-semantics/semantics/dict.k	64	64	syntax	function_declaration	function	syntax Val ::= applyIndexD(Val, Val) [function]
408	supplied_semantics	reference-semantics/semantics/dict.k	65	69	rule	priority_rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
409	supplied_semantics	reference-semantics/semantics/dict.k	70	70	syntax	function_declaration	function	syntax Val ::= dictSet(Val, Val, Val) [function]
410	supplied_semantics	reference-semantics/semantics/dict.k	71	75	rule	ordinary_rule	-	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
411	supplied_semantics	reference-semantics/semantics/dict.k	76	76	syntax	syntax_declaration	-	syntax KItem ::= #dsetK(String, Val)
412	supplied_semantics	reference-semantics/semantics/dict.k	77	77	rule	ordinary_rule	-	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
413	supplied_semantics	reference-semantics/semantics/dict.k	78	80	rule	ordinary_rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
414	supplied_semantics	reference-semantics/semantics/dict.k	82	84	rule	ordinary_rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
415	supplied_semantics	reference-semantics/semantics/dict.k	86	86	syntax	syntax_declaration	-	syntax KItem ::= #dsetV(Val, Val, Val)
416	supplied_semantics	reference-semantics/semantics/dict.k	87	89	rule	ordinary_rule	-	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
417	supplied_semantics	reference-semantics/semantics/dict.k	90	90	syntax	function_declaration	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
418	supplied_semantics	reference-semantics/semantics/dict.k	91	91	rule	ordinary_rule	-	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
419	supplied_semantics	reference-semantics/semantics/dict.k	92	94	rule	ordinary_rule	-	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
420	supplied_semantics	reference-semantics/semantics/dict.k	95	96	rule	ordinary_rule	-	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
421	supplied_semantics	reference-semantics/semantics/dict.k	97	97	syntax	function_declaration	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
422	supplied_semantics	reference-semantics/semantics/dict.k	98	98	rule	ordinary_rule	-	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
423	supplied_semantics	reference-semantics/semantics/dict.k	99	100	rule	ordinary_rule	-	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
424	supplied_semantics	reference-semantics/semantics/dict.k	101	101	syntax	function_declaration	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
425	supplied_semantics	reference-semantics/semantics/dict.k	102	102	rule	ordinary_rule	-	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
426	supplied_semantics	reference-semantics/semantics/dict.k	103	103	rule	ordinary_rule	-	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
427	supplied_semantics	reference-semantics/semantics/float.k	20	20	syntax	syntax_declaration	-	syntax Val ::= Float
428	supplied_semantics	reference-semantics/semantics/float.k	21	23	rule	ordinary_rule	-	rule <k> Float(F:Float) => F ... </k>
429	supplied_semantics	reference-semantics/semantics/float.k	24	24	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
430	supplied_semantics	reference-semantics/semantics/float.k	25	26	rule	ordinary_rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
431	supplied_semantics	reference-semantics/semantics/float.k	27	29	rule	ordinary_rule	-	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
432	supplied_semantics	reference-semantics/semantics/float.k	30	30	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
433	supplied_semantics	reference-semantics/semantics/float.k	31	31	rule	ordinary_rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
434	supplied_semantics	reference-semantics/semantics/float.k	32	36	rule	ordinary_rule	-	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
435	supplied_semantics	reference-semantics/semantics/float.k	37	37	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
436	supplied_semantics	reference-semantics/semantics/float.k	38	38	rule	ordinary_rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
437	supplied_semantics	reference-semantics/semantics/float.k	39	42	rule	ordinary_rule	-	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
438	supplied_semantics	reference-semantics/semantics/float.k	43	43	rule	ordinary_rule	-	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
439	supplied_semantics	reference-semantics/semantics/float.k	44	49	rule	ordinary_rule	-	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
440	supplied_semantics	reference-semantics/semantics/float.k	50	50	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
441	supplied_semantics	reference-semantics/semantics/float.k	51	51	rule	ordinary_rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
442	supplied_semantics	reference-semantics/semantics/float.k	52	53	rule	ordinary_rule	-	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
443	supplied_semantics	reference-semantics/semantics/float.k	54	54	syntax	function_declaration	function,total,symbol,no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
444	supplied_semantics	reference-semantics/semantics/float.k	55	55	rule	ordinary_rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
445	supplied_semantics	reference-semantics/semantics/float.k	56	60	rule	ordinary_rule	-	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
446	supplied_semantics	reference-semantics/semantics/float.k	61	64	rule	ordinary_rule	-	rule <k> Import(_:String) => .K ... </k>
447	supplied_semantics	reference-semantics/semantics/float.k	65	65	syntax	syntax_declaration	-	"syntax KItem ::= ""#mathCeil"""
448	supplied_semantics	reference-semantics/semantics/float.k	66	66	rule	priority_rule	priority	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
449	supplied_semantics	reference-semantics/semantics/float.k	67	69	rule	ordinary_rule	-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
450	supplied_semantics	reference-semantics/semantics/float.k	70	70	syntax	syntax_declaration	-	"syntax KItem ::= ""#mathFloor"""
451	supplied_semantics	reference-semantics/semantics/float.k	71	71	rule	priority_rule	priority	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
452	supplied_semantics	reference-semantics/semantics/float.k	72	72	rule	ordinary_rule	-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
453	supplied_semantics	reference-semantics/semantics/float.k	73	73	syntax	function_declaration	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
454	supplied_semantics	reference-semantics/semantics/float.k	74	74	rule	ordinary_rule	concrete	rule floorFI(I:Int) => I [concrete]
455	supplied_semantics	reference-semantics/semantics/float.k	75	77	rule	ordinary_rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
456	supplied_semantics	reference-semantics/semantics/float.k	78	78	rule	ordinary_rule	-	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
457	supplied_semantics	reference-semantics/semantics/float.k	79	81	rule	ordinary_rule	-	"rule applyBuiltin(""ceil"", V:Val, .Vals) => ceilF(V)"
458	supplied_semantics	reference-semantics/semantics/float.k	82	82	syntax	syntax_declaration	-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
459	supplied_semantics	reference-semantics/semantics/float.k	83	83	rule	priority_rule	priority	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
460	supplied_semantics	reference-semantics/semantics/float.k	84	84	rule	ordinary_rule	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
461	supplied_semantics	reference-semantics/semantics/float.k	85	85	rule	ordinary_rule	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
462	supplied_semantics	reference-semantics/semantics/float.k	86	86	syntax	function_declaration	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]
463	supplied_semantics	reference-semantics/semantics/float.k	87	87	rule	ordinary_rule	concrete	rule toF(F:Float) => F [concrete]
