# Exhaustive K source inventory
# Inputs:
#   /reference/reference-semantics/semantics.k
#   /reference/reference-semantics/semantics/assert.k
#   /reference/reference-semantics/semantics/bool.k
#   /reference/reference-semantics/semantics/builtins.k
#   /reference/reference-semantics/semantics/call.k
#   /reference/reference-semantics/semantics/comprehension.k
#   /reference/reference-semantics/semantics/concrete.k
#   /reference/reference-semantics/semantics/controls.k
#   /reference/reference-semantics/semantics/core.k
#   /reference/reference-semantics/semantics/dict.k
#   /reference/reference-semantics/semantics/float.k
#   /reference/reference-semantics/semantics/functions.k
#   /reference/reference-semantics/semantics/int.k
#   /reference/reference-semantics/semantics/iter.k
#   /reference/reference-semantics/semantics/list.k
#   /reference/reference-semantics/semantics/methods.k
#   /reference/reference-semantics/semantics/operators.k
#   /reference/reference-semantics/semantics/range.k
#   /reference/reference-semantics/semantics/set.k
#   /reference/reference-semantics/semantics/sort.k
#   /reference/reference-semantics/semantics/str.k
#   /reference/reference-semantics/semantics/subscript.k
#   /reference/reference-semantics/semantics/syntax.k
#   /reference/reference-semantics/semantics/tuple.k
#   /candidate/verification.k
#   /candidate/spec.k
# TOTAL_RECORDS=934
# KIND_COUNTS=CLAIM:4,CONFIGURATION:1,CONTEXT:5,RULE:696,SYNTAX:228
# ATTRIBUTE_COUNTS=concrete:35,function:146,macro:4,macro-rec:1,no-evaluators:22,owise:26,priority:45,seqstrict:1,strict:2,symbol:25,total:107
id	file	line	kind	attributes	declaration_or_rule
319	/reference/reference-semantics/semantics/core.k	113	SYNTAX	-	syntax KItem ::= #cellW(Val, Val)
320	/reference/reference-semantics/semantics/core.k	114	RULE	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	/reference/reference-semantics/semantics/core.k	117	SYNTAX	-	syntax KItem ::= #alloc(Val)
322	/reference/reference-semantics/semantics/core.k	118	RULE	-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
323	/reference/reference-semantics/semantics/core.k	124	SYNTAX	-	syntax KItem ::= #loadAll(Module)
324	/reference/reference-semantics/semantics/core.k	125	RULE	-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	/reference/reference-semantics/semantics/core.k	126	RULE	-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	/reference/reference-semantics/semantics/core.k	127	RULE	-	rule <k> .Stmts => .K ... </k>
327	/reference/reference-semantics/semantics/core.k	130	SYNTAX	-	syntax KItem ::= #look(String, Int)
328	/reference/reference-semantics/semantics/core.k	131	RULE	-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	/reference/reference-semantics/semantics/core.k	132	RULE	-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
330	/reference/reference-semantics/semantics/core.k	145	RULE	priority	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
331	/reference/reference-semantics/semantics/core.k	152	RULE	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
332	/reference/reference-semantics/semantics/core.k	157	SYNTAX	function,total	syntax Scope ::= "builtinsScope" [function, total]
333	/reference/reference-semantics/semantics/core.k	158	RULE	-	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
334	/reference/reference-semantics/semantics/core.k	185	SYNTAX	-	syntax ApplyK ::= toCall(Val)
335	/reference/reference-semantics/semantics/core.k	186	SYNTAX	-	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	/reference/reference-semantics/semantics/core.k	189	RULE	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	/reference/reference-semantics/semantics/core.k	190	RULE	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	/reference/reference-semantics/semantics/core.k	191	RULE	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	/reference/reference-semantics/semantics/core.k	194	RULE	-	rule <k> Int(I:Int)   => I ... </k>
340	/reference/reference-semantics/semantics/core.k	195	RULE	-	rule <k> Bool(B:Bool) => B ... </k>
341	/reference/reference-semantics/semantics/core.k	196	RULE	-	rule <k> NoneVal      => noneV ... </k>
342	/reference/reference-semantics/semantics/core.k	199	SYNTAX	function	syntax Bool ::= truthy(Val) [function]
343	/reference/reference-semantics/semantics/core.k	200	RULE	-	rule truthy(B:Bool)          => B
344	/reference/reference-semantics/semantics/core.k	201	RULE	-	rule truthy(noneV)           => false
345	/reference/reference-semantics/semantics/core.k	202	RULE	-	rule truthy(I:Int)           => I =/=Int 0
346	/reference/reference-semantics/semantics/core.k	203	RULE	-	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
347	/reference/reference-semantics/semantics/core.k	204	RULE	-	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
348	/reference/reference-semantics/semantics/core.k	205	RULE	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
349	/reference/reference-semantics/semantics/core.k	208	SYNTAX	function	syntax Val  ::= applyUn(String, Val) [function]
350	/reference/reference-semantics/semantics/core.k	209	SYNTAX	function	syntax Val  ::= applyBin(String, Val, Val) [function]
351	/reference/reference-semantics/semantics/core.k	210	SYNTAX	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
352	/reference/reference-semantics/semantics/core.k	213	SYNTAX	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
353	/reference/reference-semantics/semantics/core.k	214	RULE	-	rule appendVal(.Vals, V:Val)              => V , .Vals
354	/reference/reference-semantics/semantics/core.k	215	RULE	-	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
355	/reference/reference-semantics/semantics/core.k	217	SYNTAX	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	/reference/reference-semantics/semantics/core.k	218	RULE	-	rule vals2valSeq(.Vals)            => .ValSeq
357	/reference/reference-semantics/semantics/core.k	219	RULE	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
358	/reference/reference-semantics/semantics/core.k	223	SYNTAX	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
359	/reference/reference-semantics/semantics/core.k	224	RULE	-	rule vsLen(.ValSeq)                => 0
360	/reference/reference-semantics/semantics/core.k	225	RULE	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
361	/reference/reference-semantics/semantics/core.k	227	SYNTAX	function,total	syntax Int ::= isLen(IntSeq) [function, total]
362	/reference/reference-semantics/semantics/core.k	228	RULE	-	rule isLen(.IntSeq)                => 0
363	/reference/reference-semantics/semantics/core.k	229	RULE	-	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
364	/reference/reference-semantics/semantics/core.k	233	SYNTAX	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
365	/reference/reference-semantics/semantics/core.k	234	RULE	-	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
366	/reference/reference-semantics/semantics/core.k	235	RULE	-	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
367	/reference/reference-semantics/semantics/core.k	236	RULE	-	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
368	/reference/reference-semantics/semantics/core.k	238	RULE	-	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0 endmodule
369	/reference/reference-semantics/semantics/dict.k	20	SYNTAX	-	syntax Val ::= dictV(ValSeq, ValSeq)
370	/reference/reference-semantics/semantics/dict.k	23	SYNTAX	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
371	/reference/reference-semantics/semantics/dict.k	26	RULE	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
372	/reference/reference-semantics/semantics/dict.k	27	RULE	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
373	/reference/reference-semantics/semantics/dict.k	28	RULE	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
374	/reference/reference-semantics/semantics/dict.k	30	RULE	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
375	/reference/reference-semantics/semantics/dict.k	32	RULE	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
376	/reference/reference-semantics/semantics/dict.k	37	SYNTAX	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
377	/reference/reference-semantics/semantics/dict.k	38	RULE	-	rule dHasKey(.ValSeq, _:Val)                => false
378	/reference/reference-semantics/semantics/dict.k	39	RULE	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
379	/reference/reference-semantics/semantics/dict.k	40	RULE	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
380	/reference/reference-semantics/semantics/dict.k	43	SYNTAX	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
381	/reference/reference-semantics/semantics/dict.k	44	RULE	-	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
382	/reference/reference-semantics/semantics/dict.k	45	RULE	-	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
383	/reference/reference-semantics/semantics/dict.k	49	SYNTAX	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
384	/reference/reference-semantics/semantics/dict.k	50	RULE	-	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
385	/reference/reference-semantics/semantics/dict.k	52	RULE	-	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
386	/reference/reference-semantics/semantics/dict.k	54	RULE	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
387	/reference/reference-semantics/semantics/dict.k	58	RULE	priority	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
388	/reference/reference-semantics/semantics/dict.k	63	RULE	-	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
389	/reference/reference-semantics/semantics/dict.k	64	SYNTAX	function	syntax Val ::= applyIndexD(Val, Val) [function]
390	/reference/reference-semantics/semantics/dict.k	65	RULE	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
391	/reference/reference-semantics/semantics/dict.k	70	SYNTAX	function	syntax Val ::= dictSet(Val, Val, Val) [function]
392	/reference/reference-semantics/semantics/dict.k	71	RULE	-	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
393	/reference/reference-semantics/semantics/dict.k	76	SYNTAX	-	syntax KItem ::= #dsetK(String, Val)
394	/reference/reference-semantics/semantics/dict.k	77	RULE	-	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
395	/reference/reference-semantics/semantics/dict.k	78	RULE	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
396	/reference/reference-semantics/semantics/dict.k	82	RULE	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
397	/reference/reference-semantics/semantics/dict.k	86	SYNTAX	-	syntax KItem ::= #dsetV(Val, Val, Val)
398	/reference/reference-semantics/semantics/dict.k	87	RULE	-	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
399	/reference/reference-semantics/semantics/dict.k	90	SYNTAX	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
400	/reference/reference-semantics/semantics/dict.k	91	RULE	-	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
401	/reference/reference-semantics/semantics/dict.k	92	RULE	-	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
402	/reference/reference-semantics/semantics/dict.k	95	RULE	-	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
403	/reference/reference-semantics/semantics/dict.k	97	SYNTAX	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
404	/reference/reference-semantics/semantics/dict.k	98	RULE	-	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
405	/reference/reference-semantics/semantics/dict.k	99	RULE	-	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
406	/reference/reference-semantics/semantics/dict.k	101	SYNTAX	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
407	/reference/reference-semantics/semantics/dict.k	102	RULE	-	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
408	/reference/reference-semantics/semantics/dict.k	103	RULE	-	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K) endmodule
409	/reference/reference-semantics/semantics/float.k	20	SYNTAX	-	syntax Val ::= Float
410	/reference/reference-semantics/semantics/float.k	21	RULE	-	rule <k> Float(F:Float) => F ... </k>
411	/reference/reference-semantics/semantics/float.k	24	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
412	/reference/reference-semantics/semantics/float.k	25	RULE	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
413	/reference/reference-semantics/semantics/float.k	27	RULE	-	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
414	/reference/reference-semantics/semantics/float.k	30	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
415	/reference/reference-semantics/semantics/float.k	31	RULE	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
416	/reference/reference-semantics/semantics/float.k	32	RULE	-	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
417	/reference/reference-semantics/semantics/float.k	37	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
418	/reference/reference-semantics/semantics/float.k	38	RULE	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
419	/reference/reference-semantics/semantics/float.k	39	RULE	-	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
420	/reference/reference-semantics/semantics/float.k	43	RULE	-	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
421	/reference/reference-semantics/semantics/float.k	44	RULE	-	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
422	/reference/reference-semantics/semantics/float.k	50	SYNTAX	function,total,symbol,no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
423	/reference/reference-semantics/semantics/float.k	51	RULE	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
424	/reference/reference-semantics/semantics/float.k	52	RULE	-	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
425	/reference/reference-semantics/semantics/float.k	54	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
426	/reference/reference-semantics/semantics/float.k	55	RULE	concrete	rule absF(F:Float) => absFloat(F) [concrete]
427	/reference/reference-semantics/semantics/float.k	56	RULE	-	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
428	/reference/reference-semantics/semantics/float.k	61	RULE	-	rule <k> Import(_:String) => .K ... </k>
429	/reference/reference-semantics/semantics/float.k	65	SYNTAX	-	syntax KItem ::= "#mathCeil"
430	/reference/reference-semantics/semantics/float.k	66	RULE	priority	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
431	/reference/reference-semantics/semantics/float.k	67	RULE	-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
432	/reference/reference-semantics/semantics/float.k	70	SYNTAX	-	syntax KItem ::= "#mathFloor"
433	/reference/reference-semantics/semantics/float.k	71	RULE	priority	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
434	/reference/reference-semantics/semantics/float.k	72	RULE	-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
435	/reference/reference-semantics/semantics/float.k	73	SYNTAX	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
436	/reference/reference-semantics/semantics/float.k	74	RULE	concrete	rule floorFI(I:Int)   => I                        [concrete]
437	/reference/reference-semantics/semantics/float.k	75	RULE	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
438	/reference/reference-semantics/semantics/float.k	78	RULE	-	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
439	/reference/reference-semantics/semantics/float.k	79	RULE	-	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
440	/reference/reference-semantics/semantics/float.k	82	SYNTAX	-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
441	/reference/reference-semantics/semantics/float.k	83	RULE	priority	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
442	/reference/reference-semantics/semantics/float.k	84	RULE	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
443	/reference/reference-semantics/semantics/float.k	85	RULE	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
444	/reference/reference-semantics/semantics/float.k	86	SYNTAX	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]
445	/reference/reference-semantics/semantics/float.k	87	RULE	concrete	rule toF(F:Float) => F        [concrete]
446	/reference/reference-semantics/semantics/float.k	88	RULE	concrete	rule toF(I:Int)   => intToF(I) [concrete]
447	/reference/reference-semantics/semantics/float.k	93	SYNTAX	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
448	/reference/reference-semantics/semantics/float.k	94	RULE	concrete	rule ceilF(I:Int)   => I                       [concrete]
449	/reference/reference-semantics/semantics/float.k	95	RULE	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
450	/reference/reference-semantics/semantics/float.k	99	RULE	-	rule applyUn("-", F:Float) => 0.0 -Float F
451	/reference/reference-semantics/semantics/float.k	103	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
452	/reference/reference-semantics/semantics/float.k	104	RULE	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
453	/reference/reference-semantics/semantics/float.k	105	RULE	-	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
454	/reference/reference-semantics/semantics/float.k	107	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
455	/reference/reference-semantics/semantics/float.k	108	RULE	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
456	/reference/reference-semantics/semantics/float.k	109	RULE	-	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
457	/reference/reference-semantics/semantics/float.k	111	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
458	/reference/reference-semantics/semantics/float.k	112	RULE	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
459	/reference/reference-semantics/semantics/float.k	113	RULE	-	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
460	/reference/reference-semantics/semantics/float.k	115	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	/reference/reference-semantics/semantics/float.k	116	RULE	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	/reference/reference-semantics/semantics/float.k	117	RULE	-	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
463	/reference/reference-semantics/semantics/float.k	119	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	/reference/reference-semantics/semantics/float.k	120	RULE	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	/reference/reference-semantics/semantics/float.k	121	RULE	-	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
466	/reference/reference-semantics/semantics/float.k	125	SYNTAX	function,total,symbol,no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	/reference/reference-semantics/semantics/float.k	126	RULE	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	/reference/reference-semantics/semantics/float.k	127	RULE	-	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
469	/reference/reference-semantics/semantics/float.k	128	RULE	-	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
470	/reference/reference-semantics/semantics/float.k	129	RULE	-	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
471	/reference/reference-semantics/semantics/float.k	132	RULE	-	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
472	/reference/reference-semantics/semantics/float.k	133	RULE	-	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
473	/reference/reference-semantics/semantics/float.k	134	RULE	-	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
474	/reference/reference-semantics/semantics/float.k	135	RULE	-	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
475	/reference/reference-semantics/semantics/float.k	136	RULE	-	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
476	/reference/reference-semantics/semantics/float.k	137	RULE	-	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
477	/reference/reference-semantics/semantics/float.k	138	RULE	-	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
478	/reference/reference-semantics/semantics/float.k	139	RULE	-	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
479	/reference/reference-semantics/semantics/float.k	142	SYNTAX	function,total,symbol,no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	/reference/reference-semantics/semantics/float.k	143	RULE	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	/reference/reference-semantics/semantics/float.k	144	RULE	-	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
482	/reference/reference-semantics/semantics/float.k	145	RULE	-	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
483	/reference/reference-semantics/semantics/float.k	146	RULE	-	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
484	/reference/reference-semantics/semantics/float.k	147	RULE	-	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
485	/reference/reference-semantics/semantics/float.k	148	RULE	-	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
486	/reference/reference-semantics/semantics/float.k	149	RULE	-	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
487	/reference/reference-semantics/semantics/float.k	150	RULE	-	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
488	/reference/reference-semantics/semantics/float.k	151	RULE	-	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
489	/reference/reference-semantics/semantics/float.k	154	RULE	-	rule applyCmp("==", V:Val, noneV) => V ==K noneV
490	/reference/reference-semantics/semantics/float.k	155	RULE	-	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
491	/reference/reference-semantics/semantics/float.k	160	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	/reference/reference-semantics/semantics/float.k	161	RULE	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
