file	line	kind	attributes	guard	assessment	text
unicode-case.k	1144	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\x8f\xbb"") => ""\xe1\x8f\xb3"""
unicode-case.k	1145	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\x8f\xbc"") => ""\xe1\x8f\xb4"""
unicode-case.k	1146	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\x8f\xbd"") => ""\xe1\x8f\xb5"""
unicode-case.k	1147	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x80"") => ""\xd0\x92"""
unicode-case.k	1148	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x81"") => ""\xd0\x94"""
unicode-case.k	1149	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x82"") => ""\xd0\x9e"""
unicode-case.k	1150	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x83"") => ""\xd0\xa1"""
unicode-case.k	1151	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x84"") => ""\xd0\xa2"""
unicode-case.k	1152	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x85"") => ""\xd0\xa2"""
unicode-case.k	1153	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x86"") => ""\xd0\xaa"""
unicode-case.k	1154	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x87"") => ""\xd1\xa2"""
unicode-case.k	1155	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x88"") => ""\xea\x99\x8a"""
unicode-case.k	1156	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x90"") => ""\xe1\x83\x90"""
unicode-case.k	1157	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x91"") => ""\xe1\x83\x91"""
unicode-case.k	1158	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x92"") => ""\xe1\x83\x92"""
unicode-case.k	1159	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x93"") => ""\xe1\x83\x93"""
unicode-case.k	1160	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x94"") => ""\xe1\x83\x94"""
unicode-case.k	1161	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x95"") => ""\xe1\x83\x95"""
unicode-case.k	1162	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x96"") => ""\xe1\x83\x96"""
unicode-case.k	1163	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x97"") => ""\xe1\x83\x97"""
unicode-case.k	1164	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x98"") => ""\xe1\x83\x98"""
unicode-case.k	1165	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x99"") => ""\xe1\x83\x99"""
unicode-case.k	1166	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9a"") => ""\xe1\x83\x9a"""
unicode-case.k	1167	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9b"") => ""\xe1\x83\x9b"""
unicode-case.k	1168	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9c"") => ""\xe1\x83\x9c"""
unicode-case.k	1169	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9d"") => ""\xe1\x83\x9d"""
unicode-case.k	1170	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9e"") => ""\xe1\x83\x9e"""
unicode-case.k	1171	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\x9f"") => ""\xe1\x83\x9f"""
unicode-case.k	1172	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa0"") => ""\xe1\x83\xa0"""
unicode-case.k	1173	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa1"") => ""\xe1\x83\xa1"""
unicode-case.k	1174	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa2"") => ""\xe1\x83\xa2"""
unicode-case.k	1175	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa3"") => ""\xe1\x83\xa3"""
unicode-case.k	1176	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa4"") => ""\xe1\x83\xa4"""
unicode-case.k	1177	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa5"") => ""\xe1\x83\xa5"""
unicode-case.k	1178	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa6"") => ""\xe1\x83\xa6"""
unicode-case.k	1179	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa7"") => ""\xe1\x83\xa7"""
unicode-case.k	1180	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa8"") => ""\xe1\x83\xa8"""
unicode-case.k	1181	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xa9"") => ""\xe1\x83\xa9"""
unicode-case.k	1182	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xaa"") => ""\xe1\x83\xaa"""
unicode-case.k	1183	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xab"") => ""\xe1\x83\xab"""
unicode-case.k	1184	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xac"") => ""\xe1\x83\xac"""
unicode-case.k	1185	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xad"") => ""\xe1\x83\xad"""
unicode-case.k	1186	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xae"") => ""\xe1\x83\xae"""
unicode-case.k	1187	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xaf"") => ""\xe1\x83\xaf"""
unicode-case.k	1188	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb0"") => ""\xe1\x83\xb0"""
unicode-case.k	1189	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb1"") => ""\xe1\x83\xb1"""
unicode-case.k	1190	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb2"") => ""\xe1\x83\xb2"""
unicode-case.k	1191	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb3"") => ""\xe1\x83\xb3"""
unicode-case.k	1192	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb4"") => ""\xe1\x83\xb4"""
unicode-case.k	1193	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb5"") => ""\xe1\x83\xb5"""
unicode-case.k	1194	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb6"") => ""\xe1\x83\xb6"""
unicode-case.k	1195	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb7"") => ""\xe1\x83\xb7"""
unicode-case.k	1196	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb8"") => ""\xe1\x83\xb8"""
unicode-case.k	1197	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xb9"") => ""\xe1\x83\xb9"""
unicode-case.k	1198	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xba"") => ""\xe1\x83\xba"""
unicode-case.k	1199	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xbd"") => ""\xe1\x83\xbd"""
unicode-case.k	1200	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xbe"") => ""\xe1\x83\xbe"""
unicode-case.k	1201	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb2\xbf"") => ""\xe1\x83\xbf"""
unicode-case.k	1202	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb5\xb9"") => ""\xea\x9d\xbd"""
unicode-case.k	1203	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb5\xbd"") => ""\xe2\xb1\xa3"""
unicode-case.k	1204	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb6\x8e"") => ""\xea\x9f\x86"""
unicode-case.k	1205	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x80"") => ""\xe1\xb8\x81"""
unicode-case.k	1206	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x81"") => ""\xe1\xb8\x80"""
unicode-case.k	1207	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x82"") => ""\xe1\xb8\x83"""
unicode-case.k	1208	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x83"") => ""\xe1\xb8\x82"""
unicode-case.k	1209	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x84"") => ""\xe1\xb8\x85"""
unicode-case.k	1210	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x85"") => ""\xe1\xb8\x84"""
unicode-case.k	1211	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x86"") => ""\xe1\xb8\x87"""
unicode-case.k	1212	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x87"") => ""\xe1\xb8\x86"""
unicode-case.k	1213	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x88"") => ""\xe1\xb8\x89"""
unicode-case.k	1214	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x89"") => ""\xe1\xb8\x88"""
unicode-case.k	1215	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8a"") => ""\xe1\xb8\x8b"""
unicode-case.k	1216	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8b"") => ""\xe1\xb8\x8a"""
unicode-case.k	1217	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8c"") => ""\xe1\xb8\x8d"""
unicode-case.k	1218	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8d"") => ""\xe1\xb8\x8c"""
unicode-case.k	1219	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8e"") => ""\xe1\xb8\x8f"""
unicode-case.k	1220	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x8f"") => ""\xe1\xb8\x8e"""
unicode-case.k	1221	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x90"") => ""\xe1\xb8\x91"""
unicode-case.k	1222	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x91"") => ""\xe1\xb8\x90"""
unicode-case.k	1223	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x92"") => ""\xe1\xb8\x93"""
unicode-case.k	1224	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x93"") => ""\xe1\xb8\x92"""
unicode-case.k	1225	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x94"") => ""\xe1\xb8\x95"""
unicode-case.k	1226	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x95"") => ""\xe1\xb8\x94"""
unicode-case.k	1227	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x96"") => ""\xe1\xb8\x97"""
unicode-case.k	1228	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x97"") => ""\xe1\xb8\x96"""
unicode-case.k	1229	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x98"") => ""\xe1\xb8\x99"""
unicode-case.k	1230	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x99"") => ""\xe1\xb8\x98"""
unicode-case.k	1231	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9a"") => ""\xe1\xb8\x9b"""
unicode-case.k	1232	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9b"") => ""\xe1\xb8\x9a"""
unicode-case.k	1233	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9c"") => ""\xe1\xb8\x9d"""
unicode-case.k	1234	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9d"") => ""\xe1\xb8\x9c"""
unicode-case.k	1235	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9e"") => ""\xe1\xb8\x9f"""
unicode-case.k	1236	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\x9f"") => ""\xe1\xb8\x9e"""
unicode-case.k	1237	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa0"") => ""\xe1\xb8\xa1"""
unicode-case.k	1238	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa1"") => ""\xe1\xb8\xa0"""
unicode-case.k	1239	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa2"") => ""\xe1\xb8\xa3"""
unicode-case.k	1240	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa3"") => ""\xe1\xb8\xa2"""
unicode-case.k	1241	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa4"") => ""\xe1\xb8\xa5"""
unicode-case.k	1242	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa5"") => ""\xe1\xb8\xa4"""
unicode-case.k	1243	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa6"") => ""\xe1\xb8\xa7"""
unicode-case.k	1244	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa7"") => ""\xe1\xb8\xa6"""
unicode-case.k	1245	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa8"") => ""\xe1\xb8\xa9"""
unicode-case.k	1246	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xa9"") => ""\xe1\xb8\xa8"""
unicode-case.k	1247	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xaa"") => ""\xe1\xb8\xab"""
unicode-case.k	1248	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xab"") => ""\xe1\xb8\xaa"""
unicode-case.k	1249	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xac"") => ""\xe1\xb8\xad"""
unicode-case.k	1250	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xad"") => ""\xe1\xb8\xac"""
unicode-case.k	1251	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xae"") => ""\xe1\xb8\xaf"""
unicode-case.k	1252	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xaf"") => ""\xe1\xb8\xae"""
unicode-case.k	1253	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb0"") => ""\xe1\xb8\xb1"""
unicode-case.k	1254	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb1"") => ""\xe1\xb8\xb0"""
unicode-case.k	1255	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb2"") => ""\xe1\xb8\xb3"""
unicode-case.k	1256	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb3"") => ""\xe1\xb8\xb2"""
unicode-case.k	1257	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb4"") => ""\xe1\xb8\xb5"""
unicode-case.k	1258	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb5"") => ""\xe1\xb8\xb4"""
unicode-case.k	1259	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb6"") => ""\xe1\xb8\xb7"""
unicode-case.k	1260	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb7"") => ""\xe1\xb8\xb6"""
unicode-case.k	1261	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb8"") => ""\xe1\xb8\xb9"""
unicode-case.k	1262	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xb9"") => ""\xe1\xb8\xb8"""
unicode-case.k	1263	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xba"") => ""\xe1\xb8\xbb"""
unicode-case.k	1264	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xbb"") => ""\xe1\xb8\xba"""
unicode-case.k	1265	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xbc"") => ""\xe1\xb8\xbd"""
unicode-case.k	1266	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xbd"") => ""\xe1\xb8\xbc"""
unicode-case.k	1267	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xbe"") => ""\xe1\xb8\xbf"""
unicode-case.k	1268	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb8\xbf"") => ""\xe1\xb8\xbe"""
unicode-case.k	1269	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x80"") => ""\xe1\xb9\x81"""
unicode-case.k	1270	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x81"") => ""\xe1\xb9\x80"""
unicode-case.k	1271	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x82"") => ""\xe1\xb9\x83"""
unicode-case.k	1272	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x83"") => ""\xe1\xb9\x82"""
unicode-case.k	1273	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x84"") => ""\xe1\xb9\x85"""
unicode-case.k	1274	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x85"") => ""\xe1\xb9\x84"""
unicode-case.k	1275	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x86"") => ""\xe1\xb9\x87"""
unicode-case.k	1276	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x87"") => ""\xe1\xb9\x86"""
unicode-case.k	1277	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x88"") => ""\xe1\xb9\x89"""
