COMMAND: python3 /audit-output/evidence/k_inventory.py
# item_count=1100
# kind_counts={'claim': 1, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 697, 'syntax': 229}
# attribute_counts={'concrete': 35, 'function': 145, 'macro': 5, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'strict': 2, 'total': 107}
# decision_counts={'ASSEMBLY_OR_MODULE_DECLARATION': 167, 'EXECUTED_FIXED_FRAGMENT_ACCEPTED': 55, 'OPAQUE_FIXED_PRIMITIVE_UNREACHED': 22, 'PROOF_LOCAL_ACCEPTED_EXACT_HARNESS': 4, 'TARGET_CLAIM_RESULT_CONSTRAINING': 1, 'UNREACHED_NO_INTENDED_DOMAIN_WITNESS': 851}
id	path	lines	kind	attributes	relevance	decision	declaration
K0554	reference-semantics/semantics/float.k	99-102	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyUn("-", F:Float) => 0.0 -Float F
K0555	reference-semantics/semantics/float.k	103-103	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0556	reference-semantics/semantics/float.k	104-104	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0557	reference-semantics/semantics/float.k	105-106	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K0558	reference-semantics/semantics/float.k	107-107	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0559	reference-semantics/semantics/float.k	108-108	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0560	reference-semantics/semantics/float.k	109-110	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0561	reference-semantics/semantics/float.k	111-111	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0562	reference-semantics/semantics/float.k	112-112	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0563	reference-semantics/semantics/float.k	113-114	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0564	reference-semantics/semantics/float.k	115-115	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0565	reference-semantics/semantics/float.k	116-116	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0566	reference-semantics/semantics/float.k	117-118	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0567	reference-semantics/semantics/float.k	119-119	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0568	reference-semantics/semantics/float.k	120-120	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0569	reference-semantics/semantics/float.k	121-124	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0570	reference-semantics/semantics/float.k	125-125	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0571	reference-semantics/semantics/float.k	126-126	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0572	reference-semantics/semantics/float.k	127-127	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
K0573	reference-semantics/semantics/float.k	128-128	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K0574	reference-semantics/semantics/float.k	129-131	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
K0575	reference-semantics/semantics/float.k	132-132	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K0576	reference-semantics/semantics/float.k	133-133	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K0577	reference-semantics/semantics/float.k	134-134	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
K0578	reference-semantics/semantics/float.k	135-135	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
K0579	reference-semantics/semantics/float.k	136-136	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
K0580	reference-semantics/semantics/float.k	137-137	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
K0581	reference-semantics/semantics/float.k	138-138	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
K0582	reference-semantics/semantics/float.k	139-141	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
K0583	reference-semantics/semantics/float.k	142-142	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0584	reference-semantics/semantics/float.k	143-143	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0585	reference-semantics/semantics/float.k	144-144	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K0586	reference-semantics/semantics/float.k	145-145	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K0587	reference-semantics/semantics/float.k	146-146	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K0588	reference-semantics/semantics/float.k	147-147	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K0589	reference-semantics/semantics/float.k	148-148	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
K0590	reference-semantics/semantics/float.k	149-149	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
K0591	reference-semantics/semantics/float.k	150-150	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
K0592	reference-semantics/semantics/float.k	151-153	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
K0593	reference-semantics/semantics/float.k	154-154	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0594	reference-semantics/semantics/float.k	155-159	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0595	reference-semantics/semantics/float.k	160-160	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0596	reference-semantics/semantics/float.k	161-161	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0597	reference-semantics/semantics/float.k	162-164	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0598	reference-semantics/semantics/float.k	165-165	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= headIS(IntSeq) [function]
K0599	reference-semantics/semantics/float.k	166-166	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0600	reference-semantics/semantics/float.k	167-167	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0601	reference-semantics/semantics/float.k	168-168	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0602	reference-semantics/semantics/float.k	169-169	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intPartAcc(.IntSeq, A:Int) => A
K0603	reference-semantics/semantics/float.k	170-170	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0604	reference-semantics/semantics/float.k	171-172	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0605	reference-semantics/semantics/float.k	173-173	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0606	reference-semantics/semantics/float.k	174-174	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracPart(.IntSeq) => 0
K0607	reference-semantics/semantics/float.k	175-175	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0608	reference-semantics/semantics/float.k	176-176	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0609	reference-semantics/semantics/float.k	177-177	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracAcc(.IntSeq, A:Int) => A
K0610	reference-semantics/semantics/float.k	178-178	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0611	reference-semantics/semantics/float.k	179-179	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0612	reference-semantics/semantics/float.k	180-180	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracScale(.IntSeq) => 1
K0613	reference-semantics/semantics/float.k	181-181	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0614	reference-semantics/semantics/float.k	182-182	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0615	reference-semantics/semantics/float.k	183-183	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fscAcc(.IntSeq, A:Int) => A
K0616	reference-semantics/semantics/float.k	184-184	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0617	reference-semantics/semantics/float.k	185-185	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0618	reference-semantics/semantics/float.k	186-186	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
K0619	reference-semantics/semantics/float.k	187-189	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("float", F:Float, .Vals)        => F
K0620	reference-semantics/semantics/float.k	190-190	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0621	reference-semantics/semantics/float.k	191-191	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0622	reference-semantics/semantics/float.k	192-194	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0623	reference-semantics/semantics/float.k	195-195	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0624	reference-semantics/semantics/float.k	196-196	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0625	reference-semantics/semantics/float.k	197-197	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0626	reference-semantics/semantics/float.k	198-198	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0627	reference-semantics/semantics/float.k	199-199	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0628	reference-semantics/semantics/float.k	200-200	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0629	reference-semantics/semantics/float.k	201-201	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0630	reference-semantics/semantics/float.k	202-202	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0631	reference-semantics/semantics/float.k	203-203	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0632	reference-semantics/semantics/float.k	204-204	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0633	reference-semantics/semantics/float.k	205-205	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0634	reference-semantics/semantics/float.k	206-208	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0635	reference-semantics/semantics/float.k	209-209	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0636	reference-semantics/semantics/float.k	210-210	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0637	reference-semantics/semantics/float.k	211-212	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0638	reference-semantics/semantics/float.k	213-213	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
K0639	reference-semantics/semantics/float.k	214-216	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("float", F:Float, .Vals) => F
K0640	reference-semantics/semantics/float.k	217-217	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0641	reference-semantics/semantics/float.k	218-222	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0642	reference-semantics/semantics/float.k	223-223	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0643	reference-semantics/semantics/float.k	224-226	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0644	reference-semantics/semantics/float.k	227-227	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
K0645	reference-semantics/semantics/float.k	228-229	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0646	reference-semantics/semantics/float.k	230-230	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0647	reference-semantics/semantics/float.k	231-231	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0648	reference-semantics/semantics/float.k	232-232	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= "#mathSqrt"
K0649	reference-semantics/semantics/float.k	233-233	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0650	reference-semantics/semantics/float.k	234-234	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0651	reference-semantics/semantics/float.k	235-242	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0652	reference-semantics/semantics/float.k	243-243	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0653	reference-semantics/semantics/float.k	244-244	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0654	reference-semantics/semantics/float.k	245-245	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0655	reference-semantics/semantics/float.k	246-246	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0656	reference-semantics/semantics/float.k	247-249	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0657	reference-semantics/semantics/float.k	250-250	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0658	reference-semantics/semantics/float.k	251-251	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0659	reference-semantics/semantics/float.k	252-252	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0660	reference-semantics/semantics/float.k	253-253	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0661	reference-semantics/semantics/float.k	254-260	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0662	reference-semantics/semantics/float.k	261-261	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0663	reference-semantics/semantics/float.k	262-264	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0664	reference-semantics/semantics/float.k	265-265	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0665	reference-semantics/semantics/float.k	266-266	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0666	reference-semantics/semantics/float.k	267-269	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0667	reference-semantics/semantics/float.k	270-272	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0668	reference-semantics/semantics/float.k	273-273	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0669	reference-semantics/semantics/functions.k	3-3	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-FUNCTIONS
K0670	reference-semantics/semantics/functions.k	4-7	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0671	reference-semantics/semantics/functions.k	8-13	syntax	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0672	reference-semantics/semantics/functions.k	14-17	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0673	reference-semantics/semantics/functions.k	18-18	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0674	reference-semantics/semantics/functions.k	19-26	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0675	reference-semantics/semantics/functions.k	27-30	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0676	reference-semantics/semantics/functions.k	31-32	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0677	reference-semantics/semantics/functions.k	33-35	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0678	reference-semantics/semantics/functions.k	36-41	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0679	reference-semantics/semantics/functions.k	42-46	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0680	reference-semantics/semantics/functions.k	47-49	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
