Script started on 2026-07-26 15:30:11-05:00 [<not executed on terminal>]
INVENTORY SUMMARY
files=26
records=943
record_counts={'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 231}
attribute_counts={'concrete': 32, 'depends': 1, 'function': 148, 'macro': 4, 'owise': 26, 'priority': 29, 'seqstrict': 1, 'simplification': 2, 'strict': 2, 'symbol': 25, 'total': 110}

origin	file:line	kind	attributes	complete_source_block
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:85	rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:86	rule	-	rule <k> Continue => #cont ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:87	rule	-	rule <k> Break => #brk ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:88	rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:89	rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:90	rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:91	rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] ⏎  ⏎ // ==== heap-object deref at the truthiness/iteration consumers ============== ⏎ // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:95	rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:98	rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:101	rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)] ⏎ // For derefs its iterable ONCE at loop start (iteration is over the snapshot; ⏎ // mutating the iterated list inside its own loop is outside the subset)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:106	rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:13	syntax	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:14	syntax	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:15	syntax	-	syntax Str    ::= str(IntSeq) ⏎  ⏎ // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:18	syntax	-	syntax Iterable ::= list(ValSeq) ⏎ | tuple(ValSeq) ⏎ | Str ⏎ | rangeObj(Int, Int, Int) ⏎ | zipObj(ValSeq, ValSeq) ⏎ | zipObjS(IntSeq, IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:25	syntax	-	syntax Val      ::= Int ⏎ | Bool ⏎ | "noneV" ⏎ | Iterable ⏎ | ref(Int)          // a heap object: <heap> holds its list(VS) ⏎ | cellRef(Int)      // a closure cell: <heap> holds cellV(V) ⏎ | closureVal(ParamNames, Stmts, Int) ⏎ | typeV(String)     // a type object (int/str), resolved from the builtins frame ⏎ | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) ⏎ | boundMethodV(Val, String)   // a cooled Attribute: obj.method
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:36	syntax	-	syntax Parent   ::= "root" | parent(Int)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:37	syntax	-	syntax Scope    ::= scope(Map, Parent)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:38	syntax	-	syntax KResult  ::= Val
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:39	syntax	-	syntax Expr     ::= Val   // cooling puts results back into expression holes
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:40	syntax	-	syntax Vals     ::= List{Val, ","}
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:41	syntax	-	syntax Exc      ::= "NoExc" | "AssertionError"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:42	syntax	-	syntax RetState ::= "noRet" | retV(Val) ⏎  ⏎ // ==== configuration ======================================================= ⏎ // The builtins namespace is a real scope at reserved location -1 (the bottom of every ⏎ // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) ⏎ // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` ⏎ // resolve to their type objects; any local/global binding shadows them via normal lookup.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:49	configuration	-	configuration ⏎ <k>       #loadAll($PGM:Module) </k> ⏎ <env>     0 </env> ⏎ <scopes>   0     |-> scope(.Map, parent(-1)) ⏎ -1    |-> builtinsScope </scopes> ⏎ <scopeLoc> 1 </scopeLoc> ⏎ <heap>    .Map </heap> ⏎ <heapLoc> 0 </heapLoc> ⏎ <stack>   .List </stack> ⏎ <ret>     noRet </ret> ⏎ <exc>     NoExc </exc> ⏎ <exit-code exit=""> 0 </exit-code> ⏎  ⏎ // ==== heap allocation (constructed lists become objects) ================== ⏎ // Cons-form emission with a freshness guard (the heap-list-probe discipline: ⏎ // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is ⏎ // monotonic — it does NOT wind back at #pop: returned lists escape by ref. ⏎ // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); ⏎ // only CONSTRUCTORS in program syntax allocate.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:68	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:69	rule	-	rule isRefV(ref(_:Int)) => true
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:70	rule	owise	rule isRefV(_:Val)      => false [owise] ⏎  ⏎ // closure cells (Python-faithful capture): the heap holds cellV(V); a ⏎ // cellRef surfacing as the k-redex reads through (lookup is the only use — ⏎ // cellRefs never escape to user-visible values)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:75	syntax	-	syntax HeapVal ::= cellV(Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:76	syntax	function,total	syntax Bool ::= isCellRef(Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:77	rule	-	rule isCellRef(cellRef(_:Int)) => true
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:78	rule	owise	rule isCellRef(_:Val)          => false [owise] ⏎ // k-top deref for cell-bound reads surfacing INSIDE the annotated frame ⏎ // (AugAssign's in-place read and friends). The "$cells" guard keeps this ⏎ // DECIDABLY inapplicable in plain frames — an unguarded rule lets the ⏎ // prover narrow abstract k-top values into cellRef junk (probed on ⏎ // 26-remove-duplicates). Cross-frame reads (a comprehension closure ⏎ // reading the enclosing function's cellvar) deref inside #look instead.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:85	rule	-	rule <k> cellRef(H:Int) => V ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map, _) ... </scopes> ⏎ <heap> ... H |-> cellV(V:Val) ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:95	syntax	-	syntax Val ::= kwV(String, Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:96	syntax	-	syntax KItem ::= #kwTag(String)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:97	rule	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:98	rule	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:100	syntax	function,total	syntax Bool ::= isKwV(Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:101	rule	-	rule isKwV(kwV(_:String, _:Val)) => true
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:102	rule	owise	rule isKwV(_:Val)                => false [owise] ⏎  ⏎ // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch ⏎ // decides by pnMember even over an abstract frame rest (no prover branching)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:106	syntax	-	syntax Val ::= cellsMark(ParamNames)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:107	syntax	function	syntax ParamNames ::= cellsOf(Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:108	rule	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:109	syntax	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:110	rule	-	rule pnMember(_:String, .ParamNames) => false
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:111	rule	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:113	syntax	-	syntax KItem ::= #cellW(Val, Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:114	rule	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> ⏎ <heap> ... H |-> cellV(_:Val => V) ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:117	syntax	-	syntax KItem ::= #alloc(Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:118	rule	-	rule <k> #alloc(V:Val) => ref(N) ... </k> ⏎ <heap>    H:Map => (N |-> V) H </heap> ⏎ <heapLoc> N:Int => N +Int 1 </heapLoc>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:124	syntax	-	syntax KItem ::= #loadAll(Module)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:125	rule	-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:126	rule	-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:127	rule	-	rule <k> .Stmts => .K ... </k> ⏎  ⏎ // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:130	syntax	-	syntax KItem ::= #look(String, Int)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:131	rule	-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:132	rule	-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> ⏎ <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:145	rule	-	rule <k> #look(X:String, L:Int) => V ... </k> ⏎ <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> ⏎ <heap> ... H |-> cellV(V:Val) ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:152	rule	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> ⏎ <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:157	syntax	function,total	syntax Scope ::= "builtinsScope" [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:158	rule	-	rule builtinsScope ⏎ => scope(.Map [ "len"    <- builtinV("len")    ] ⏎ [ "set"    <- builtinV("set")    ] ⏎ [ "sum"    <- builtinV("sum")    ] ⏎ [ "abs"    <- builtinV("abs")    ] ⏎ [ "min"    <- builtinV("min")    ] ⏎ [ "max"    <- builtinV("max")    ] ⏎ [ "ord"    <- builtinV("ord")    ] ⏎ [ "chr"    <- builtinV("chr")    ] ⏎ [ "range"  <- builtinV("range")  ] ⏎ [ "all"    <- builtinV("all")    ] ⏎ [ "any"    <- builtinV("any")    ] ⏎ [ "zip"    <- builtinV("zip")    ] ⏎ [ "isinstance" <- builtinV("isinstance") ] ⏎ [ "sorted" <- builtinV("sorted") ] ⏎ [ "list"   <- builtinV("list")   ] ⏎ [ "round"  <- builtinV("round")  ] ⏎ [ "bin"    <- builtinV("bin")    ] ⏎ [ "enumerate" <- builtinV("enumerate") ] ⏎ [ "map"    <- builtinV("map")    ] ⏎ [ "eval"   <- builtinV("eval")   ] ⏎ [ "int"    <- typeV("int")       ] ⏎ [ "str"    <- typeV("str")       ] ⏎ [ "float"  <- typeV("float")     ], root) ⏎  ⏎ // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == ⏎ // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:185	syntax	-	syntax ApplyK ::= toCall(Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:186	syntax	-	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) ⏎ | #evalArgCont(Exprs, Vals, ApplyK) ⏎ | #applyK(ApplyK, Vals)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:189	rule	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:190	rule	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:191	rule	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> ⏎  ⏎ // ==== Int / Bool / None literals ==========================================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:194	rule	-	rule <k> Int(I:Int)   => I ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:195	rule	-	rule <k> Bool(B:Bool) => B ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:196	rule	-	rule <k> NoneVal      => noneV ... </k> ⏎  ⏎ // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:199	syntax	function	syntax Bool ::= truthy(Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:200	rule	-	rule truthy(B:Bool)          => B
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:201	rule	-	rule truthy(noneV)           => false
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:202	rule	-	rule truthy(I:Int)           => I =/=Int 0
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:203	rule	-	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:204	rule	-	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:205	rule	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) ⏎  ⏎ // ==== extensible operator dispatch (cases added by the construct modules) ==
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:208	syntax	function	syntax Val  ::= applyUn(String, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:209	syntax	function	syntax Val  ::= applyBin(String, Val, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:210	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function] ⏎  ⏎ // ==== shared list helpers =================================================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:213	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:214	rule	-	rule appendVal(.Vals, V:Val)              => V , .Vals
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:215	rule	-	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:217	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:218	rule	-	rule vals2valSeq(.Vals)            => .ValSeq
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:219	rule	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS)) ⏎  ⏎ // ==== shared sequence length (len / summaries across many modules) ======== ⏎ // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:223	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:224	rule	-	rule vsLen(.ValSeq)                => 0
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:225	rule	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:227	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:228	rule	-	rule isLen(.IntSeq)                => 0
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:229	rule	-	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S) ⏎  ⏎ // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged ⏎ // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:233	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:234	rule	-	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:235	rule	-	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:236	rule	-	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/core.k:238	rule	-	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:20	syntax	-	syntax Val ::= dictV(ValSeq, ValSeq) ⏎  ⏎ // ==== DictExpr: {k: v, ...} literal. Eval each key then value, left to right, insert-with-dedup.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:23	syntax	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) ⏎ | #dictKey(Expr, Entries, ValSeq, ValSeq) ⏎ | #dictVal(Val, Entries, ValSeq, ValSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:26	rule	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:27	rule	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:28	rule	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) ⏎ => K ~> #dictKey(V, REST, KS, VS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:30	rule	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) ⏎ => V ~> #dictVal(KV, REST, KS, VS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:32	rule	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) ⏎ => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k> ⏎  ⏎ // insert-with-dedup helpers (concrete Val key equality via ==K). [total] so buildFold over a dict is ⏎ // total (its #Ceil is #Top) — needed when a symbolic proof carries a built dict as a config value.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:37	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:38	rule	-	rule dHasKey(.ValSeq, _:Val)                => false
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:39	rule	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:40	rule	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K) ⏎  ⏎ // dPutK: KS unchanged if K already present, else append K (keep-first-position).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:43	syntax	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:44	rule	-	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:45	rule	-	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K) ⏎  ⏎ // dPutV: parallel to KS — set the value at K's position if present, else append V at the end. The ⏎ // [owise] catch-all covers the degenerate mismatched-length case (never reached for a well-formed dict).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:49	syntax	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:50	rule	-	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:52	rule	-	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:54	rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise] ⏎  ⏎ // ==== dict methods ======================================================== ⏎ // d.keys() -> a FRESH list object of the ordered keys (k-cell: it allocates).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:58	rule	priority	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) ⏎ => #alloc(list(KS)) ... </k> ⏎ [priority(40)] ⏎  ⏎ // ==== dict subscript READ: d[k] (assoc lookup; KeyError is out of subset) ==
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:63	rule	-	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:64	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:65	rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> ⏎ [priority(45)] ⏎  ⏎ // ==== dict subscript-assign: d[k] = v (insert/update in place) ============= ⏎ // Only for a LOCAL dict variable X (the current scope holds it). Reuses dPutK/dPutV.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:70	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:71	rule	-	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V)) ⏎  ⏎ // RHS evaluates first (Assign strictness), then the key. Dispatch on the scope ⏎ // value: a bare dict updates in the scope (dicts stay values); a ref (a heap ⏎ // list — or a heap dict later) writes the heap in place.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:76	syntax	-	syntax KItem ::= #dsetK(String, Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:77	rule	-	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:78	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:82	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map, _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:86	syntax	-	syntax KItem ::= #dsetV(Val, Val, Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:87	rule	-	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> ⏎ <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap> ⏎ // negative-index normalization local to the write (subscript.k's is not imported here)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:90	syntax	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:91	rule	-	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/dict.k:92	rule	-	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0 ⏎  ⏎ // ==== dict == (order-insensitive: same size + same key->value pairs) =======
