id,file,line,kind,flags,decision,declaration
269,reference-semantics/semantics/controls.k,9,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>"
270,reference-semantics/semantics/controls.k,12,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
271,reference-semantics/semantics/controls.k,20,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)"
272,reference-semantics/semantics/controls.k,27,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]"
273,reference-semantics/semantics/controls.k,35,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
274,reference-semantics/semantics/controls.k,36,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]"
275,reference-semantics/semantics/controls.k,37,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #bindImports(ParamNames)
276,reference-semantics/semantics/controls.k,38,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #bindImports(.ParamNames) => .K ... </k>
277,reference-semantics/semantics/controls.k,39,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
278,reference-semantics/semantics/controls.k,43,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
279,reference-semantics/semantics/controls.k,48,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> Expr(_:Val) => .K ... </k>
280,reference-semantics/semantics/controls.k,51,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #branch(Bool, Stmts, Stmts)"
281,reference-semantics/semantics/controls.k,52,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>"
282,reference-semantics/semantics/controls.k,53,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>"
283,reference-semantics/semantics/controls.k,54,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>"
284,reference-semantics/semantics/controls.k,57,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)"
285,reference-semantics/semantics/controls.k,59,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)"
286,reference-semantics/semantics/controls.k,65,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
287,reference-semantics/semantics/controls.k,69,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>"
288,reference-semantics/semantics/controls.k,71,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>"
289,reference-semantics/semantics/controls.k,72,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>"
290,reference-semantics/semantics/controls.k,73,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>"
291,reference-semantics/semantics/controls.k,77,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>"
292,reference-semantics/semantics/controls.k,78,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>"
293,reference-semantics/semantics/controls.k,79,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)"
294,reference-semantics/semantics/controls.k,81,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)"
295,reference-semantics/semantics/controls.k,85,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
296,reference-semantics/semantics/controls.k,86,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> Continue => #cont ... </k>
297,reference-semantics/semantics/controls.k,87,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> Break => #brk ... </k>
298,reference-semantics/semantics/controls.k,88,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
299,reference-semantics/semantics/controls.k,89,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
300,reference-semantics/semantics/controls.k,90,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
301,reference-semantics/semantics/controls.k,91,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
302,reference-semantics/semantics/controls.k,95,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
303,reference-semantics/semantics/controls.k,98,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
304,reference-semantics/semantics/controls.k,101,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
305,reference-semantics/semantics/controls.k,106,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] endmodule"
306,reference-semantics/semantics/core.k,4,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-SYNTAX
307,reference-semantics/semantics/core.k,5,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports INT
308,reference-semantics/semantics/core.k,6,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports BOOL
309,reference-semantics/semantics/core.k,7,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports STRING
310,reference-semantics/semantics/core.k,8,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MAP
311,reference-semantics/semantics/core.k,9,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports LIST
312,reference-semantics/semantics/core.k,10,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports K-EQUAL
313,reference-semantics/semantics/core.k,13,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
314,reference-semantics/semantics/core.k,14,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
315,reference-semantics/semantics/core.k,15,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Str    ::= str(IntSeq)
316,reference-semantics/semantics/core.k,18,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)"
317,reference-semantics/semantics/core.k,25,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
318,reference-semantics/semantics/core.k,36,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Parent   ::= ""root"" | parent(Int)"
319,reference-semantics/semantics/core.k,37,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Scope    ::= scope(Map, Parent)"
320,reference-semantics/semantics/core.k,38,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KResult  ::= Val
321,reference-semantics/semantics/core.k,39,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Expr     ::= Val   // cooling puts results back into expression holes
322,reference-semantics/semantics/core.k,40,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Vals     ::= List{Val, "",""}"
323,reference-semantics/semantics/core.k,41,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
324,reference-semantics/semantics/core.k,42,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax RetState ::= ""noRet"" | retV(Val)"
325,reference-semantics/semantics/core.k,49,configuration,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
326,reference-semantics/semantics/core.k,68,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= isRefV(Val) [function, total]"
327,reference-semantics/semantics/core.k,69,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isRefV(ref(_:Int)) => true
328,reference-semantics/semantics/core.k,70,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isRefV(_:Val)      => false [owise]
329,reference-semantics/semantics/core.k,75,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax HeapVal ::= cellV(Val)
330,reference-semantics/semantics/core.k,76,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= isCellRef(Val) [function, total]"
331,reference-semantics/semantics/core.k,77,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isCellRef(cellRef(_:Int)) => true
332,reference-semantics/semantics/core.k,78,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isCellRef(_:Val)          => false [owise]
333,reference-semantics/semantics/core.k,85,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
334,reference-semantics/semantics/core.k,95,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val ::= kwV(String, Val)"
335,reference-semantics/semantics/core.k,96,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #kwTag(String)
336,reference-semantics/semantics/core.k,97,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>"
337,reference-semantics/semantics/core.k,98,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)"
338,reference-semantics/semantics/core.k,100,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= isKwV(Val) [function, total]"
339,reference-semantics/semantics/core.k,101,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule isKwV(kwV(_:String, _:Val)) => true"
340,reference-semantics/semantics/core.k,102,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isKwV(_:Val)                => false [owise]
341,reference-semantics/semantics/core.k,106,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Val ::= cellsMark(ParamNames)
342,reference-semantics/semantics/core.k,107,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax ParamNames ::= cellsOf(Val) [function]
343,reference-semantics/semantics/core.k,108,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
344,reference-semantics/semantics/core.k,109,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= pnMember(String, ParamNames) [function, total]"
345,reference-semantics/semantics/core.k,110,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule pnMember(_:String, .ParamNames) => false"
346,reference-semantics/semantics/core.k,111,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)"
347,reference-semantics/semantics/core.k,113,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #cellW(Val, Val)"
348,reference-semantics/semantics/core.k,114,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>"
349,reference-semantics/semantics/core.k,117,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #alloc(Val)
350,reference-semantics/semantics/core.k,118,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
351,reference-semantics/semantics/core.k,124,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #loadAll(Module)
352,reference-semantics/semantics/core.k,125,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
353,reference-semantics/semantics/core.k,126,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
354,reference-semantics/semantics/core.k,127,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> .Stmts => .K ... </k>
355,reference-semantics/semantics/core.k,130,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #look(String, Int)"
356,reference-semantics/semantics/core.k,131,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>"
357,reference-semantics/semantics/core.k,132,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)"
358,reference-semantics/semantics/core.k,145,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
359,reference-semantics/semantics/core.k,152,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))"
360,reference-semantics/semantics/core.k,157,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Scope ::= ""builtinsScope"" [function, total]"
361,reference-semantics/semantics/core.k,158,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
362,reference-semantics/semantics/core.k,185,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax ApplyK ::= toCall(Val)
363,reference-semantics/semantics/core.k,186,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)"
364,reference-semantics/semantics/core.k,189,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>"
365,reference-semantics/semantics/core.k,190,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>"
366,reference-semantics/semantics/core.k,191,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>"
367,reference-semantics/semantics/core.k,194,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> Int(I:Int)   => I ... </k>
368,reference-semantics/semantics/core.k,195,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> Bool(B:Bool) => B ... </k>
369,reference-semantics/semantics/core.k,196,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> NoneVal      => noneV ... </k>
370,reference-semantics/semantics/core.k,199,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Bool ::= truthy(Val) [function]
371,reference-semantics/semantics/core.k,200,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(B:Bool)          => B
372,reference-semantics/semantics/core.k,201,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(noneV)           => false
373,reference-semantics/semantics/core.k,202,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(I:Int)           => I =/=Int 0
374,reference-semantics/semantics/core.k,203,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
375,reference-semantics/semantics/core.k,204,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
376,reference-semantics/semantics/core.k,205,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
377,reference-semantics/semantics/core.k,208,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val  ::= applyUn(String, Val) [function]"
378,reference-semantics/semantics/core.k,209,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val  ::= applyBin(String, Val, Val) [function]"
379,reference-semantics/semantics/core.k,210,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= applyCmp(String, Val, Val) [function]"
380,reference-semantics/semantics/core.k,213,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Vals ::= appendVal(Vals, Val) [function, total]"
381,reference-semantics/semantics/core.k,214,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendVal(.Vals, V:Val)              => V , .Vals"
382,reference-semantics/semantics/core.k,215,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)"
383,reference-semantics/semantics/core.k,217,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax ValSeq ::= vals2valSeq(Vals) [function, total]"
384,reference-semantics/semantics/core.k,218,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule vals2valSeq(.Vals)            => .ValSeq
385,reference-semantics/semantics/core.k,219,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))"
386,reference-semantics/semantics/core.k,223,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Int ::= vsLen(ValSeq) [function, total]"
387,reference-semantics/semantics/core.k,224,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule vsLen(.ValSeq)                => 0
388,reference-semantics/semantics/core.k,225,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)"
389,reference-semantics/semantics/core.k,227,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Int ::= isLen(IntSeq) [function, total]"
390,reference-semantics/semantics/core.k,228,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isLen(.IntSeq)                => 0
391,reference-semantics/semantics/core.k,229,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)"
392,reference-semantics/semantics/core.k,233,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]"
393,reference-semantics/semantics/core.k,234,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq"
394,reference-semantics/semantics/core.k,235,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)"
395,reference-semantics/semantics/core.k,236,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0"
396,reference-semantics/semantics/core.k,238,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0 endmodule"
397,reference-semantics/semantics/dict.k,14,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-CORE
398,reference-semantics/semantics/dict.k,15,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-ITER
399,reference-semantics/semantics/dict.k,16,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-METHODS
400,reference-semantics/semantics/dict.k,17,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-LIST
401,reference-semantics/semantics/dict.k,20,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val ::= dictV(ValSeq, ValSeq)"
402,reference-semantics/semantics/dict.k,23,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)"
403,reference-semantics/semantics/dict.k,26,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>"
404,reference-semantics/semantics/dict.k,27,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>"
405,reference-semantics/semantics/dict.k,28,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>"
406,reference-semantics/semantics/dict.k,30,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>"
407,reference-semantics/semantics/dict.k,32,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>"
