id	file	line	kind	attributes	role	review_decision	normalized_declaration
485	semantics/float.k	148	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
486	semantics/float.k	149	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
487	semantics/float.k	150	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
488	semantics/float.k	151	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
489	semantics/float.k	154	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("==", V:Val, noneV) => V ==K noneV
490	semantics/float.k	155	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
491	semantics/float.k	160	syntax	function, total, symbol(decStrToF), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	semantics/float.k	161	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	semantics/float.k	162	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
494	semantics/float.k	165	syntax	function	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Int ::= headIS(IntSeq) [function]
495	semantics/float.k	166	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	semantics/float.k	167	syntax	function, total,function, total	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	semantics/float.k	168	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	semantics/float.k	169	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule intPartAcc(.IntSeq, A:Int) => A
499	semantics/float.k	170	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	semantics/float.k	171	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
501	semantics/float.k	173	syntax	function, total,function, total	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	semantics/float.k	174	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracPart(.IntSeq) => 0
503	semantics/float.k	175	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	semantics/float.k	176	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	semantics/float.k	177	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracAcc(.IntSeq, A:Int) => A
506	semantics/float.k	178	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	semantics/float.k	179	syntax	function, total,function, total	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	semantics/float.k	180	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracScale(.IntSeq) => 1
509	semantics/float.k	181	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	semantics/float.k	182	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	semantics/float.k	183	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fscAcc(.IntSeq, A:Int) => A
512	semantics/float.k	184	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	semantics/float.k	185	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
514	semantics/float.k	186	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
515	semantics/float.k	187	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("float", F:Float, .Vals)        => F // ---- float / int division (promoted from mean_absolute_deviation) ----
516	semantics/float.k	190	syntax	function, total, symbol(divFloatIntV), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	semantics/float.k	191	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	semantics/float.k	192	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
519	semantics/float.k	195	syntax	function, total, symbol(intToF), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	semantics/float.k	196	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	semantics/float.k	197	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
522	semantics/float.k	198	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
523	semantics/float.k	199	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
524	semantics/float.k	200	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
525	semantics/float.k	201	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
526	semantics/float.k	202	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
527	semantics/float.k	203	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
528	semantics/float.k	204	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
529	semantics/float.k	205	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	semantics/float.k	206	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
531	semantics/float.k	209	syntax	function, total, symbol(truncF), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	semantics/float.k	210	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	semantics/float.k	211	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	semantics/float.k	213	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
535	semantics/float.k	214	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
536	semantics/float.k	217	syntax	function, total, symbol(roundF), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	semantics/float.k	218	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	semantics/float.k	223	syntax	function, total, symbol(roundFN), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	semantics/float.k	224	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	semantics/float.k	227	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
541	semantics/float.k	228	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	semantics/float.k	230	syntax	function, total, symbol(sqrtF), no-evaluators	supplied-opaque-symbol	FIXED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	semantics/float.k	231	rule	concrete	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	semantics/float.k	232	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= "#mathSqrt"
545	semantics/float.k	233	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	semantics/float.k	234	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	semantics/float.k	235	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
548	semantics/float.k	243	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	semantics/float.k	244	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	semantics/float.k	245	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	semantics/float.k	246	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	semantics/float.k	247	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
553	semantics/float.k	250	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	semantics/float.k	251	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	semantics/float.k	252	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	semantics/float.k	253	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	semantics/float.k	254	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
558	semantics/float.k	261	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	semantics/float.k	262	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
560	semantics/float.k	265	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	semantics/float.k	266	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	semantics/float.k	267	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
563	semantics/float.k	270	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
564	semantics/functions.k	8	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
565	semantics/functions.k	14	rule	 F <- closureVal(PNS, BODY, L) 	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	semantics/functions.k	18	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	semantics/functions.k	19	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
568	semantics/functions.k	27	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
569	semantics/functions.k	31	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	semantics/functions.k	33	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	semantics/functions.k	36	rule	 FV <- {M[FV	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
572	semantics/functions.k	42	rule	 F <- closureValC(PNS, CVS, BODY, CM) 	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	semantics/functions.k	47	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	semantics/functions.k	50	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	semantics/functions.k	53	rule	 FV <- {M[FV	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
576	semantics/functions.k	59	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
577	semantics/functions.k	63	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	semantics/functions.k	64	rule	 P <- V 	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
579	semantics/functions.k	68	rule	P,"$cells",P,priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) ==
580	semantics/functions.k	78	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	semantics/functions.k	80	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
582	semantics/functions.k	85	rule	 L <- undef 	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
583	semantics/int.k	7	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyUn("-", I:Int) => 0 -Int I
584	semantics/int.k	9	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
585	semantics/int.k	11	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	semantics/int.k	12	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	semantics/int.k	13	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
588	semantics/int.k	14	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
589	semantics/int.k	15	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
590	semantics/int.k	16	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	semantics/int.k	17	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	semantics/int.k	19	syntax	function	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Int ::= pyMod(Int, Int) [function]
593	semantics/int.k	20	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	semantics/int.k	22	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
595	semantics/int.k	23	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
596	semantics/int.k	24	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
597	semantics/int.k	25	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
598	semantics/int.k	26	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
599	semantics/int.k	27	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
600	semantics/iter.k	8	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
601	semantics/list.k	9	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
602	semantics/list.k	10	rule	...	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k> // ==== ListExpr: [...] literal -> a fresh heap object =======================
603	semantics/list.k	13	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax ApplyK ::= "toList"
604	semantics/list.k	14	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	semantics/list.k	15	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k> // ==== list ops: + / == / != ===============================================
606	semantics/list.k	18	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
607	semantics/list.k	19	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
608	semantics/list.k	20	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T)) // list + list constructs a NEW object (k-cell — it allocates; operands land here // already deref'd). priority(45) beats the generic BinOp dispatch.
609	semantics/list.k	24	rule	priority(45)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
610	semantics/list.k	27	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
