WORKDIR: /audit-output
COMMAND: /audit-output/evidence/stage5/inventory_k.sh /candidate
FILE	reference-semantics/semantics.k	SHA256	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
ITEM	reference-semantics/semantics/controls.k	91	rule	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
ITEM	reference-semantics/semantics/controls.k	91	attribute	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
ITEM	reference-semantics/semantics/controls.k	95	rule	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>
ITEM	reference-semantics/semantics/controls.k	97	attribute	[priority(40)]
ITEM	reference-semantics/semantics/controls.k	98	rule	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>
ITEM	reference-semantics/semantics/controls.k	100	attribute	[priority(40)]
ITEM	reference-semantics/semantics/controls.k	101	rule	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	103	attribute	[priority(40)]
ITEM	reference-semantics/semantics/controls.k	106	rule	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	108	attribute	[priority(40)]
COUNT	reference-semantics/semantics/controls.k	rules=34	syntax=3	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/core.k	SHA256	e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e
ITEM	reference-semantics/semantics/core.k	3	module	module MPY-CORE
ITEM	reference-semantics/semantics/core.k	4	imports	imports MPY-SYNTAX
ITEM	reference-semantics/semantics/core.k	5	imports	imports INT
ITEM	reference-semantics/semantics/core.k	6	imports	imports BOOL
ITEM	reference-semantics/semantics/core.k	7	imports	imports STRING
ITEM	reference-semantics/semantics/core.k	8	imports	imports MAP
ITEM	reference-semantics/semantics/core.k	9	imports	imports LIST
ITEM	reference-semantics/semantics/core.k	10	imports	imports K-EQUAL
ITEM	reference-semantics/semantics/core.k	13	syntax	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
ITEM	reference-semantics/semantics/core.k	14	syntax	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
ITEM	reference-semantics/semantics/core.k	15	syntax	syntax Str    ::= str(IntSeq)
ITEM	reference-semantics/semantics/core.k	18	syntax	syntax Iterable ::= list(ValSeq)
ITEM	reference-semantics/semantics/core.k	25	syntax	syntax Val      ::= Int
ITEM	reference-semantics/semantics/core.k	36	syntax	syntax Parent   ::= "root" | parent(Int)
ITEM	reference-semantics/semantics/core.k	37	syntax	syntax Scope    ::= scope(Map, Parent)
ITEM	reference-semantics/semantics/core.k	38	syntax	syntax KResult  ::= Val
ITEM	reference-semantics/semantics/core.k	39	syntax	syntax Expr     ::= Val   // cooling puts results back into expression holes
ITEM	reference-semantics/semantics/core.k	40	syntax	syntax Vals     ::= List{Val, ","}
ITEM	reference-semantics/semantics/core.k	41	syntax	syntax Exc      ::= "NoExc" | "AssertionError"
ITEM	reference-semantics/semantics/core.k	42	syntax	syntax RetState ::= "noRet" | retV(Val)
ITEM	reference-semantics/semantics/core.k	49	configuration	configuration
ITEM	reference-semantics/semantics/core.k	68	syntax	syntax Bool ::= isRefV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	68	attribute	syntax Bool ::= isRefV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	69	rule	rule isRefV(ref(_:Int)) => true
ITEM	reference-semantics/semantics/core.k	70	rule	rule isRefV(_:Val)      => false [owise]
ITEM	reference-semantics/semantics/core.k	70	attribute	rule isRefV(_:Val)      => false [owise]
ITEM	reference-semantics/semantics/core.k	75	syntax	syntax HeapVal ::= cellV(Val)
ITEM	reference-semantics/semantics/core.k	76	syntax	syntax Bool ::= isCellRef(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	76	attribute	syntax Bool ::= isCellRef(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	77	rule	rule isCellRef(cellRef(_:Int)) => true
ITEM	reference-semantics/semantics/core.k	78	rule	rule isCellRef(_:Val)          => false [owise]
ITEM	reference-semantics/semantics/core.k	78	attribute	rule isCellRef(_:Val)          => false [owise]
ITEM	reference-semantics/semantics/core.k	85	rule	rule <k> cellRef(H:Int) => V ... </k>
ITEM	reference-semantics/semantics/core.k	89	requires	requires "$cells" in_keys(M)
ITEM	reference-semantics/semantics/core.k	90	attribute	[priority(40)]
ITEM	reference-semantics/semantics/core.k	95	syntax	syntax Val ::= kwV(String, Val)
ITEM	reference-semantics/semantics/core.k	96	syntax	syntax KItem ::= #kwTag(String)
ITEM	reference-semantics/semantics/core.k	97	rule	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
ITEM	reference-semantics/semantics/core.k	98	rule	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
ITEM	reference-semantics/semantics/core.k	99	requires	requires notBool isKwV(V)
ITEM	reference-semantics/semantics/core.k	100	syntax	syntax Bool ::= isKwV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	100	attribute	syntax Bool ::= isKwV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	101	rule	rule isKwV(kwV(_:String, _:Val)) => true
ITEM	reference-semantics/semantics/core.k	102	rule	rule isKwV(_:Val)                => false [owise]
ITEM	reference-semantics/semantics/core.k	102	attribute	rule isKwV(_:Val)                => false [owise]
ITEM	reference-semantics/semantics/core.k	106	syntax	syntax Val ::= cellsMark(ParamNames)
ITEM	reference-semantics/semantics/core.k	107	syntax	syntax ParamNames ::= cellsOf(Val) [function]
ITEM	reference-semantics/semantics/core.k	107	attribute	syntax ParamNames ::= cellsOf(Val) [function]
ITEM	reference-semantics/semantics/core.k	108	rule	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
ITEM	reference-semantics/semantics/core.k	109	syntax	syntax Bool ::= pnMember(String, ParamNames) [function, total]
ITEM	reference-semantics/semantics/core.k	109	attribute	syntax Bool ::= pnMember(String, ParamNames) [function, total]
ITEM	reference-semantics/semantics/core.k	110	rule	rule pnMember(_:String, .ParamNames) => false
ITEM	reference-semantics/semantics/core.k	111	rule	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
ITEM	reference-semantics/semantics/core.k	113	syntax	syntax KItem ::= #cellW(Val, Val)
ITEM	reference-semantics/semantics/core.k	114	rule	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>
ITEM	reference-semantics/semantics/core.k	117	syntax	syntax KItem ::= #alloc(Val)
ITEM	reference-semantics/semantics/core.k	118	rule	rule <k> #alloc(V:Val) => ref(N) ... </k>
ITEM	reference-semantics/semantics/core.k	121	requires	requires notBool N in_keys(H)
ITEM	reference-semantics/semantics/core.k	124	syntax	syntax KItem ::= #loadAll(Module)
ITEM	reference-semantics/semantics/core.k	125	rule	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
ITEM	reference-semantics/semantics/core.k	126	rule	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
ITEM	reference-semantics/semantics/core.k	127	rule	rule <k> .Stmts => .K ... </k>
ITEM	reference-semantics/semantics/core.k	130	syntax	syntax KItem ::= #look(String, Int)
ITEM	reference-semantics/semantics/core.k	131	rule	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
ITEM	reference-semantics/semantics/core.k	132	rule	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>
ITEM	reference-semantics/semantics/core.k	134	requires	requires X in_keys(M)
ITEM	reference-semantics/semantics/core.k	145	rule	rule <k> #look(X:String, L:Int) => V ... </k>
ITEM	reference-semantics/semantics/core.k	148	requires	requires X in_keys(M) andBool "$cells" in_keys(M)
ITEM	reference-semantics/semantics/core.k	151	attribute	[priority(40)]
ITEM	reference-semantics/semantics/core.k	152	rule	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>
ITEM	reference-semantics/semantics/core.k	154	requires	requires notBool (X in_keys(M))
ITEM	reference-semantics/semantics/core.k	157	syntax	syntax Scope ::= "builtinsScope" [function, total]
ITEM	reference-semantics/semantics/core.k	157	attribute	syntax Scope ::= "builtinsScope" [function, total]
ITEM	reference-semantics/semantics/core.k	158	rule	rule builtinsScope
ITEM	reference-semantics/semantics/core.k	185	syntax	syntax ApplyK ::= toCall(Val)
ITEM	reference-semantics/semantics/core.k	186	syntax	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)
ITEM	reference-semantics/semantics/core.k	189	rule	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
ITEM	reference-semantics/semantics/core.k	190	rule	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
ITEM	reference-semantics/semantics/core.k	191	rule	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
ITEM	reference-semantics/semantics/core.k	194	rule	rule <k> Int(I:Int)   => I ... </k>
ITEM	reference-semantics/semantics/core.k	195	rule	rule <k> Bool(B:Bool) => B ... </k>
ITEM	reference-semantics/semantics/core.k	196	rule	rule <k> NoneVal      => noneV ... </k>
ITEM	reference-semantics/semantics/core.k	199	syntax	syntax Bool ::= truthy(Val) [function]
ITEM	reference-semantics/semantics/core.k	199	attribute	syntax Bool ::= truthy(Val) [function]
ITEM	reference-semantics/semantics/core.k	200	rule	rule truthy(B:Bool)          => B
ITEM	reference-semantics/semantics/core.k	201	rule	rule truthy(noneV)           => false
ITEM	reference-semantics/semantics/core.k	202	rule	rule truthy(I:Int)           => I =/=Int 0
ITEM	reference-semantics/semantics/core.k	203	rule	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
ITEM	reference-semantics/semantics/core.k	204	rule	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
ITEM	reference-semantics/semantics/core.k	205	rule	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
ITEM	reference-semantics/semantics/core.k	208	syntax	syntax Val  ::= applyUn(String, Val) [function]
ITEM	reference-semantics/semantics/core.k	208	attribute	syntax Val  ::= applyUn(String, Val) [function]
ITEM	reference-semantics/semantics/core.k	209	syntax	syntax Val  ::= applyBin(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	209	attribute	syntax Val  ::= applyBin(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	210	syntax	syntax Bool ::= applyCmp(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	210	attribute	syntax Bool ::= applyCmp(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	213	syntax	syntax Vals ::= appendVal(Vals, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	213	attribute	syntax Vals ::= appendVal(Vals, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	214	rule	rule appendVal(.Vals, V:Val)              => V , .Vals
ITEM	reference-semantics/semantics/core.k	215	rule	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
ITEM	reference-semantics/semantics/core.k	217	syntax	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
ITEM	reference-semantics/semantics/core.k	217	attribute	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
ITEM	reference-semantics/semantics/core.k	218	rule	rule vals2valSeq(.Vals)            => .ValSeq
ITEM	reference-semantics/semantics/core.k	219	rule	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
ITEM	reference-semantics/semantics/core.k	223	syntax	syntax Int ::= vsLen(ValSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	223	attribute	syntax Int ::= vsLen(ValSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	224	rule	rule vsLen(.ValSeq)                => 0
ITEM	reference-semantics/semantics/core.k	225	rule	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
ITEM	reference-semantics/semantics/core.k	227	syntax	syntax Int ::= isLen(IntSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	227	attribute	syntax Int ::= isLen(IntSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	228	rule	rule isLen(.IntSeq)                => 0
ITEM	reference-semantics/semantics/core.k	229	rule	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
ITEM	reference-semantics/semantics/core.k	233	syntax	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	233	attribute	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	234	rule	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
ITEM	reference-semantics/semantics/core.k	235	rule	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
ITEM	reference-semantics/semantics/core.k	236	rule	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
ITEM	reference-semantics/semantics/core.k	237	requires	requires I >Int 0
ITEM	reference-semantics/semantics/core.k	238	rule	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS
ITEM	reference-semantics/semantics/core.k	239	requires	requires I <Int 0
COUNT	reference-semantics/semantics/core.k	rules=46	syntax=37	claims=0	configurations=1	contexts=0
FILE	reference-semantics/semantics/dict.k	SHA256	779b06e18162464c8422bbd6ac35fa0b9e34ef82807d5c707c6f4552d63c0580
ITEM	reference-semantics/semantics/dict.k	13	module	module MPY-DICT
ITEM	reference-semantics/semantics/dict.k	14	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/dict.k	15	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/dict.k	16	imports	imports MPY-METHODS
ITEM	reference-semantics/semantics/dict.k	17	imports	imports MPY-LIST
ITEM	reference-semantics/semantics/dict.k	20	syntax	syntax Val ::= dictV(ValSeq, ValSeq)
ITEM	reference-semantics/semantics/dict.k	23	syntax	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)
ITEM	reference-semantics/semantics/dict.k	26	rule	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
ITEM	reference-semantics/semantics/dict.k	27	rule	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
ITEM	reference-semantics/semantics/dict.k	28	rule	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)
ITEM	reference-semantics/semantics/dict.k	30	rule	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)
ITEM	reference-semantics/semantics/dict.k	32	rule	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)
ITEM	reference-semantics/semantics/dict.k	37	syntax	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	37	attribute	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	38	rule	rule dHasKey(.ValSeq, _:Val)                => false
ITEM	reference-semantics/semantics/dict.k	39	rule	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
ITEM	reference-semantics/semantics/dict.k	40	rule	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
ITEM	reference-semantics/semantics/dict.k	43	syntax	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	43	attribute	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	44	rule	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
ITEM	reference-semantics/semantics/dict.k	45	rule	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
ITEM	reference-semantics/semantics/dict.k	49	syntax	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	49	attribute	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	50	rule	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)
ITEM	reference-semantics/semantics/dict.k	51	requires	requires A ==K K
ITEM	reference-semantics/semantics/dict.k	52	rule	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
ITEM	reference-semantics/semantics/dict.k	53	requires	requires notBool (A ==K K)
ITEM	reference-semantics/semantics/dict.k	54	rule	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
ITEM	reference-semantics/semantics/dict.k	54	attribute	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
ITEM	reference-semantics/semantics/dict.k	58	rule	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals)
ITEM	reference-semantics/semantics/dict.k	60	attribute	[priority(40)]
ITEM	reference-semantics/semantics/dict.k	63	rule	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
ITEM	reference-semantics/semantics/dict.k	64	syntax	syntax Val ::= applyIndexD(Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	64	attribute	syntax Val ::= applyIndexD(Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	65	rule	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>
ITEM	reference-semantics/semantics/dict.k	66	attribute	[priority(45)]
ITEM	reference-semantics/semantics/dict.k	70	syntax	syntax Val ::= dictSet(Val, Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	70	attribute	syntax Val ::= dictSet(Val, Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	71	rule	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
ITEM	reference-semantics/semantics/dict.k	76	syntax	syntax KItem ::= #dsetK(String, Val)
ITEM	reference-semantics/semantics/dict.k	77	rule	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
ITEM	reference-semantics/semantics/dict.k	78	rule	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>
ITEM	reference-semantics/semantics/dict.k	81	requires	requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
ITEM	reference-semantics/semantics/dict.k	82	rule	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>
ITEM	reference-semantics/semantics/dict.k	85	requires	requires X in_keys(M) andBool isRefV({M[X]}:>Val)
ITEM	reference-semantics/semantics/dict.k	86	syntax	syntax KItem ::= #dsetV(Val, Val, Val)
ITEM	reference-semantics/semantics/dict.k	87	rule	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>
ITEM	reference-semantics/semantics/dict.k	90	syntax	syntax Int ::= normIdxD(Int, Int) [function, total]
ITEM	reference-semantics/semantics/dict.k	90	attribute	syntax Int ::= normIdxD(Int, Int) [function, total]
ITEM	reference-semantics/semantics/dict.k	91	rule	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
ITEM	reference-semantics/semantics/dict.k	92	rule	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
ITEM	reference-semantics/semantics/dict.k	95	rule	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))
ITEM	reference-semantics/semantics/dict.k	97	syntax	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
ITEM	reference-semantics/semantics/dict.k	97	attribute	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
ITEM	reference-semantics/semantics/dict.k	98	rule	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
ITEM	reference-semantics/semantics/dict.k	99	rule	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)
ITEM	reference-semantics/semantics/dict.k	101	syntax	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
ITEM	reference-semantics/semantics/dict.k	101	attribute	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
ITEM	reference-semantics/semantics/dict.k	102	rule	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
ITEM	reference-semantics/semantics/dict.k	103	rule	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
COUNT	reference-semantics/semantics/dict.k	rules=28	syntax=12	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/float.k	SHA256	5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f
ITEM	reference-semantics/semantics/float.k	14	module	module MPY-FLOAT
ITEM	reference-semantics/semantics/float.k	15	imports	imports MPY-OPERATORS
ITEM	reference-semantics/semantics/float.k	16	imports	imports MPY-BUILTINS
ITEM	reference-semantics/semantics/float.k	17	imports	imports FLOAT
ITEM	reference-semantics/semantics/float.k	20	syntax	syntax Val ::= Float
ITEM	reference-semantics/semantics/float.k	21	rule	rule <k> Float(F:Float) => F ... </k>
ITEM	reference-semantics/semantics/float.k	24	syntax	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
ITEM	reference-semantics/semantics/float.k	24	attribute	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
ITEM	reference-semantics/semantics/float.k	25	rule	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
ITEM	reference-semantics/semantics/float.k	25	attribute	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
ITEM	reference-semantics/semantics/float.k	27	rule	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
ITEM	reference-semantics/semantics/float.k	30	syntax	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
ITEM	reference-semantics/semantics/float.k	30	attribute	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
ITEM	reference-semantics/semantics/float.k	31	rule	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	31	attribute	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	32	rule	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
ITEM	reference-semantics/semantics/float.k	37	syntax	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
ITEM	reference-semantics/semantics/float.k	37	attribute	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
ITEM	reference-semantics/semantics/float.k	38	rule	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
ITEM	reference-semantics/semantics/float.k	38	attribute	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
ITEM	reference-semantics/semantics/float.k	39	rule	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
ITEM	reference-semantics/semantics/float.k	43	rule	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
ITEM	reference-semantics/semantics/float.k	44	rule	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
ITEM	reference-semantics/semantics/float.k	50	syntax	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
ITEM	reference-semantics/semantics/float.k	50	attribute	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
ITEM	reference-semantics/semantics/float.k	51	rule	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	51	attribute	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	52	rule	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
ITEM	reference-semantics/semantics/float.k	54	syntax	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	54	attribute	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	55	rule	rule absF(F:Float) => absFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	55	attribute	rule absF(F:Float) => absFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	56	rule	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
ITEM	reference-semantics/semantics/float.k	61	rule	rule <k> Import(_:String) => .K ... </k>
ITEM	reference-semantics/semantics/float.k	65	syntax	syntax KItem ::= "#mathCeil"
ITEM	reference-semantics/semantics/float.k	66	rule	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	66	attribute	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	67	rule	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
ITEM	reference-semantics/semantics/float.k	70	syntax	syntax KItem ::= "#mathFloor"
ITEM	reference-semantics/semantics/float.k	71	rule	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	71	attribute	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	72	rule	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
ITEM	reference-semantics/semantics/float.k	73	syntax	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
ITEM	reference-semantics/semantics/float.k	73	attribute	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
ITEM	reference-semantics/semantics/float.k	74	rule	rule floorFI(I:Int)   => I                        [concrete]
ITEM	reference-semantics/semantics/float.k	74	attribute	rule floorFI(I:Int)   => I                        [concrete]
ITEM	reference-semantics/semantics/float.k	75	rule	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	75	attribute	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	78	rule	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
ITEM	reference-semantics/semantics/float.k	79	rule	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
ITEM	reference-semantics/semantics/float.k	82	syntax	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
